id,name,artist,release-date,release-country,duration,tracks_track_name,tracks_track_duration,tracks_track_position
mbrainz_10650,Echoes From Beneath,Slugathor,2009-06-25,,2332,"['Summoning (The True Face of Evil)', 'Stormtroopers', 'The Smoke', 'Unveil the Passage', 'Abomination', 'Last Rites', 'Downfall']","['385', '342', '429', '80', '388', '320']","['1', '2', '3', '4', '5', '6', '7']"
mbrainz_10658,Lost Where I Belong,"Triana, Andreya",2010-04-17,,1272,"['Lost Where I Belong (radio edit)', 'Lost Where I Belong (Flying Lotus remix)', 'Lost Where I Belong (Flying Lotus remix instrumental)', 'Lost Where I Belong (acoustic version)', 'Lost Where I Belong']","['215', '227', '232', '285', '313']","['1', '2', '3', '4', '5']"
mbrainz_10669,Nostalgia for the Future (orig.),Constants,2004-09,United States,0,"['In Media Res', 'Entering Exeter, Part 1', 'Entering Exeter, Part 2', 'The Perpetual Morning Subsequent', 'A Blur of Trees', 'Hypnopaedia', 'Return to Inevitability', 'And the Future of Beginning']",[],"['1', '2', '3', '4', '5', '6', '7', '8']"
mbrainz_10678,Time Slows Down in Dreams,"Joyner, Simon",2009-01-01,United States,0,"['Time Slows Down in Dreams', ""Sean Foley's Blues""]",[],"['1', '2']"
mbrainz_10679,The Fortress of Echoes,Substance of Shade,2005-01-01,Germany,2619,"['Reality', 'Run', 'Teardrops', 'Land of No Return', 'Dangerous Longing', 'Numeric Fields', 'Lovesong', 'Seven Seas', 'Suffering Game', 'Silent Thunder', 'The End']","['225', '221', '290', '242', '197', '182', '179', '292', '304', '228', '259']","['1', '2', '3', '4', '5', '6', '7', '8', '9', '10', '11']"
mbrainz_10689,Impending Funeral of Man,Begrime Exemious,2010-04-15,United States,2647,"['Morbid Invocation', 'Psalmody of Sacrificial Blaze', 'Sanctum sanctorum', 'Arch Fiend', 'Filthy Sodomite of Christ', 'Ancient Crypts Asunder', 'Incipit', 'Grand Deceiver', 'I, Iconoclast']","['201', '536', '302', '290', '182', '377', '154', '261', '344']","['1', '2', '3', '4', '5', '6', '7', '8', '9']"
mbrainz_10692,Everything Goes Numb,Streetlight Manifesto,2003-08-26,United States,3303,"['Everything Went Numb', 'Thatâ€™ll Be the Day', 'Point / Counterpoint', 'If and When We Rise Again', 'A Better Place, a Better Time', 'We Are the Few', 'Failing, Flailing', 'Hereâ€™s to Life', 'A Moment of Silence', 'A Moment of Violence', 'The Saddest Song', 'The Big Sleep']","['209', '282', '327', '259', '388', '296', '328', '281', '313', '120', '198', '302']","['1', '2', '3', '4', '5', '6', '7', '8', '9', '10', '11', '12']"
mbrainz_10714,Falling Elevators,MC 900 Ft Jesus,1996-03-11,United Kingdom,1281,"['Falling Elevators (Edit)', 'Killer Inside Me (Meat Beat Manifestation #2)', ""UFO's Exhibit B"", 'Falling Elevators']","['264', '242', '368', '407']","['1', '2', '3', '4']"
mbrainz_10715,Salad Days (album),"Belew, Adrian",1999-02-09,United States,3027,"['The Lone Rhinoceros', 'Men in Helicopters', 'The Rail Song!', 'Everything', 'Three of a Perfect Pair (Live in Argentina)', 'Return of the Chicken', 'Never Enough', 'The Man in the Moon', 'I Remember How to Forget', 'Bad Days', 'Fly (Live in Argentina)', 'Young Lions', 'Things You Hit With a Stick', 'Cage', 'Dinosaur', 'One of Those Days']","['157', '188', '222', '175', '248', '94', '210', '132', '214', '234', '186', '125', '143', '343', '181']","['1', '2', '3', '4', '5', '6', '7', '8', '9', '10', '11', '12', '13', '14', '15', '16']"
mbrainz_10737,Casanova (Your Playing Days Are Over),"Andrews, Ruby",,,2312,"['Casanova (Your Playing Days Are Over)', 'Everybody Saw You', 'Help Yourself Lover', ""I Guess That Don't Make Me A Loser"", 'Gotta Break Away', 'You Made A Believer Out of Me', 'Casanova 70', 'Can You Get Away', ""You Can Run, But You Can't Hide"", ""Uh Uh Boy, That's a No No"", 'Since I Found Out', 'Tit for Tat']","['172', '350', '150', '174', '141', '161', '318', '173', '152', '208', '167', '146']","['1', '2', '3', '4', '5', '6', '7', '8', '9', '10', '11', '12']"
mbrainz_10744,Hidden Gems,O.C.,,,3842,"['O-Zone (original unreleased version)', 'Snakes', 'Word... Life (remix)', 'Stronjay (original unreleased version)', 'Crooklyn', ""You Won't Go Far"", 'Day One', 'Get Yours (remix)', 'King of N.Y.', 'Bonafide', 'Wordplay', 'U-N-I', 'Half Good, Half Sinner', 'Emotions (remix)', 'The Inventor', 'Yes Sir']","['244', '206', '296', '257', '303', '223', '255', '250', '205', '276', '248', '251', '193', '238', '149']","['1', '2', '3', '4', '5', '6', '7', '8', '9', '10', '11', '12', '13', '14', '15', '16']"
mbrainz_10756,Only the Greatest,"Jennings, Waylon",1968-07,Canada,1726,"[""Only Daddy That'll Walk the Line"", 'California Sunshine', 'Weakness in a Man', 'Sorrow (Breaks a Good Man Down)', 'Christina', 'Such a Waste of Love', 'Walk on Out of My Mind', 'Kentucky Woman', 'Long Gone', ""You'll Think of Me"", 'Wave Goodbye to Me', 'Too Far Gone']","['143', '133', '171', '128', '134', '154', '141', '151', '132', '124', '174']","['1', '2', '3', '4', '5', '6', '7', '8', '9', '10', '11', '12']"
mbrainz_10766,True Devotion,"Votolato, Rocky",2010-02-23,United States,2055,"['Lucky Clover Coin', 'Fragments', 'Red River', 'Eyes Like Static', 'Sparklers', 'Instrument', 'What Waited for Me', 'Sun Devil', 'Donâ€™t Be Angry', 'Where We Started']","['229', '178', '206', '166', '186', '201', '171', '297', '205', '216']","['1', '2', '3', '4', '5', '6', '7', '8', '9', '10']"
mbrainz_10773,Inception,Experience of Nation,1994-01-01,Germany,3224,"['Inspiration I', 'The Human Rights', 'Final Exit', 'Raindrops', 'Fake Feeling', 'Labyrinth', 'Gunshots', 'Electric Chair', 'Inspiration II', 'Oasis']","['152', '376', '307', '521', '360', '392', '309', '265', '167', '375']","['1', '2', '3', '4', '5', '6', '7', '8', '9', '10']"
mbrainz_10778,The Moth Confesses,"Neon Philharmonic, The",1969-01-01,United States,1785,"['Brilliant Colors', 'Cowboy', 'The New Life Out There', 'Morning Girl', 'Midsummer Night', 'Little Sparrow', 'The Last Time I Saw Jacqueline', 'Morning Girl, Later']","['260', '140', '334', '133', '347', '198', '223', '150']","['1', '2', '3', '4', '5', '6', '7', '8']"
mbrainz_10780,Contrary to Prioritys,Flucturion,2010-04,Russian Federation,4729,"['Kinobot', 'Hammm', 'No Xplode Period', 'Torque.Exe (Dark Whisper remix)', 'Precision Ricoshet', 'Bynon Nepignon', 'Aeroballet', 'Bypass Slow Motion', 'South Wind (Flucturion remix)', 'Neonamaskaratha (2009 rework)']","['504', '460', '450', '411', '578', '424', '481', '386', '462', '573']","['1', '2', '3', '4', '5', '6', '7', '8', '9', '10']"
mbrainz_10786,Colors,"Lee, Amos",2005-01-01,United Kingdom,408,"['Colors', 'Jails and Bombs']","['160', '248']","['1', '2']"
mbrainz_10795,The Contractor and the Assassin,Logh,2003-05-05,Sweden,1085,"['The Contractor and the Assassin', 'The Bones of Generations', 'The King of Romania', 'NoFo', 'Wild Card']","['250', '214', '202', '181', '238']","['1', '2', '3', '4', '5']"
mbrainz_10797,Casanova,Xaxakes (and others),2000-01-01,Greece,2827,"['Don Juan de Casanova', 'Monte Carlo', 'Gay Guy', 'Î£Ï„Î¹Î³Î¼Î\xadÏ‚', 'Î\xa0Î\xadÏ†Ï„ÎµÎ¹', 'Sexy', 'Casanova', 'Air', 'Î’Î±ÏƒÎ¹Î»Î·Î¬Ï‚', 'Î£Ï„Î¹Î³Î¼Î\xadÏ‚ (remix)', 'Rendez vouz ÏƒÏ„Î¿ Monaco']","['233', '239', '318', '237', '268', '261', '260', '336', '235', '213', '227']","['1', '2', '3', '4', '5', '6', '7', '8', '9', '10', '11']"
mbrainz_10808,The Lost Tapes 2,Nas,2004-01-01,,4416,"['Intro (Illmatic Release Party)', 'Live Freestyle', ""It Ain't Hard to Tell (live)"", 'The Pledge', 'Sometimes I Wonder', 'The Rise and Fall', 'Mo Money Mo Murda', 'The Essence', 'Stay Chiseled', 'One on One', 'Who U Rep (with)', 'Some of Them', 'Calm Down', 'Blood Money 2', 'My Niggaz', 'Let My Niggaz Live', 'Verbal Intercourse', 'Fast Life [remix]', 'Holla Back', 'Queens Day', 'Hot', 'Millenium Thug', 'Freestyle']","['125', '126', '169', '142', '236', '132', '260', '185', '153', '139', '151', '176', '262', '251', '164', '233', '201', '148', '301', '222', '227', '193', '220']","['1', '2', '3', '4', '5', '6', '7', '8', '9', '10', '11', '12', '13', '14', '15', '16', '17', '18', '19', '20', '21', '22', '23']"
mbrainz_10813,Every Day's Your Last Day,Sensa Yuma,2001-01-01,France,593,"[""Every Day's Your Last Day"", 'Waste Away', 'Funky Moped']","['198', '144', '251']","['1', '2', '3']"
mbrainz_10819,Four Minute Warning,"Owen, Mark",,,856,"['Four Minute Warning', 'Live If You Try', 'Jaywalker']","['245', '231', '380']","['1', '2', '3']"
mbrainz_10826,To the Past From the Future in the Present,Moonitor,2010-04-27,United States,7458,"['Dingo Beats, Part I', 'Dingo Beats, Part II', 'Electribes', 'Can You Feel', 'Rule and Conquer', 'Ding Ting', 'Sign of Life', 'Shifter', 'Screamer', 'Wicked Polar Breakz', 'Skydiver', 'Kokinee', 'Non-Human', 'The Darkside of the Beat', 'Horizon Sun', 'Sunrise Over Banff', 'Jupiter', '2000 AD', 'Sivilizations']","['348', '402', '415', '367', '299', '435', '396', '404', '416', '317', '474', '375', '379', '361', '431', '301', '454', '436', '448']","['1', '2', '3', '4', '5', '6', '7', '8', '9', '10', '11', '12', '13', '14', '15', '16', '17', '18', '19']"
mbrainz_10839,Learning From Las Vegas,Play the Siren,1987-01-01,United States,2320,"['And as the Roof Comes Down', 'The Glow', 'Black Man in Moscow', 'Pink Little Elephants', ""Don't Let It Get You Down"", 'Success', 'Criticize!', ""Thomas Paine's Pamphlet"", ""Queen Anne's Lace"", 'Midnight Cowboy']","['219', '254', '232', '222', '305', '280', '303', '101', '216', '188']","['1', '2', '3', '4', '5', '6', '7', '8', '9', '10']"
mbrainz_10866,Wide Awake in Dreamland,"Benatar, Pat",1988-01-01,United States,3031,"['All Fired Up', 'One Love (Song of the Lion)', ""Let's Stay Together"", ""Don't Walk Away"", 'Too Long a Soldier', 'Cool Zero', 'Cerebral Man', ""Lift 'em on Up"", 'Suffer the Little Children', 'Wide Awake in Dreamland']","['272', '313', '298', '280', '402', '330', '287', '299', '253', '297']","['1', '2', '3', '4', '5', '6', '7', '8', '9', '10']"
mbrainz_10868,Join the Dance,"Frisina, Gerardo",2010-06-07,Italy,3357,"['Tata Somba', 'Will You Walk a Little Faster? (feat. Norma Winstone)', 'Joy Shout', 'Waltz for Emily', 'One More Swing', 'Mille E Una Notte', 'Titoro', 'High Hat', ""I'm Gonna Go Fishin' (feat. Francesca Sortino)"", 'Another Waltz', 'Bubbly', 'For My Mother']","['301', '202', '281', '229', '210', '442', '293', '228', '200', '358', '217', '396']","['1', '2', '3', '4', '5', '6', '7', '8', '9', '10', '11', '12']"
mbrainz_10876,Judgement Day EP,Calibre,2010-06-14,United Kingdom,1356,"['Judgement Day', 'Thrust', ""Don't Want Your Love"", 'Jungle One']","['336', '322', '343', '355']","['1', '2', '3', '4']"
mbrainz_10889,Candy Apple Daydreams,Hyperbubble,2010-01-01,United States,1834,"['Red Delicious Overture', 'Candy Apple Daydreams', 'Girl Boy Pop Toy', 'Mind the Gap', 'Chop Shop Cop', 'Pictures of Paradise', 'Teddy Bear Crime Wave', 'Supermarket Casanova', 'UFO Beach Party', 'Hyperactive', 'Moogzilla vs. Korgatron', 'Top Ten Lullabyes']","['32', '174', '196', '203', '160', '210', '72', '171', '186', '161', '112', '157']","['1', '2', '3', '4', '5', '6', '7', '8', '9', '10', '11', '12']"
mbrainz_10901,Danse encore,"Moor, Lova",1990-01-01,France,480,"['Danse encore', 'Danse encore (instrumental)']",['240'],"['1', '2']"
mbrainz_10902,The Conversation Disc Series,"Cure, The",1988-01-01,United Kingdom,2614,['[Interview]'],['2614'],['1']
mbrainz_10904,The Space Invaders Meet The Purple People Eater,"Abbot, Russ",1980-08,United Kingdom,0,"['The Space Invaders Meet the Purple People Eater', 'Country Cooperman']",[],"['1', '2']"
mbrainz_10905,Instant Punk Classics,Notsensibles,1994-10,United Kingdom,4226,"[""(I'm in Love With) Margaret Thatcher"", 'Little Boxes', ""Garry Bushell's Band of the Week"", 'Death to Disco', 'Coronation Street Hustle', 'Lying on the Sofa', 'Instant Classic', 'Girl With Scruffy Hair', 'Freedom', 'King Arthur', 'Ploppy', 'I Am a Clone', 'Sick of Being Normal', '(Love Is Like) Banging My Head Against a Brick Wall', ""Because I'm Mine"", 'Wrong Love', 'Blackpool Rock', ""Daddy Won't Let Me Love You Song"", ""Don't Wanna Work Anymore"", 'I Thought You Were Dead', 'I Make a Balls of Everything I Do', 'Teenage Revolution', 'I Am the Bishop', 'Telephone Rings Again']","['216', '155', '105', '198', '196', '171', '182', '159', '138', '134', '217', '86', '121', '172', '151', '341', '148', '169', '78', '140', '110', '95', '243']","['1', '2', '3', '4', '5', '6', '7', '8', '9', '10', '11', '12', '13', '14', '15', '16', '17', '18', '19', '20', '21', '22', '23', '24', '25', '26']"
mbrainz_10909,Sie Ist Weg Unplugged,"Fantastischen Vier, Die",2000-01-01,Germany,0,"['Unplugged', 'F4 Instrumental', ""She's Wack! (remix)""]",[],"['1', '2', '3']"
mbrainz_10920,Purplemetalflakemusic,"Fluid, The",1992-01-01,United States,0,"['My Kind', 'One Eye Out', ""She Don't Understand"", '7/14', 'Pill', ""Wasn't My Idea"", 'On My Feet', 'Lies', 'Mister Blameshifter', ""Said That I'm Through"", 'Change', 'Hand in Hand']",[],"['1', '2', '3', '4', '5', '6', '7', '8', '9', '10', '11', '12']"
mbrainz_10923,Funeral Nation,Midnight Configuration,1997-01-01,United Kingdom,2608,"['Subterrania (Descent)', 'Transmission Soul', 'Sinister Sinister', 'Graveyard Eyes', 'Force', 'Mesmerise', 'Snowblind', 'A Gothic Lullaby', 'Funeral Nation', 'Sacred Cities', 'Unfolding the Wings of Winter', 'Chaos Mind 2 (Resurrected)', 'Breaking the Spirit', 'Manifestation (Ascent)']","['97', '236', '208', '168', '298', '171', '175', '274', '161', '200', '190', '189', '66']","['1', '2', '3', '4', '5', '6', '7', '8', '9', '10', '11', '12', '13', '14']"
mbrainz_10924,RUN TO THE FUTURE (release),Dream5,2010-03-10,Japan,1498,"['ã‚¿ãƒ“ãƒ€ãƒ?ãƒŽã‚¦ã‚¿', 'We are ã‚?ã?£Challenger!!', 'ã?²ã?¾ã‚?ã‚Š', 'ã‚¢ãƒªã‚¬ãƒˆã‚¦ã?®å\xad£ç¯€', ""I don't obey ã€œåƒ•ã‚‰ã?®ãƒ—ãƒ©ã‚¤ãƒ‰ã€œ""]","['296', '297', '289', '340', '276']","['1', '2', '3', '4', '5']"
mbrainz_10944,"Glee: The Music, Volume 3: Showstoppers",Glee Cast,2010-05-18,United States,4354,"['Hello, Goodbye', 'Gives You Hell', 'Hello', 'A House Is Not a Home', 'One Less Bell to Answer / A House Is Not a Home', 'Beautiful', 'Home', 'Physical', 'Total Eclipse of the Heart', 'The Lady Is a Tramp', 'One', ""Rose's Turn"", 'Dream On', 'Safety Dance', 'I Dreamed a Dream', 'Loser', 'Give Up the Funk', 'Beth', 'Poker Face', 'Bad Romance']","['210', '206', '209', '175', '283', '240', '211', '198', '266', '166', '237', '120', '275', '202', '188', '227', '271', '157', '219', '294']","['1', '2', '3', '4', '5', '6', '7', '8', '9', '10', '11', '12', '13', '14', '15', '16', '17', '18', '19', '20']"
mbrainz_10949,California Gurls,"Perry, Katy",2010-06-01,United States,482,"['California Gurls', 'Hot N Cold (YELLE remix)']","['235', '247']","['1', '2']"
mbrainz_10951,Funk on Fire: The Mercury Anthology,Ohio Players,2002-06-18,United States,"['4697', '4617']","['Skin Tight', 'Jive Turkey', 'Heaven Must Be Like This', 'Fire (album version)', 'Together', 'I Want to Be Free', ""It's All Over"", 'Piano Ballad (Just Right)', 'Fopp', 'Sweet Sticky Thing', 'Love Rollercoaster', 'Honey', 'There It Is', 'Happy Holidays, Parts 1 & 2', ""Who'd She Coo"", 'Bi-Centennial', 'Far East Mississippi', 'Only a Child Can Love', 'Angel', 'O-H-I-O', 'Body Vibes', 'Alone', 'Good Luck Charm', 'Funk-O-Nots', 'Time Slips Away', 'Shady Lady', 'Wonderful', 'More Than Love']","['474', '431', '438', '274', '188', '412', '255', '152', '234', '379', '290', '319', '346', '505', '229', '297', '254', '451', '190', '435', '442', '577', '295', '286', '309', '344']","['1', '2', '3', '4', '5', '6', '7', '8', '9', '10', '11', '12', '13', '14']"
mbrainz_10953,Middle of Nowhere,A Bridge Far Away,2010-08-02,United Kingdom,0,"['The Sun Falls Into the Sea', 'Out on the Steppes', 'Antarctica', 'Swamp']",[],"['1', '2', '3', '4']"
mbrainz_10954,When They Opened Their Parachutes... Silence,Moon Fog Prophet,1999-01-01,Finland,3453,"['A Telegram to the Star Neighbour', 'Moon Fog Prophet', 'A Liar in 602', 'So Unimportant', 'Interlude', 'Enthrone!', 'To the Jaded Columns and Beyond / Figurines on a Red Cloth', ""Miss Curwin's Toys"", 'A Man Called Jimmie Kane', 'Ghost of a Name', 'Starling']","['288', '253', '398', '216', '347', '271', '360', '251', '228', '329', '512']","['1', '2', '3', '4', '5', '6', '7', '8', '9', '10', '11']"
mbrainz_10956,Monk's Casino,"Schlippenbach, von, Alexander",2005-03,Switzerland,"['3796', '3959', '3420']","['Thelonious', 'Locomotive', 'Trinkle-Tinkle', 'Stuffy Turkey', 'Coming on the Hudson', 'Intro Bemsha Swing', 'Bemsha Swing / 52nd Street Theme', 'Pannonica', 'Evidence', 'Misterioso / Sixteen / Skippy', ""Monk's Point"", 'Green Chimneys / Little Rootie Tootie', 'San Francisco Holiday', 'Off Minor', ""Gallop's Gallop"", 'Crepuscule With Nellie', 'Hackensack', 'Consecutive Seconds', 'Brilliant Corners', 'Eronel', ""Monk's Dream"", 'Shuffle Boil', ""Hornin' In"", 'Criss Cross', 'Introspection', 'Ruby, My Dear', 'In Walked Bud', ""Let's Cool One / Let's Call This"", 'Jackie-ing', 'Humph', 'Functional', 'Work / I Mean You', ""Monk's Mood"", ""Four in One / 'Round About Midnight"", 'Played Twice', 'Friday the 13th', 'Ugly Beauty', 'Bye-Ya / Oska T.', ""Bolivar Blues / Well You Needn't"", ""Brake's Sake"", 'Nutty', 'Who Knows', 'Blue Hawk / North of the Sunset / Blue Sphere / Something in Blue', ""Boo Boo's Birthday"", 'Ask Me Now', 'Think of One', 'Raise Four', ""Japanese Folk Song / Children's Song / Blue Monk"", 'We See', 'Bright Mississippi', 'Reflections', 'Five Spot Blues', 'Light Blue', 'Teo', 'Rhythm-A-Ning', 'A Merrier Christmas', 'Straight No Chaser / Epistrophy']","['198', '97', '250', '44', '220', '209', '310', '96', '265', '605', '83', '321', '80', '143', '335', '137', '236', '167', '254', '215', '139', '166', '199', '58', '262', '233', '165', '191', '53', '201', '381', '337', '84', '48', '168', '82', '161', '148', '100', '271', '312', '149', '108', '89', '59', '227', '357', '41', '403']","['1', '2', '3', '4', '5', '6', '7', '8', '9', '10', '11', '12', '13', '14', '15', '16', '17', '18', '19', '20']"
mbrainz_10960,Sublime Cadaveric Decomposition,Sublime Cadaveric Decomposition,2001-01-01,France,1867,['[untitled]'],"['111', '52', '105', '71', '100', '91', '70', '61', '109', '122', '56', '106', '66', '97', '69', '80', '117', '79']","['1', '2', '3', '4', '5', '6', '7', '8', '9', '10', '11', '12', '13', '14', '15', '16', '17', '18', '19', '20', '21']"
mbrainz_10961,Nowhere Forever,Love of Diagrams,2009-01-01,Australia,3084,"['Static Information', 'Forever', 'Lookout', 'Mountain', 'A Part of You', 'Stones Throw', 'Winding', 'Magnify', 'All You Know', 'On the Breeze', 'Its Professional']","['252', '253', '299', '381', '388', '285', '194', '266', '235', '241', '290']","['1', '2', '3', '4', '5', '6', '7', '8', '9', '10', '11']"
mbrainz_10963,Big Brothers,Vulcain,2004-11-29,France,2605,"['Khadafi', 'Le Soviet SuprÃªme', 'Les Plaisirs solitaires', 'DrÃ´les de jeux', 'On nous cache tout on nous dit rien', 'Faire du rock', 'Grand prix', '22', 'Marylou', 'Jeudi 19 juin']","['257', '262', '215', '351', '199', '256', '251', '180', '419']","['1', '2', '3', '4', '5', '6', '7', '8', '9', '10']"
mbrainz_10965,The Spacesound Effect,Stereophonic Space Sound Unlimited,2000-01-01,United States,2669,"['The Spacesound Effect', 'Senior Lopez', 'Samea Patrol', 'Lino Ventura', 'Section 5', 'Haunted', 'Blues for K', 'The Twisting Spy', 'Little Ghoul', 'Aiviera Drive', 'Double Agent', 'Wheelspin', 'Cool Move', 'Crimeville', 'Waltz Underneath']","['216', '153', '189', '174', '177', '203', '220', '182', '155', '165', '132', '179', '138', '212']","['1', '2', '3', '4', '5', '6', '7', '8', '9', '10', '11', '12', '13', '14', '15']"
mbrainz_10968,All Your Base Are Belong to Us,Light the Fuse and Run,2002-01-01,United States,1735,"['I Think They Try', ""Other People's Dishes"", ""This Song's Not About Boys or Girls (It's About Punk Rock)"", 'There Are Spies Among Us', 'Crybaby Lane', 'Instrumentsone', 'The ""Yes"" Men', 'SixFourNineFive', 'Reality-Based TV', 'Glass House Warming Party']","['132', '128', '140', '177', '215', '120', '271', '210', '222']","['1', '2', '3', '4', '5', '6', '7', '8', '9', '10']"
mbrainz_10969,Under the Sign of the D-Beat Mark,Dishammer,2010-06-06,Japan,937,"[""The Devil's Advocates"", 'Outlaw Psychopath', 'Welcome Death', 'Under the Sign of the D-Beat Mark', 'Sexwitch', 'Invocation', 'Rusty Coffin']","['225', '78', '90', '126', '127', '111', '180']","['1', '2', '3', '4', '5', '6', '7']"
mbrainz_10983,Spirit,"Alsing, Lars",1992-09-25,Denmark,2743,"['Spirit', 'Night Time Caravan', 'Rose & Cross', 'Travelling on the Edge of Twilight', 'New Spring', 'Norwegian Girl', 'The Ladder', ""Heaven's Gate""]","['254', '366', '270', '455', '297', '392', '375', '334']","['1', '2', '3', '4', '5', '6', '7', '8']"
mbrainz_10999,Blackout,2562,2010-05-10,United Kingdom,799,"['Blackout', 'S.O.S.', 'Boogie Kitchen']","['227', '293', '279']","['1', '2', '3']"
mbrainz_11001,Trouble Is...,"Shepherd, Kenny Wayne",1997-10-07,United States,3388,"['Slow Ride', 'True Lies', 'Blue on Black', 'Everything Is Broken', ""I Don't Live Today"", '(Long) Gone', 'Somehow, Somewhere, Someway', 'I Found Love (When I Found You)', ""King's Highway"", 'Nothing to Do With Love', 'Chase the Rainbow', 'Trouble Is...']","['229', '348', '330', '228', '274', '324', '334', '241', '257', '289', '297', '237']","['1', '2', '3', '4', '5', '6', '7', '8', '9', '10', '11', '12']"
mbrainz_11002,Emotional Colors,Swede:art,2010-06-23,Germany,3583,"['Black Mining', ""I'm a R.O.B.O.T. (feat. Blaktroniks)"", 'Embrace the Chill (feat. Pursuit Grooves & Comfort Fit)', 'Linguistics (feat. Stray)', 'You Live Forever (feat. Duktus)', 'Sex on the Airplane', 'King of Orleans', 'Snapshots on a Sunday Night', 'Wonkybikez', 'A Room of Prayers (feat. Caits Meissner)', 'Mosambique', 'On My Way (feat. Note & Duktus)', 'Underpurpled', 'Change', 'My Home Is Not Here', 'Samklang']","['216', '207', '189', '227', '236', '251', '134', '230', '192', '240', '274', '211', '416', '185', '241']","['1', '2', '3', '4', '5', '6', '7', '8', '9', '10', '11', '12', '13', '14', '15', '16']"
mbrainz_11015,Swinginâ€™ Singles,"Bomboras, The",1996-01-01,United States,2138,"['Forbidden Planet', 'Moon Probe', 'Time Bomb', 'Surfinâ€™ Bull', 'Last Call', 'Drag Strip Tease', 'Chunky', 'Outlaw', 'Twice Pipes', 'The Clutch', 'Rodan', 'Lilâ€™ Drummer Boy', 'Tube City', 'Slingshot', 'Skater Dater']","['159', '146', '107', '143', '116', '101', '139', '137', '125', '185', '209', '187', '102', '123']","['1', '2', '3', '4', '5', '6', '7', '8', '9', '10', '11', '12', '13', '14', '15']"
mbrainz_11016,House of the Rising Sun,"Isaacs, Gregory",1993-03-09,United States,1455,"['House of the Rising Sun (vocal mix)', 'House of the Rising Sun (A Wicked dub mix)', 'House of the Rising Sun (A Slightly Dubful vocal mix)', 'Mr Cop (A Murderous Combination)', 'Mr Cop (Dub Off Yu Blouse & Skirt)']","['246', '305', '333', '266']","['1', '2', '3', '4', '5']"
mbrainz_11022,Marry Me Jane,Marry Me Jane,1996-01-30,United States,3499,"['Twentyone', 'Misunderstood', 'Bad Loser', ""You Didn't Kiss Me"", 'Tabitha', 'Athena', 'Ordinary', ""Who's Leaving Who"", 'Candy', 'Positive', 'Secretly Waiting', 'Ashes & Stone', 'Lousy Lullaby']","['214', '230', '181', '208', '182', '257', '253', '207', '165', '199', '237', '260', '906']","['1', '2', '3', '4', '5', '6', '7', '8', '9', '10', '11', '12', '13']"
mbrainz_11038,Contraption,Bark!,2007-01-01,United Kingdom,2633,"['Polaris', ""It's a Life"", 'Gyre', 'Snout', 'The Diver', 'Below Zero', 'Spanners', 'Mr Pointy', 'Decompression']","['517', '167', '323', '370', '190', '372', '225', '322', '147']","['1', '2', '3', '4', '5', '6', '7', '8', '9']"
mbrainz_11044,Slow Futures,Sundrips,2010-06-16,United States,1659,"['Preceding Coordinates', 'Daylighting', 'Slow Futures', 'Backwards Compatible']","['653', '225', '468', '313']","['1', '2', '3', '4']"
mbrainz_11046,The Christmas Spirit,"Cash, Johnny",2009-01-01,United States,2296,"['The Christmas Spirit', 'I Heard the Bells on Christmas Day', 'Blue Christmas', 'The Gifts They Gave', 'Here Was a Man', 'Christmas as I Knew It', 'Silent Night', 'The Little Drummer Boy', 'Ringing the Bells for Jim', 'We Are the Shepherds', 'Who Kept the Sheep', 'The Ballad of the Harp Weaver']","['302', '151', '144', '214', '163', '220', '209', '156', '166', '193', '117', '261']","['1', '2', '3', '4', '5', '6', '7', '8', '9', '10', '11', '12']"
mbrainz_11069,Dangerous Times,"Name, The",,,0,"['Maybe Someday', 'Dangerous Times', 'Jesus and the Devil', 'Walk Into the World', 'Great Depression', 'Southern Girl', 'Calm Before the Storm', 'New Day', 'Last War Song']",[],"['1', '2', '3', '4', '5', '6', '7', '8', '9']"
mbrainz_11085,Americana,A.R. Kane,1992-01-01,United States,"['1833', '1570']","['A Love From Outer Space', 'Snow Joke', 'Baby Milk Snatcher', 'The Madonna Is With Child', 'In a Circle', 'Miles Apart', 'Green Hazed Daze', 'Water', 'Long Body', 'Up', 'Supervixens', 'Spook', 'Crack Up', 'And I Say', 'Sperm Whale Trip Over']","['258', '245', '196', '229', '277', '177', '200', '170', '81', '366', '339', '190', '252', '162', '261']","['1', '2', '3', '4', '5', '6', '7', '8', '9']"
mbrainz_11089,Scattered Soul Puzzle,My Insanity,2005-01-01,France,2973,"['My World', 'Cocaine', 'Call My Name', 'Extinct', 'Champagne for Me', 'Wake Up â€¦ Prisoners!', 'Monkeys', 'Giants Little Ghost', 'Anything to Anyone', 'Tiefenrausch', 'Some Days', 'Good Bye in the Bloodred Sky']","['303', '273', '289', '86', '258', '248', '279', '83', '288', '298', '268', '300']","['1', '2', '3', '4', '5', '6', '7', '8', '9', '10', '11', '12']"
mbrainz_11095,El Camino,"Evans, Adriana",2007-03-12,United Kingdom,2971,"['Hey Now', 'All for Love', 'Calling Me', 'Underneath the Stars', 'Before You', 'Blue Bird', 'Never Knew', 'Blue Bird in Bahia', 'World on Fire', 'Same as I Ever Was', 'Undercover', 'El Camino']","['237', '265', '262', '286', '283', '255', '212', '220', '151']","['1', '2', '3', '4', '5', '6', '7', '8', '9', '10', '11', '12']"
