fused_id,source_id,source_dataset,source___id,source__Continent,source__Market Value,source__Profits,source__Rank,source__Sales,source__Sector,source__assets,source__city,source__country,source__founded,source__id,source__industry,source__keypeople_name,source__name,fused___id,fused__Continent,fused__Market Value,fused__Profits,fused__Rank,fused__Sales,fused__Sector,fused__assets,fused__city,fused__country,fused__founded,fused__id,fused__industry,fused__keypeople_name,fused__name
fullcontact_584,fullcontact_584,fullcontact,,,,,,,,,Phoenix,United States,1987-01-01,fullcontact_584,,Tom McGovern,"PetSmart, Inc",fullcontact_584,,,,,,,,Phoenix,United States,1987-01-01,fullcontact_584,,Tom McGovern,"PetSmart, Inc"
fullcontact_585,fullcontact_585,fullcontact,,,,,,,,,,,,fullcontact_585,,,Peugeot,fullcontact_585,,,,,,,,,,,fullcontact_585,,,Peugeot
fullcontact_587,fullcontact_587,fullcontact,,,,,,,,,Norman,United States,1905-01-01,fullcontact_587,,,Pacific Gas and Electric (PG&E),fullcontact_587,,,,,,,,Norman,United States,1905-01-01,fullcontact_587,,,Pacific Gas and Electric (PG&E)
fullcontact_588,fullcontact_588,fullcontact,,,,,,,,,,,,fullcontact_588,,,Philips PRESSE,fullcontact_588,,,,,,,,,,,fullcontact_588,,,Philips PRESSE
fullcontact_589,fullcontact_589,fullcontact,,,,,,,,,,,,fullcontact_589,,,Σκέψου Πάσινα,fullcontact_589,,,,,,,,,,,fullcontact_589,,,Σκέψου Πάσινα
fullcontact_590,fullcontact_590,fullcontact,,,,,,,,,Milan,Italy,,fullcontact_590,,,Pirelli,fullcontact_590,,,,,,,,Milan,Italy,,fullcontact_590,,,Pirelli
fullcontact_591,fullcontact_591,fullcontact,,,,,,,,,Makati,Philippines,,fullcontact_591,,,PLDT Public Affairs,fullcontact_591,,,,,,,,Makati,Philippines,,fullcontact_591,,,PLDT Public Affairs
fullcontact_594,fullcontact_594,fullcontact,,,,,,,,,Hato Rey,,1948-01-01,fullcontact_594,,,Id Popular,fullcontact_594,,,,,,,,Hato Rey,,1948-01-01,fullcontact_594,,,Id Popular
fullcontact_595,fullcontact_595,fullcontact,,,,,,,,,,,1889-01-01,fullcontact_595,,,Portland General Electric,fullcontact_595,,,,,,,,,,1889-01-01,fullcontact_595,,,Portland General Electric
fullcontact_597,fullcontact_597,fullcontact,,,,,,,,,Portland,United States,1910-01-01,fullcontact_597,,,Pacific Power,fullcontact_597,,,,,,,,Portland,United States,1910-01-01,fullcontact_597,,,Pacific Power
fullcontact_598,fullcontact_598,fullcontact,,,,,,,,,UK,United Kingdom,,fullcontact_598,,,Prada,fullcontact_598,,,,,,,,UK,United Kingdom,,fullcontact_598,,,Prada
fullcontact_599,fullcontact_599,fullcontact,,,,,,,,,,,,fullcontact_599,,,"Praxair, Inc.",fullcontact_599,,,,,,,,,,,fullcontact_599,,,"Praxair, Inc."
fullcontact_602,fullcontact_602,fullcontact,,,,,,,,,Mayfield Village,United States,1937-01-01,fullcontact_602,,,Progressive Insurance,fullcontact_602,,,,,,,,Mayfield Village,United States,1937-01-01,fullcontact_602,,,Progressive Insurance
fullcontact_604,fullcontact_604,fullcontact,,,,,,,,,Birmingham,United States,,fullcontact_604,,,Protective Life Corporation,fullcontact_604,,,,,,,,Birmingham,United States,,fullcontact_604,,,Protective Life Corporation
fullcontact_605,fullcontact_605,fullcontact,,,,,,,,,Brussels,Belgium,,fullcontact_605,,Evgeny Popravko,Proximus,fullcontact_605,,,,,,,,Brussels,Belgium,,fullcontact_605,,Evgeny Popravko,Proximus
fullcontact_606,fullcontact_606,fullcontact,,,,,,,,,Newark,United States,1875-01-01,fullcontact_606,,,Prudential - Bring your Challenges,fullcontact_606,,,,,,,,Newark,United States,1875-01-01,fullcontact_606,,,Prudential - Bring your Challenges
fullcontact_607,fullcontact_607,fullcontact,,,,,,,,,Newark,United States,1875-01-01,fullcontact_607,,,Prudential - Bring your Challenges,fullcontact_607,,,,,,,,Newark,United States,1875-01-01,fullcontact_607,,,Prudential - Bring your Challenges
fullcontact_608,fullcontact_608,fullcontact,,,,,,,,,Milan,Italy,1879-01-01,fullcontact_608,,,Prysmian Group,fullcontact_608,,,,,,,,Milan,Italy,1879-01-01,fullcontact_608,,,Prysmian Group
fullcontact_610,fullcontact_610,fullcontact,,,,,,,,,,,1972-01-01,fullcontact_610,,,Public Storage,fullcontact_610,,,,,,,,,,1972-01-01,fullcontact_610,,,Public Storage
fullcontact_611,fullcontact_611,fullcontact,,,,,,,,,,,,fullcontact_611,,,Built to Honor,fullcontact_611,,,,,,,,,,,fullcontact_611,,,Built to Honor
fullcontact_612,fullcontact_612,fullcontact,,,,,,,,,New York City,United States,1881-01-01,fullcontact_612,,,PVH Corp.,fullcontact_612,,,,,,,,New York City,United States,1881-01-01,fullcontact_612,,,PVH Corp.
fullcontact_614,fullcontact_614,fullcontact,,,,,,,,,Houston,United States,1997-01-01,fullcontact_614,,,"Quanta Services, Inc.",fullcontact_614,,,,,,,,Houston,United States,1997-01-01,fullcontact_614,,,"Quanta Services, Inc."
fullcontact_615,fullcontact_615,fullcontact,,,,,,,,,Aliso Viejo,United States,1997-01-01,fullcontact_615,,,Rakuten.com,fullcontact_615,,,,,,,,Aliso Viejo,United States,1997-01-01,fullcontact_615,,,Rakuten.com
fullcontact_616,fullcontact_616,fullcontact,,,,,,,,,Amsterdam,Netherlands,1960-01-01,fullcontact_616,,,Randstad USA,fullcontact_616,,,,,,,,Amsterdam,Netherlands,1960-01-01,fullcontact_616,,,Randstad USA
fullcontact_617,fullcontact_617,fullcontact,,,,,,,,,Fort Worth,United States,,fullcontact_617,,,Ranger Resources,fullcontact_617,,,,,,,,Fort Worth,United States,,fullcontact_617,,,Ranger Resources
fullcontact_618,fullcontact_618,fullcontact,,,,,,,,,Oakland,United States,,fullcontact_618,,,"Raymond James Financial, Inc.",fullcontact_618,,,,,,,,Oakland,United States,,fullcontact_618,,,"Raymond James Financial, Inc."
fullcontact_619,fullcontact_619,fullcontact,,,,,,,,,Waltham,United States,1922-01-01,fullcontact_619,,,Raytheon Company,fullcontact_619,,,,,,,,Waltham,United States,1922-01-01,fullcontact_619,,,Raytheon Company
fullcontact_620,fullcontact_620,fullcontact,,,,,,,,,Urdorf,Switzerland,2010-01-01,fullcontact_620,,,REINWERK Informatik AG,fullcontact_620,,,,,,,,Urdorf,Switzerland,2010-01-01,fullcontact_620,,,REINWERK Informatik AG
fullcontact_621,fullcontact_621,fullcontact,,,,,,,,,Stellenbosch,South Africa,,fullcontact_621,,,Remgro Limited,fullcontact_621,,,,,,,,Stellenbosch,South Africa,,fullcontact_621,,,Remgro Limited
fullcontact_622,fullcontact_622,fullcontact,,,,,,,,,,,,fullcontact_622,,,Guía Repsol,fullcontact_622,,,,,,,,,,,fullcontact_622,,,Guía Repsol
fullcontact_623,fullcontact_623,fullcontact,,,,,,,,,PARIS,France,1967-01-01,fullcontact_623,,,Rexel Group,fullcontact_623,,,,,,,,PARIS,France,1967-01-01,fullcontact_623,,,Rexel Group
fullcontact_624,fullcontact_624,fullcontact,,,,,,,,,Ardmore,United States,,fullcontact_624,,,"Reynolds Transformation Services, Inc.",fullcontact_624,,,,,,,,Ardmore,United States,,fullcontact_624,,,"Reynolds Transformation Services, Inc."
fullcontact_625,fullcontact_625,fullcontact,,,,,,,,,,,1988-01-01,fullcontact_625,,,Richemont,fullcontact_625,,,,,,,,,,1988-01-01,fullcontact_625,,,Richemont
fullcontact_626,fullcontact_626,fullcontact,,,,,,,,,Chuo-ku,Japan,1936-01-01,fullcontact_626,,,リコー / RICOH,fullcontact_626,,,,,,,,Chuo-ku,Japan,1936-01-01,fullcontact_626,,,リコー / RICOH
fullcontact_627,fullcontact_627,fullcontact,,,,,,,,,,,,fullcontact_627,,,Rio Tinto Plc,fullcontact_627,,,,,,,,,,,fullcontact_627,,,Rio Tinto Plc
fullcontact_628,fullcontact_628,fullcontact,,,,,,,,,,,1962-01-01,fullcontact_628,,,Rite Aid Corporation,fullcontact_628,,,,,,,,,,1962-01-01,fullcontact_628,,,Rite Aid Corporation
fullcontact_629,fullcontact_629,fullcontact,,,,,,,,,Wolcott,United States,1919-01-01,fullcontact_629,,Vatsal Shah,"Rockwell Automation, Inc.",fullcontact_629,,,,,,,,Wolcott,United States,1919-01-01,fullcontact_629,,Vatsal Shah,"Rockwell Automation, Inc."
fullcontact_630,fullcontact_630,fullcontact,,,,,,,,,,,1933-01-01,fullcontact_630,,,"Rockwell Collins, Inc.",fullcontact_630,,,,,,,,,,1933-01-01,fullcontact_630,,,"Rockwell Collins, Inc."
fullcontact_631,fullcontact_631,fullcontact,,,,,,,,,,Russia,,fullcontact_631,,,Rosneft,fullcontact_631,,,,,,,,,Russia,,fullcontact_631,,,Rosneft
fullcontact_632,fullcontact_632,fullcontact,,,,,,,,,Dublin,United States,1982-01-01,fullcontact_632,,,Ross Dress for Less,fullcontact_632,,,,,,,,Dublin,United States,1982-01-01,fullcontact_632,,,Ross Dress for Less
fullcontact_634,fullcontact_634,fullcontact,,,,,,,,,Essen,Germany,,fullcontact_634,,,RWE Intelligente Energie,fullcontact_634,,,,,,,,Essen,Germany,,fullcontact_634,,,RWE Intelligente Energie
fullcontact_635,fullcontact_635,fullcontact,,,,,,,,,London,United Kingdom,1895-01-01,fullcontact_635,,,SABMiller PLC,fullcontact_635,,,,,,,,London,United Kingdom,1895-01-01,fullcontact_635,,,SABMiller PLC
fullcontact_636,fullcontact_636,fullcontact,,,,,,,,,,,,fullcontact_636,,,Safeway Inc.,fullcontact_636,,,,,,,,,,,fullcontact_636,,,Safeway Inc.
fullcontact_637,fullcontact_637,fullcontact,,,,,,,,,Stavanger,Norway,1997-01-01,fullcontact_637,,,Safran Software Solutions,fullcontact_637,,,,,,,,Stavanger,Norway,1997-01-01,fullcontact_637,,,Safran Software Solutions
fullcontact_639,fullcontact_639,fullcontact,,,,,,,,,San Francisco,United States,1999-01-01,fullcontact_639,,"['Marc Benioff', 'Parker Harris']",Salesforce,fullcontact_639,,,,,,,,San Francisco,United States,1999-01-01,fullcontact_639,,"['Marc Benioff', 'Parker Harris']",Salesforce
fullcontact_640,fullcontact_640,fullcontact,,,,,,,,,,,,fullcontact_640,,,Salzgitter AG - HR,fullcontact_640,,,,,,,,,,,fullcontact_640,,,Salzgitter AG - HR
fullcontact_641,fullcontact_641,fullcontact,,,,,,,,,,,,fullcontact_641,,,Sampo_plc,fullcontact_641,,,,,,,,,,,fullcontact_641,,,Sampo_plc
fullcontact_645,fullcontact_645,fullcontact,,,,,,,,,,,,fullcontact_645,,,Sanofi,fullcontact_645,,,,,,,,,,,fullcontact_645,,,Sanofi
fullcontact_646,fullcontact_646,fullcontact,,,,,,,,,Madrid,Spain,,fullcontact_646,,,"Santander Consumer Finance, Austria",fullcontact_646,,,,,,,,Madrid,Spain,,fullcontact_646,,,"Santander Consumer Finance, Austria"
fullcontact_647,fullcontact_647,fullcontact,,,,,,,,,Red Deer,Canada,,fullcontact_647,,,Saputo Inc,fullcontact_647,,,,,,,,Red Deer,Canada,,fullcontact_647,,,Saputo Inc
fullcontact_648,fullcontact_648,fullcontact,,,,,,,,,,,1950-01-01,fullcontact_648,,,Sasol,fullcontact_648,,,,,,,,,,1950-01-01,fullcontact_648,,,Sasol
fullcontact_649,fullcontact_649,fullcontact,,,,,,,,,,,,fullcontact_649,,,State Bank of India,fullcontact_649,,,,,,,,,,,fullcontact_649,,,State Bank of India
fullcontact_650,fullcontact_650,fullcontact,,,,,,,,,Stockholm,Sweden,1929-01-01,fullcontact_650,,,Svenska Cellulosa Aktiebolaget (SCA),fullcontact_650,,,,,,,,Stockholm,Sweden,1929-01-01,fullcontact_650,,,Svenska Cellulosa Aktiebolaget (SCA)
fullcontact_651,fullcontact_651,fullcontact,,,,,,,,,,,,fullcontact_651,,,Scana Corporation,fullcontact_651,,,,,,,,,,,fullcontact_651,,,Scana Corporation
fullcontact_653,fullcontact_653,fullcontact,,,,,,,,,"HQ in Paris, France",,1836-01-01,fullcontact_653,,,Schneider Electric,fullcontact_653,,,,,,,,"HQ in Paris, France",,1836-01-01,fullcontact_653,,,Schneider Electric
fullcontact_656,fullcontact_656,fullcontact,,,,,,,,,,,,fullcontact_656,,,"Scripps Networks Interactive, Inc",fullcontact_656,,,,,,,,,,,fullcontact_656,,,"Scripps Networks Interactive, Inc"
fullcontact_657,fullcontact_657,fullcontact,,,,,,,,,,,,fullcontact_657,,,Seadrill,fullcontact_657,,,,,,,,,,,fullcontact_657,,,Seadrill
fullcontact_658,fullcontact_658,fullcontact,,,,,,,,,Uxbridge,United Kingdom,,fullcontact_658,,,Securitas Group,fullcontact_658,,,,,,,,Uxbridge,United Kingdom,,fullcontact_658,,,Securitas Group
fullcontact_659,fullcontact_659,fullcontact,,,,,,,,,Betzdorf,Luxembourg,,fullcontact_659,,,SES Satellites,fullcontact_659,,,,,,,,Betzdorf,Luxembourg,,fullcontact_659,,,SES Satellites
fullcontact_660,fullcontact_660,fullcontact,,,,,,,,,Moscow,Russia,1940-01-01,fullcontact_660,,,Северталь,fullcontact_660,,,,,,,,Moscow,Russia,1940-01-01,fullcontact_660,,,Северталь
fullcontact_661,fullcontact_661,fullcontact,,,,,,,,,Geneva,Switzerland,1878-01-01,fullcontact_661,,,SGS GROUP,fullcontact_661,,,,,,,,Geneva,Switzerland,1878-01-01,fullcontact_661,,,SGS GROUP
fullcontact_664,fullcontact_664,fullcontact,,,,,,,,,Irvine,United States,1961-01-01,fullcontact_664,,,Shimano American Corp.,fullcontact_664,,,,,,,,Irvine,United States,1961-01-01,fullcontact_664,,,Shimano American Corp.
fullcontact_665,fullcontact_665,fullcontact,,,,,,,,,Portland,United States,,fullcontact_665,,,Shimizu America,fullcontact_665,,,,,,,,Portland,United States,,fullcontact_665,,,Shimizu America
fullcontact_666,fullcontact_666,fullcontact,,,,,,,,,Tokyo,Japan,,fullcontact_666,,,"Shinsei Bank, Ltd",fullcontact_666,,,,,,,,Tokyo,Japan,,fullcontact_666,,,"Shinsei Bank, Ltd"
fullcontact_668,fullcontact_668,fullcontact,,,,,,,,,Markham,Canada,1872-01-01,fullcontact_668,,,The Official Shiseido (USA) Page,fullcontact_668,,,,,,,,Markham,Canada,1872-01-01,fullcontact_668,,,The Official Shiseido (USA) Page
fullcontact_669,fullcontact_669,fullcontact,,,,,,,,,,,1979-01-01,fullcontact_669,,,The Shoprite Group of Companies,fullcontact_669,,,,,,,,,,1979-01-01,fullcontact_669,,,The Shoprite Group of Companies
fullcontact_671,fullcontact_671,fullcontact,,,,,,,,,St. Louis,United States,1951-01-01,fullcontact_671,,,Sigma-Aldrich Corporation,fullcontact_671,,,,,,,,St. Louis,United States,1951-01-01,fullcontact_671,,,Sigma-Aldrich Corporation
fullcontact_672,fullcontact_672,fullcontact,,,,,,,,,,,2006-01-01,fullcontact_672,,Bryan Duncan,Signature Bank,fullcontact_672,,,,,,,,,,2006-01-01,fullcontact_672,,Bryan Duncan,Signature Bank
fullcontact_674,fullcontact_674,fullcontact,,,,,,,,,,,,fullcontact_674,,,Silver Wheaton Corp,fullcontact_674,,,,,,,,,,,fullcontact_674,,,Silver Wheaton Corp
fullcontact_675,fullcontact_675,fullcontact,,,,,,,,,,,,fullcontact_675,,,Sime Darby,fullcontact_675,,,,,,,,,,,fullcontact_675,,,Sime Darby
fullcontact_676,fullcontact_676,fullcontact,,,,,,,,,Indianapolis,United States,,fullcontact_676,,,"Simon Property Group, Inc.",fullcontact_676,,,,,,,,Indianapolis,United States,,fullcontact_676,,,"Simon Property Group, Inc."
fullcontact_680,fullcontact_680,fullcontact,,,,,,,,,,,,fullcontact_680,,,Seven Kings Holdings Inc,fullcontact_680,,,,,,,,,,,fullcontact_680,,,Seven Kings Holdings Inc
fullcontact_681,fullcontact_681,fullcontact,,,,,,,,,Seoul,South Korea,,fullcontact_681,,,SK Hynix,fullcontact_681,,,,,,,,Seoul,South Korea,,fullcontact_681,,,SK Hynix
fullcontact_682,fullcontact_682,fullcontact,,,,,,,,,London,United Kingdom,,fullcontact_682,,,Schlumberger Limited,fullcontact_682,,,,,,,,London,United Kingdom,,fullcontact_682,,,Schlumberger Limited
fullcontact_683,fullcontact_683,fullcontact,,,,,,,,,Pasay City,Philippines,1960-01-01,fullcontact_683,,,SM Investments Corporation,fullcontact_683,,,,,,,,Pasay City,Philippines,1960-01-01,fullcontact_683,,,SM Investments Corporation
fullcontact_684,fullcontact_684,fullcontact,,,,,,,,,London,United Kingdom,1856-01-01,fullcontact_684,,,Smith & Nephew Plc,fullcontact_684,,,,,,,,London,United Kingdom,1856-01-01,fullcontact_684,,,Smith & Nephew Plc
fullcontact_685,fullcontact_685,fullcontact,,,,,,,,,,,,fullcontact_685,,,Smiths Group Plc,fullcontact_685,,,,,,,,,,,fullcontact_685,,,Smiths Group Plc
fullcontact_686,fullcontact_686,fullcontact,,,,,,,,,Paris,France,1864-01-01,fullcontact_686,,,Société Générale Et Vous,fullcontact_686,,,,,,,,Paris,France,1864-01-01,fullcontact_686,,,Société Générale Et Vous
fullcontact_687,fullcontact_687,fullcontact,,,,,,,,,,,,fullcontact_687,,,Sodexo,fullcontact_687,,,,,,,,,,,fullcontact_687,,,Sodexo
fullcontact_688,fullcontact_688,fullcontact,,,,,,,,,Tokyo,Japan,,fullcontact_688,,,SoftBank Capital,fullcontact_688,,,,,,,,Tokyo,Japan,,fullcontact_688,,,SoftBank Capital
fullcontact_689,fullcontact_689,fullcontact,,,,,,,,,,,,fullcontact_689,,,Soho,fullcontact_689,,,,,,,,,,,fullcontact_689,,,Soho
fullcontact_690,fullcontact_690,fullcontact,,,,,,,,,Tokyo,Japan,2003-01-01,fullcontact_690,,,Sojitz Corporation,fullcontact_690,,,,,,,,Tokyo,Japan,2003-01-01,fullcontact_690,,,Sojitz Corporation
fullcontact_691,fullcontact_691,fullcontact,,,,,,,,,Brussels,Belgium,,fullcontact_691,,,Solvay Group,fullcontact_691,,,,,,,,Brussels,Belgium,,fullcontact_691,,,Solvay Group
fullcontact_692,fullcontact_692,fullcontact,,,,,,,,,Maia,Portugal,,fullcontact_692,,,Sonaecom,fullcontact_692,,,,,,,,Maia,Portugal,,fullcontact_692,,,Sonaecom
fullcontact_693,fullcontact_693,fullcontact,,,,,,,,,,,,fullcontact_693,,,Sony Corporation of America,fullcontact_693,,,,,,,,,,,fullcontact_693,,,Sony Corporation of America
fullcontact_694,fullcontact_694,fullcontact,,,,,,,,,Atlanta,United States,1912-01-01,fullcontact_694,,,Southern Company,fullcontact_694,,,,,,,,Atlanta,United States,1912-01-01,fullcontact_694,,,Southern Company
fullcontact_697,fullcontact_697,fullcontact,,,,,,,,,New Britain,United States,1843-01-01,fullcontact_697,,,"Stanley Black & Decker, Inc.",fullcontact_697,,,,,,,,New Britain,United States,1843-01-01,fullcontact_697,,,"Stanley Black & Decker, Inc."
fullcontact_699,fullcontact_699,fullcontact,,,,,,,,,Seattle,United States,1971-01-01,fullcontact_699,,,Starbucks Corporation,fullcontact_699,,,,,,,,Seattle,United States,1971-01-01,fullcontact_699,,,Starbucks Corporation
fullcontact_700,fullcontact_700,fullcontact,,,,,,,,,,,,fullcontact_700,,,"STARWOOD PROPERTY TRUST, INC.",fullcontact_700,,,,,,,,,,,fullcontact_700,,,"STARWOOD PROPERTY TRUST, INC."
fullcontact_705,fullcontact_705,fullcontact,,,,,,,,,Kalamazoo,United States,,fullcontact_705,,,Stryker Corporation,fullcontact_705,,,,,,,,Kalamazoo,United States,,fullcontact_705,,,Stryker Corporation
fullcontact_706,fullcontact_706,fullcontact,,,,,,,,,,,,fullcontact_706,,,Subsea 7,fullcontact_706,,,,,,,,,,,fullcontact_706,,,Subsea 7
fullcontact_707,fullcontact_707,fullcontact,,,,,,,,,Raleigh,United States,,fullcontact_707,,,Sumitomo Electric Lightwave,fullcontact_707,,,,,,,,Raleigh,United States,,fullcontact_707,,,Sumitomo Electric Lightwave
fullcontact_708,fullcontact_708,fullcontact,,,,,,,,,Riverdale,United States,,fullcontact_708,,,Super Value Market,fullcontact_708,,,,,,,,Riverdale,United States,,fullcontact_708,,,Super Value Market
fullcontact_711,fullcontact_711,fullcontact,,,,,,,,,,,1998-01-01,fullcontact_711,,,Sicap AG (Swisscom),fullcontact_711,,,,,,,,,,1998-01-01,fullcontact_711,,,Sicap AG (Swisscom)
fullcontact_715,fullcontact_715,fullcontact,,,,,,,,,Houston,United States,,fullcontact_715,,,Sysco Corporation,fullcontact_715,,,,,,,,Houston,United States,,fullcontact_715,,,Sysco Corporation
fullcontact_716,fullcontact_716,fullcontact,,,,,,,,,北市,Taiwan,1997-01-01,fullcontact_716,,,Taiwan Mobile,fullcontact_716,,,,,,,,北市,Taiwan,1997-01-01,fullcontact_716,,,Taiwan Mobile
fullcontact_717,fullcontact_717,fullcontact,,,,,,,,,Calgary,Canada,1992-01-01,fullcontact_717,,,Talisman Energy Inc.,fullcontact_717,,,,,,,,Calgary,Canada,1992-01-01,fullcontact_717,,,Talisman Energy Inc.
fullcontact_718,fullcontact_718,fullcontact,,,,,,,,,Mumbai,,1868-01-01,fullcontact_718,,,Tata Motors,fullcontact_718,,,,,,,,Mumbai,,1868-01-01,fullcontact_718,,,Tata Motors
fullcontact_719,fullcontact_719,fullcontact,,,,,,,,,København C,Denmark,1882-01-01,fullcontact_719,,,TDC as,fullcontact_719,,,,,,,,København C,Denmark,1882-01-01,fullcontact_719,,,TDC as
fullcontact_720,fullcontact_720,fullcontact,,,,,,,,,Lincolnshire,,1954-01-01,fullcontact_720,,,TDK Corporation - Americas,fullcontact_720,,,,,,,,Lincolnshire,,1954-01-01,fullcontact_720,,,TDK Corporation - Americas
fullcontact_721,fullcontact_721,fullcontact,,,,,,,,,Berwyn,United States,2007-01-01,fullcontact_721,,,TE Connectivity,fullcontact_721,,,,,,,,Berwyn,United States,2007-01-01,fullcontact_721,,,TE Connectivity
fullcontact_723,fullcontact_723,fullcontact,,,,,,,,,Vancouver,Canada,,fullcontact_723,,,Teck,fullcontact_723,,,,,,,,Vancouver,Canada,,fullcontact_723,,,Teck
fullcontact_724,fullcontact_724,fullcontact,,,,,,,,,Tokyo,Japan,,fullcontact_724,,,EDUCA.TEL,fullcontact_724,,,,,,,,Tokyo,Japan,,fullcontact_724,,,EDUCA.TEL
fullcontact_726,fullcontact_726,fullcontact,,,,,,,,,Madrid,Spain,,fullcontact_726,,,Telefónica I+D,fullcontact_726,,,,,,,,Madrid,Spain,,fullcontact_726,,,Telefónica I+D
fullcontact_727,fullcontact_727,fullcontact,,,,,,,,,,,1995-01-01,fullcontact_727,,,Deutsche Telekom AG,fullcontact_727,,,,,,,,,,1995-01-01,fullcontact_727,,,Deutsche Telekom AG
fullcontact_728,fullcontact_728,fullcontact,,,,,,,,,Fornebu,Norway,,fullcontact_728,,,Telenor - Internet for all,fullcontact_728,,,,,,,,Fornebu,Norway,,fullcontact_728,,,Telenor - Internet for all
fullcontact_729,fullcontact_729,fullcontact,,,,,,,,,New York,United States,1930-01-01,fullcontact_729,,,Televisa,fullcontact_729,,,,,,,,New York,United States,1930-01-01,fullcontact_729,,,Televisa
fullcontact_730,fullcontact_730,fullcontact,,,,,,,,,Sydney,Australia,2011-01-01,fullcontact_730,,,Telstra 24x7,fullcontact_730,,,,,,,,Sydney,Australia,2011-01-01,fullcontact_730,,,Telstra 24x7
fullcontact_732,fullcontact_732,fullcontact,,,,,,,,,Houston,United States,2002-01-01,fullcontact_732,,,Tenaris,fullcontact_732,,,,,,,,Houston,United States,2002-01-01,fullcontact_732,,,Tenaris
fullcontact_733,fullcontact_733,fullcontact,,,,,,,,,Dallas,United States,,fullcontact_733,,,Tenet Healthcare Corporation,fullcontact_733,,,,,,,,Dallas,United States,,fullcontact_733,,,Tenet Healthcare Corporation
fullcontact_734,fullcontact_734,fullcontact,,,,,,,,,,,1979-01-01,fullcontact_734,,,Teradata International,fullcontact_734,,,,,,,,,,1979-01-01,fullcontact_734,,,Teradata International
fullcontact_735,fullcontact_735,fullcontact,,,,,,,,,Innsbruck,Austria,2005-01-01,fullcontact_735,,,Terna - Zentrum Für Business Software,fullcontact_735,,,,,,,,Innsbruck,Austria,2005-01-01,fullcontact_735,,,Terna - Zentrum Für Business Software
fullcontact_736,fullcontact_736,fullcontact,,,,,,,,,Monterrey,Mexico,2005-01-01,fullcontact_736,,,Ternium En Monterrey,fullcontact_736,,,,,,,,Monterrey,Mexico,2005-01-01,fullcontact_736,,,Ternium En Monterrey
fullcontact_737,fullcontact_737,fullcontact,,,,,,,,,,,1919-01-01,fullcontact_737,,,Tesco,fullcontact_737,,,,,,,,,,1919-01-01,fullcontact_737,,,Tesco
fullcontact_739,fullcontact_739,fullcontact,,,,,,,,,Providence,United States,1923-01-01,fullcontact_739,,,Textron Inc.,fullcontact_739,,,,,,,,Providence,United States,1923-01-01,fullcontact_739,,,Textron Inc.
fullcontact_740,fullcontact_740,fullcontact,,,,,,,,,New York,United States,,fullcontact_740,,,Thales Fund Management LLC,fullcontact_740,,,,,,,,New York,United States,,fullcontact_740,,,Thales Fund Management LLC
fullcontact_741,fullcontact_741,fullcontact,,,,,,,,,,,,fullcontact_741,,,HEINEKEN Company,fullcontact_741,,,,,,,,,,,fullcontact_741,,,HEINEKEN Company
fullcontact_742,fullcontact_742,fullcontact,,,,,,,,,,,,fullcontact_742,,,ThomasCookGroup,fullcontact_742,,,,,,,,,,,fullcontact_742,,,ThomasCookGroup
fullcontact_743,fullcontact_743,fullcontact,,,,,,,,,New York,United States,,fullcontact_743,,,Time Warner Inc.,fullcontact_743,,,,,,,,New York,United States,,fullcontact_743,,,Time Warner Inc.
fullcontact_744,fullcontact_744,fullcontact,,,,,,,,,,,1998-01-01,fullcontact_744,,,Time Warner Cable Business Class,fullcontact_744,,,,,,,,,,1998-01-01,fullcontact_744,,,Time Warner Cable Business Class
fullcontact_746,fullcontact_746,fullcontact,,,,,,,,,,,,fullcontact_746,,,Tokyustyle,fullcontact_746,,,,,,,,,,,fullcontact_746,,,Tokyustyle
fullcontact_747,fullcontact_747,fullcontact,,,,,,,,,Irvine,United States,,fullcontact_747,,,Toshiba America Electronic Components,fullcontact_747,,,,,,,,Irvine,United States,,fullcontact_747,,,Toshiba America Electronic Components
fullcontact_748,fullcontact_748,fullcontact,,,,,,,,,Minato-ku,Japan,1935-01-01,fullcontact_748,,,Tosoh Corporation,fullcontact_748,,,,,,,,Minato-ku,Japan,1935-01-01,fullcontact_748,,,Tosoh Corporation
fullcontact_750,fullcontact_750,fullcontact,,,,,,,,,São Paulo,Brazil,1828-01-01,fullcontact_750,,,Towers Watson Consultoria Ltda.,fullcontact_750,,,,,,,,São Paulo,Brazil,1828-01-01,fullcontact_750,,,Towers Watson Consultoria Ltda.
fullcontact_751,fullcontact_751,fullcontact,,,,,,,,,Kentucky,Australia,,fullcontact_751,,,Toyota Boshoku America,fullcontact_751,,,,,,,,Kentucky,Australia,,fullcontact_751,,,Toyota Boshoku America
fullcontact_752,fullcontact_752,fullcontact,,,,,,,,,Karachi,Pakistan,1936-01-01,fullcontact_752,,,Toyota Tsusho Pakistan (TTC),fullcontact_752,,,,,,,,Karachi,Pakistan,1936-01-01,fullcontact_752,,,Toyota Tsusho Pakistan (TTC)
fullcontact_756,fullcontact_756,fullcontact,,,,,,,,,Baltimore,United States,1937-01-01,fullcontact_756,,,T. Rowe Price,fullcontact_756,,,,,,,,Baltimore,United States,1937-01-01,fullcontact_756,,,T. Rowe Price
fullcontact_757,fullcontact_757,fullcontact,,,,,,,,,Hanover,Germany,1953-01-01,fullcontact_757,,,TUI Spain,fullcontact_757,,,,,,,,Hanover,Germany,1953-01-01,fullcontact_757,,,TUI Spain
