label,pair,score,bucket,rule,geo_m,sim_name,sim_cat,id_a,id_b,kaggle380k_id_a,yelp_id_b,source_a,source_b,name_a,name_b,name_norm_a,name_norm_b,address_line1_a,address_line1_b,street_a,street_b,house_number_a,house_number_b,city_a,city_b,state_a,state_b,postal_code_a,postal_code_b,latitude_a,latitude_b,longitude_a,longitude_b,categories_a,categories_b,phone_e164_a,phone_e164_b,phone_raw_a,phone_raw_b
,df1_vs_df3,0.047058823529411764,low,phone,1865367.0,0.11764705882352941,0.0,kaggle380k-292048,yelp-77362,,,kaggle_380k,yelp,Shorehouse Kitchen Carlsbad,Polanco,shorehouse kitchen carlsbad,polanco,,,State St,Throckmorton St,2833,570,Carlsbad,Fort Worth,CA,TX,92008,76102,33.1609822,32.75322497191741,-117.3501489,-97.3326587,['Restaurant'],['mexican'],+17607203300,+18177203300,,
,df1_vs_df3,0.432554447234342,low,geo,68.6,0.15,0.0,kaggle380k-376875,yelp-77916,,,kaggle_380k,yelp,Guapo's Taqueria & Charcoal Chicken,Chili's,guapo s taqueria charcoal chicken,chili s,,,Gideon Dr,Gideon Dr,14418,14432,Woodbridge,Woodbridge,VA,VA,22192,22192,38.6401378,38.63983,-77.2967853,-77.29747,['Restaurant'],['nan'],,,,
,df1_vs_df3,0.47223065540593717,low,addr_zip_or_citystate,82.6,0.2631578947368421,0.0,kaggle380k-134446,yelp-49305,,,kaggle_380k,yelp,Chez Philippe,Peabody Deli and Desserts,chez philippe,peabody deli and desserts,,,,,,,Memphis,Memphis,TN,TN,38103,38103,35.1426413,35.1418991088867,-90.0519846,-90.0520172119141,['French restaurant' 'Restaurant'],['nan'],,,,
,df1_vs_df3,0.5187395336827417,low,addr_zip_or_citystate,56.1,0.35294117647058826,0.0,kaggle380k-309512,yelp-79093,,,kaggle_380k,yelp,La Jolla Groves,Rodizio Grill - Provo,la jolla groves,rodizio grill provo,,,,,,,Provo,Provo,UT,UT,84604,84604,40.2992077,40.29907,-111.6580963,-111.65746,"['New American restaurant' 'Family restaurant' 'Fine dining restaurant'
 'Restaurant' 'Steak house']",['nan'],,,,
,df1_vs_df3,0.09142857142857143,low,phone,474818.0,0.22857142857142856,0.0,kaggle380k-097898,yelp-83681,,,kaggle_380k,yelp,Rotary Club of Los Alamos,Bombshells,rotary club of los alamos,bombshells,,,Deacon St,TX-327 Spur,1793,6415,Los Alamos,Lubbock,NM,TX,87544,79424,35.8801451,33.53775826501696,-106.3007197,-101.95646495431085,['Club'],['nan'],+12025551212,+18005551212,,
,df1_vs_df3,0.5872773777111041,low,geo,85.0,0.5531914893617021,0.0,kaggle380k-268336,yelp-24384,,,kaggle_380k,yelp,Xinhuoban Restaurant,Shun Won Chinese Restaurant,xinhuoban restaurant,shun won chinese restaurant,,,Kissena Blvd,Main St,41-19,41-27,Queens,Flushing,NY,NY,11355,11355,40.7582615,40.7575194,-73.8286011,-73.8288431,['Chinese restaurant'],['bbq'],,,,
,df1_vs_df3,0.10810810810810811,low,phone,1667372.1,0.2702702702702703,0.0,kaggle380k-023195,yelp-72477,,,kaggle_380k,yelp,HomeSlice Pizza,BOTAN Ramen n’ Teriyaki,homeslice pizza,botan ramen n teriyaki,,,E College Dr,N Broadway,441,902,Durango,Everett,CO,WA,81301,98201,37.269344,48.005529,-107.876776,-122.198494,['Pizza restaurant' 'Bar' 'Pizza delivery'],['nan'],+19702595551,+14252595551,,
,df1_vs_df3,0.47047255273590033,low,geo,59.1,0.23529411764705882,0.0,kaggle380k-161892,yelp-36443,,,kaggle_380k,yelp,Sunny Han's Wok & Grill,The Local Cow,sunny han s wok grill,the local cow,,,N Main Ave,N Main Ave,305,336,Gresham,Gresham,OR,OR,97030,97030,45.4998636,45.50018,-122.4312595,-122.43065,['Chinese restaurant'],['burgers'],,,,
,df1_vs_df3,0.06666666666666667,low,phone,1422793.7,0.16666666666666666,0.0,kaggle380k-269784,yelp-33738,,,kaggle_380k,yelp,Wendy's,Filfillah Mediterranean Grill,wendy s,filfillah mediterranean grill,,,US-40,Central Ave NE,1120,4301,Vernal,Columbia Heights,UT,MN,84078,55421,40.4512416,45.046606437486176,-109.5498531,-93.24674425147026,['Fast food restaurant' 'Hamburger restaurant' 'Restaurant'],['mediterranean'],+14357812222,+17637812222,,
,df1_vs_df3,0.44347523689333096,low,geo,65.2,0.17391304347826086,0.0,kaggle380k-124038,yelp-09272,,,kaggle_380k,yelp,Campania Coal-Fired Pizza,Yemen Cafe & Restaurant,campania coal fired pizza,yemen cafe restaurant,,,Hylan Blvd,Hylan Blvd,1801,1816,Staten Island,Staten Island,NY,NY,10305,10305,40.5852436,40.58466431765247,-74.0937593,-74.09363783294532,['Pizza restaurant'],['cafe'],,,,
,df1_vs_df3,0.4695799691741391,low,geo,92.7,0.26666666666666666,0.0,kaggle380k-230351,yelp-41767,,,kaggle_380k,yelp,Native Plate,Kin D Thai Kitchen,native plate,kin d thai kitchen,,,E Main St,E Cary St,1203,1218,Richmond,Richmond,VA,VA,23219,23219,37.5364547,37.535620920226926,-77.4337861,-77.4337757,['Restaurant'],['thai'],,,,
,df1_vs_df3,0.43985235134748524,low,geo,54.2,0.15384615384615385,0.0,kaggle380k-083095,yelp-38079,,,kaggle_380k,yelp,smashed - Burgers & Cocktails,Vieni Ristobar,smashed burgers cocktails,vieni ristobar,,,S Main St,S Main St,242,242,Holly Springs,Holly Springs,NC,NC,27540,27540,35.6487321,35.64921,-78.8338311,-78.83395,['American restaurant'],['italian'],,,,
,df1_vs_df3,0.15384615384615385,low,phone,88020.9,0.38461538461538464,0.0,kaggle380k-212358,yelp-62022,,,kaggle_380k,yelp,Farmer Boys,Mendocino Farms,farmer boys,mendocino farms,,,Slover Ave,Admiralty Way,14522,4724,Fontana,Marina Del Rey,CA,CA,92337,90292,34.0633173,33.978883,-117.4882472,-118.437869,"['Fast food restaurant' 'American restaurant' 'Breakfast restaurant'
 'Hamburger restaurant']",['sandwiches'],+19098222300,+13108222300,,
,df1_vs_df3,0.45504865243679016,low,addr_zip_or_citystate,55.9,0.1935483870967742,0.0,kaggle380k-358454,yelp-01287,,,kaggle_380k,yelp,Chinook's At Salmon Bay,Bay Cafe,chinook s at salmon bay,bay cafe,,,,,,,Seattle,Seattle,WA,WA,98119,98119,47.6556432,47.65551897262105,-122.3811209,-122.38039734292836,['Seafood restaurant' 'Bar'],['breakfast'],,,,
,df1_vs_df3,0.1032258064516129,low,phone,3203968.8,0.25806451612903225,0.0,kaggle380k-341984,yelp-54747,,,kaggle_380k,yelp,Frostys Bar & Family Pizza Big Man's Burrito Stand,Al's Thai Food,frostys bar family pizza big man s burrito stand,al s thai food,,,Delaware Ave,North Marine Dr,252,330,Put-In-Bay,Portland,OH,OR,43456,97217,41.6527196,45.601821930752045,-82.8180313,-122.669982858849,['Pizza restaurant' 'Bar' 'Breakfast restaurant' 'Burrito restaurant'],['thai'],+14192853278,+15032853278,,
,df1_vs_df3,0.4606594260407407,low,geo,79.1,0.23076923076923078,0.0,kaggle380k-037422,yelp-33538,,,kaggle_380k,yelp,Chez Vincent,Pepe's Cantina,chez vincent,pepe s cantina,,,W New England Ave,W New England Ave,533,433,Winter Park,Winter Park,FL,FL,32789,32789,28.5960045,28.59613,-81.3564377,-81.35564,['French restaurant'],['mexican'],,,,
,df1_vs_df3,0.12972972972972974,low,phone,2843687.9,0.32432432432432434,0.0,kaggle380k-306868,yelp-26998,,,kaggle_380k,yelp,In-N-Out Burger,Lou Malnati's Pizzeria,in n out burger,lou malnati s pizzeria,,,Los Angeles Ave,S State St,856,805,Moorpark,Chicago,CA,IL,93021,60605,34.2802008,41.871566,-118.8654605,-87.627275,"['Hamburger restaurant' 'American restaurant' 'Diner'
 'Fast food restaurant' 'Lunch restaurant' 'Restaurant']",['italian' 'pizza'],+18007861000,+13127861000,,
,df1_vs_df3,0.5165307657410083,low,geo,79.0,0.37037037037037035,0.0,kaggle380k-188123,yelp-28482,,,kaggle_380k,yelp,Paper Rice,Pearl Thai Eatery,paper rice,pearl thai eatery,,,Union St,E Holly St,20,34,Pasadena,Pasadena,CA,CA,91103,91103,34.1466874,34.14738,-118.1498734,-118.14968,['Vietnamese restaurant'],['thai'],,,,
,df1_vs_df3,0.44535951511604904,low,addr_zip_or_citystate,71.8,0.18518518518518517,0.0,kaggle380k-359448,yelp-97260,,,kaggle_380k,yelp,Razzoo's Cajun Cafe,The Heights Pizzeria and Drafthouse,razzoo s cajun cafe,the heights pizzeria and drafthouse,,,,,,,Harker Heights,Harker Heights,TX,TX,76548,76548,31.0727775,31.07217388424109,-97.6657992,-97.66606654478866,['Cajun restaurant'],['pizza'],,,,
,df1_vs_df3,0.5965179271780955,low,addr_zip_or_citystate,60.4,0.5517241379310345,0.0,kaggle380k-146305,yelp-93408,,,kaggle_380k,yelp,Table 13 Restaurant & Whiskey Bar,The Grand Restaurant & Lounge,table 13 restaurant whiskey bar,the grand restaurant lounge,,,,,,,Spokane,Spokane Falls,WA,WA,99201,99201,47.6595292,47.65961,-117.4178279,-117.41703,['Restaurant' 'Bar' 'Wine bar'],['nan'],,,,
,df1_vs_df3,0.48686159430459375,low,geo,53.1,0.2702702702702703,0.0,kaggle380k-062070,yelp-59962,,,kaggle_380k,yelp,Doris Metropolitan New Orleans,Tableau,doris metropolitan new orleans,tableau,,,Chartres St,St Peter St,620,616,New Orleans,New Orleans,LA,LA,70130,70116,29.957013,29.957464,-90.0640163,-90.064198,['Steak house' 'Restaurant'],['seafood'],,,,
,df1_vs_df3,0.4714337844528629,low,geo,71.4,0.25,0.0,kaggle380k-274924,yelp-06622,,,kaggle_380k,yelp,Le Pain Quotidien,Trattoria Amici,le pain quotidien,trattoria amici,,,Americana Way,Americana Way,730,783,Glendale,Glendale,CA,CA,91210,91210,34.1440477,34.14372874271178,-118.2556638,-118.2563373563671,['Restaurant' 'Bakery'],['italian'],,,,
,df1_vs_df3,0.13793103448275865,low,phone,676246.4,0.3448275862068966,0.0,kaggle380k-328508,yelp-77963,,,kaggle_380k,yelp,Sara's Place By Gavi's Restaurant,Sai Gai Traditional Japanese Steak House and Sushi Bar,sara s place by gavi s restaurant,sai gai traditional japanese steak house and sushi bar,,,Chagrin River Rd,Granby St,1501,7521,Gates Mills,Norfolk,OH,VA,44040,23505,41.5197721,36.9139595031738,-81.4042965,-76.2733840942383,"['Italian restaurant' 'American restaurant' 'Gluten-free restaurant'
 'Health food restaurant' 'Lounge' 'Pizza restaurant' 'Restaurant'
 'Vegan restaurant' 'Vegetarian restaurant']",['japanese'],+14404231000,+17574231000,,
,df1_vs_df3,0.12075471698113208,low,phone,1017540.6,0.3018867924528302,0.0,kaggle380k-120351,yelp-38945,,,kaggle_380k,yelp,Little Italy Pizzeria,Alpaca Peruvian Charcoal Chicken,little italy pizzeria,alpaca peruvian charcoal chicken,,,State St,Capital Blvd,900,4614,Ogdensburg,Raleigh,NY,NC,13669,27604,44.6912564,35.84783613261761,-75.4868579,-78.579775043555,['Italian restaurant' 'Pizza restaurant'],['nan'],+13157130000,+19197130000,,
,df1_vs_df3,0.5313088071360328,low,addr_zip_or_citystate,71.7,0.4,0.0,kaggle380k-104194,yelp-65753,,,kaggle_380k,yelp,Alfredo's Pizza Villa,bartaco - Chapel Hill,alfredo s pizza villa,bartaco chapel hill,,,,,,,Chapel Hill,Chapel Hill,NC,NC,27514,27514,35.9284179,35.92799129769915,-79.0274505,-79.02804803775548,['Pizza restaurant' 'Meal delivery'],['nan'],,,,
,df1_vs_df3,0.09696969696969698,low,phone,875932.7,0.24242424242424243,0.0,kaggle380k-104690,yelp-59264,,,kaggle_380k,yelp,1330 on the River,BarCa Restaurant,1330 on the river,barca restaurant,,,Old River Rd,Columbia St,1330,85,Cleveland,Fall River,OH,MA,44113,02721,41.497843,41.6994153738192,-81.702532,-71.1654488103116,['Restaurant'],['nan'],+12166750002,+15086750002,,
,df1_vs_df3,0.1641025641025641,low,phone,943783.3,0.41025641025641024,0.0,kaggle380k-225350,yelp-27681,,,kaggle_380k,yelp,Sultan Mediterranean Grill,Bangkok Grill,sultan mediterranean grill,bangkok grill,,,N Main St,Hawthorne Blvd,574,12920,Moab,Hawthorne,UT,CA,84532,90250,38.581839,33.915,-109.551778,-118.35201,['Mediterranean restaurant' 'Restaurant' 'Vegan restaurant'],['thai'],+14353550700,+13103550700,,
,df1_vs_df3,0.4288240565064957,low,geo,65.9,0.13793103448275862,0.0,kaggle380k-189319,yelp-59554,,,kaggle_380k,yelp,Famous Lao Papaya,Leung Noodle,famous lao papaya,leung noodle,,,Silver Creek Rd,Silver Creek Rd,3005,3005,San Jose,San Jose,CA,CA,95121,95121,37.3088114,37.30874353274908,-121.8142769,-121.81353701537134,['Laotian restaurant' 'Cambodian restaurant' 'Thai restaurant'],['chinese'],,,,
,df1_vs_df3,0.13617021276595745,low,phone,2180223.8,0.3404255319148936,0.0,kaggle380k-068187,yelp-50688,,,kaggle_380k,yelp,Bostonia Public House,Old Gentilly Spicy Kitchen,bostonia public house,old gentilly spicy kitchen,,,State St,Old Gentilly Rd,131,4060,Boston,New Orleans,MA,LA,02109,70126,42.3591358,30.0023456,-71.05441,-90.04196309999999,"['New England restaurant' 'Bar' 'Brunch restaurant' 'Event venue'
 'Function room facility' 'Live music venue' 'Takeout restaurant'
 'Restaurant' 'Wedding venue' 'Wine bar']",['nan'],+16179489800,+15049489800,,
,df1_vs_df3,0.4864370164190208,low,geo,69.6,0.2857142857142857,0.0,kaggle380k-039588,yelp-32397,,,kaggle_380k,yelp,Blazin Steaks,Noods Ramen Bar,blazin steaks,noods ramen bar,,,Kaneohe Bay Dr,Kamehameha Hwy,45-480,46-056,Kaneohe,Kaneohe,HI,HI,96744,96744,21.4203489,21.4197703384265,-157.8054391,-157.8051819741335,['Steak house'],['nan'],,,,
,df1_vs_df3,0.3759036144578314,low,phone,23838.2,0.9397590361445783,0.0,kaggle380k-078060,yelp-93567,,,kaggle_380k,yelp,Macarenaâ€™s Delicious Mexican Dishes and Bar,Macarena’s Delicious Mexican Dishes & Bar,macarenaâ s delicious mexican dishes and bar,macarena s delicious mexican dishes bar,,,W Illinois Ave,E 8th St,4411,2338,Midland,Odessa,TX,TX,79703,79761,31.9871759,31.862253457620277,-102.133953,-102.33922562165192,['Mexican restaurant'],['mexican'],+14322471509,+14322471509,,
,df1_vs_df3,0.46739279931985545,low,addr_zip_or_citystate,144.0,0.3125,0.0,kaggle380k-372359,yelp-32346,,,kaggle_380k,yelp,Panda Express,East Side Bar & Grill,panda express,east side bar grill,,,,,,,Kaneohe,Kaneohe,HI,HI,96744,96744,21.4222314,21.4209381,-157.8034249,-157.8033499,['Chinese restaurant' 'Asian restaurant' 'Restaurant'],['nan'],,,,
,df1_vs_df3,0.46010152590276043,low,geo,54.9,0.20512820512820512,0.0,kaggle380k-017274,yelp-52066,,,kaggle_380k,yelp,Sauced BBQ & Spirits - Sacramento,Tipsy Putt,sauced bbq spirits sacramento,tipsy putt,,,7th St,K St,1028,630,Sacramento,Sacramento,CA,CA,95814,95814,38.5804801,38.580042,-121.4981034,-121.498394,['Barbecue restaurant' 'Bar'],['mexican'],,,,
,df1_vs_df3,0.4081947756615978,low,geo,74.8,0.09523809523809523,0.0,kaggle380k-289407,yelp-73582,,,kaggle_380k,yelp,Saltine,Benny Damato's,saltine,benny damato s,,,E Main St,Granby St,100,131,Norfolk,Norfolk,VA,VA,23510,23510,36.8465694,36.847241,-76.29205,-76.292013,"['Seafood restaurant' 'Fine dining restaurant' 'Oyster bar restaurant'
 'Restaurant']",['italian' 'pizza'],,,,
,df1_vs_df3,0.25,low,phone,3687324.9,0.625,0.0,kaggle380k-088825,yelp-77481,,,kaggle_380k,yelp,Little Caesars Pizza,Mike's Pizza,little caesars pizza,mike s pizza,,,W Williams Ave,Hampton Blvd,610,8218,Fallon,Norfolk,NV,VA,89406,23505,39.475169,36.92821,-118.784414,-76.31722,"['Pizza restaurant' 'Fast food restaurant' 'Pizza delivery'
 'Pizza takeaway']",['greek' 'pizza'],+17754232000,+17574232000,,
,df1_vs_df3,0.499962497616628,low,geo,70.1,0.32,0.0,kaggle380k-033215,yelp-33525,,,kaggle_380k,yelp,Orlando Milkhouse,Stasio's,orlando milkhouse,stasio s,,,N Bumby Ave,N Bumby Ave,203,210,Orlando,Orlando,FL,FL,32803,32803,28.5452089,28.54549,-81.3515677,-81.35221,['American restaurant'],['italian'],,,,
,df1_vs_df3,0.4120316452933005,low,geo,75.2,0.10526315789473684,0.0,kaggle380k-294617,yelp-90946,,,kaggle_380k,yelp,Pok-e-Jo's,Misusushi,pok e jo s,misusushi,,,N Austin Ave,N Austin Ave,610,600,Georgetown,Georgetown,TX,TX,78626,78626,30.6471635,30.64664,-97.6793374,-97.67884,['Barbecue restaurant' 'Bar'],['chinese' 'japanese'],,,,
,df1_vs_df3,0.05714285714285714,low,phone,1860533.5,0.14285714285714285,0.0,kaggle380k-149741,yelp-09561,,,kaggle_380k,yelp,New China Restaurant,Joy Luck,new china restaurant,joy luck,,,Winchester Ave,E Main St,203,402,Martinsburg,Grand Prairie,WV,TX,25401,75050,39.4571767,32.7460861206055,-77.9706318,-96.9996185302734,['Chinese restaurant' 'Delivery service' 'Meal delivery'],['chinese'],+13042628188,+19722628188,,
,df1_vs_df3,0.07058823529411766,low,phone,391553.0,0.17647058823529413,0.0,kaggle380k-052575,yelp-57833,,,kaggle_380k,yelp,The Continental Nashville,Five Guys,the continental nashville,five guys,,,,N Illinois St,,6570,Nashville,Fairview Heights,TN,IL,37203,62208,36.1582821,38.5953024,-86.7849209,-89.9842987,"['Fine dining restaurant' 'American restaurant' 'Event venue' 'Brasserie'
 'Steak house']",['burgers'],+16156223225,+16186223225,,
,df1_vs_df3,0.044444444444444446,low,phone,2929505.2,0.1111111111111111,0.0,kaggle380k-133913,yelp-98166,,,kaggle_380k,yelp,Buffalo Wild Wings,Jersey Mike's Subs,buffalo wild wings,jersey mike s subs,,,Miles Way,SE 270th Pl,105,17309,Lufkin,Covington,TX,WA,75901,98042,31.3125677,47.35907971178237,-94.7150219,-122.11056345573392,"['Chicken wings restaurant' 'American restaurant' 'Bar & grill'
 'Takeout restaurant' 'Restaurant' 'Sports bar']",['sandwiches'],+19366393700,+12536393700,,
,df1_vs_df3,0.07111111111111111,low,phone,2147434.5,0.17777777777777778,0.0,kaggle380k-003276,yelp-52601,,,kaggle_380k,yelp,Cape Fox Lodge,Golden House Chinese Restaurant,cape fox lodge,golden house chinese restaurant,,,Venetia Ave,Santa Teresa Blvd,800,7108,Ketchikan,San Jose,AK,CA,99901,95139,55.3427993,37.2267265561733,-131.6411504,-121.773450681198,['Hotel' 'Convention center' 'Resort hotel' 'Restaurant'],['chinese'],+19072258001,+14082258001,,
,df1_vs_df3,0.08000000000000002,low,phone,555344.6,0.2,0.0,kaggle380k-316755,yelp-81634,,,kaggle_380k,yelp,Burger King,Taco Bell,burger king,taco bell,,,Genesee St,Southland Drive,212,11,Oneida,Fairmont,NY,WV,13421,26554,43.0791563,39.431341,-75.6455987,-80.186245,['Restaurant' 'Fast food restaurant'],['mexican'],+13153635620,+13043635620,,
,df1_vs_df3,0.08000000000000002,low,phone,1540042.6,0.2,0.0,kaggle380k-297442,yelp-17369,,,kaggle_380k,yelp,Bar 112,Newk's Eatery,bar 112,newk s eatery,,,S Fifth St,Katy Fwy,1857,9448,Hartsville,Houston,SC,TX,29550,77055,34.3403253,29.785860172707785,-80.0708051,-95.526819465772,['Bar' 'Lounge'],['pizza' 'sandwiches'],+18439170500,+18329170500,,
,df1_vs_df3,0.4968444464081654,low,geo,59.8,0.3018867924528302,0.0,kaggle380k-186507,yelp-16900,,,kaggle_380k,yelp,Red Duck Korean Chinese Street Food,dPlace Steak & Pasta,red duck korean chinese street food,dplace steak pasta,,,W Malvern Ave,W Malvern Ave,1919,1901,Fullerton,Fullerton,CA,CA,92833,92833,33.8782437,33.877725346945915,-117.9627121,-117.9628837,['Restaurant'],['breakfast'],,,,
,df1_vs_df3,0.2153846153846154,low,phone,681876.1,0.5384615384615384,0.0,kaggle380k-215087,yelp-72867,,,kaggle_380k,yelp,Papa Johns Pizza,Viva Pizza,papa johns pizza,viva pizza,,,Brookside Village Way,Upton Dr,466,2227,Gatlinburg,Virginia Beach,TN,VA,37738,23454,35.7158137,36.75526574855793,-83.50231,-76.0075394,['Pizza restaurant'],['italian' 'pizza'],+18654307777,+17574307777,,
,df1_vs_df3,0.477872535123917,low,geo,81.2,0.27586206896551724,0.0,kaggle380k-064797,yelp-56748,,,kaggle_380k,yelp,Annabel Lee Tavern,Pig & Rooster,annabel lee tavern,pig rooster,,,S Clinton St,Foster Ave,601,3242,Baltimore,Baltimore,MD,MD,21224,21224,39.2853718,39.28468,-76.5696986,-76.57,['New American restaurant' 'American restaurant' 'Bar' 'Restaurant'],['pizza'],,,,
,df1_vs_df3,0.38904072812526813,low,geo,81.5,0.05405405405405406,0.0,kaggle380k-229304,yelp-74810,,,kaggle_380k,yelp,Quarry House Tavern,Firepan Korean BBQ,quarry house tavern,firepan korean bbq,,,Georgia Ave,Wayne Ave,8401,962,Silver Spring,Silver Spring,MD,MD,20910,20910,38.9936028,38.99424,-77.0264349,-77.02597,['Pub' 'American restaurant' 'Bar'],['bbq'],,,,
,df1_vs_df3,0.40126570468275385,low,geo,54.0,0.05714285714285714,0.0,kaggle380k-220072,yelp-26160,,,kaggle_380k,yelp,Top Gun Seafood Restaurant,China Box,top gun seafood restaurant,china box,,,SE 38th St,SE 38th St,12450,12402,Bellevue,Bellevue,WA,WA,98006,98006,47.577968,47.57774,-122.1725447,-122.17318,['Chinese restaurant'],['chinese'],,,,
,df1_vs_df3,0.06857142857142857,low,phone,1857084.6,0.17142857142857143,0.0,kaggle380k-225983,yelp-58397,,,kaggle_380k,yelp,Lucky Lou's Bar and Grill,McDonald's,lucky lou s bar and grill,mcdonald s,,,Main St,Hwy E 24,222,16235,Wethersfield,Independence,CT,MO,06109,64056,41.7122813,39.117411,-72.652361,-94.382684,['Restaurant' 'Bar'],['burgers'],+18602570700,+18162570700,,
,df1_vs_df3,0.10909090909090909,low,phone,298093.8,0.2727272727272727,0.0,kaggle380k-260066,yelp-41126,,,kaggle_380k,yelp,China House,Kitchen III,china house,kitchen iii,,,E University Ave,Blue Ridge Blvd,2916,6225,Des Moines,Raytown,IA,MO,50317,64133,41.600987,39.009606,-93.5600791,-94.460765,['Chinese restaurant' 'Meal delivery'],['burgers' 'pizza'],+15152667000,+18162667000,,
,df1_vs_df3,0.08000000000000002,low,phone,2250498.4,0.2,0.0,kaggle380k-099112,yelp-30157,,,kaggle_380k,yelp,Abruzzo Italian Steakhouse,Pala,abruzzo italian steakhouse,pala,,,,N Terminal Rd,,2800,Newark,Houston,NJ,TX,07114,77032,40.695789,29.986878,-74.1778583,-95.350066,['Steak house'],['nan'],+18665083558,+18665083558,,
,df1_vs_df3,0.42633382177783863,low,geo,59.2,0.125,0.0,kaggle380k-368744,yelp-94206,,,kaggle_380k,yelp,Kobe Steak House & Sushi,Chi Lantro,kobe steak house sushi,chi lantro,,,Springtown Way,Springtown Way,210,180,San Marcos,San Marcos,TX,TX,78666,78666,29.8871052,29.887115,-97.9217164,-97.92233,"['Japanese restaurant' 'Japanese steakhouse' 'Restaurant'
 'Sushi restaurant' 'Teppanyaki restaurant']",['bbq'],,,,
,df1_vs_df3,0.4356890104833771,low,addr_zip_or_citystate,53.6,0.14285714285714285,0.0,kaggle380k-219366,yelp-22628,,,kaggle_380k,yelp,Flipt,RC SUPPLY,flipt,rc supply,,,,,,,Des Plaines,Des Plaines,IL,IL,60018,60018,41.9977847,41.99745636111386,-87.8640131,-87.86448855394958,['Hamburger restaurant' 'Grill' 'Restaurant'],['mediterranean' 'seafood'],,,,
,df1_vs_df3,0.09302325581395349,low,phone,1582247.2,0.23255813953488372,0.0,kaggle380k-313752,yelp-80572,,,kaggle_380k,yelp,Emmy's German Restaurant,Akira Ramen & Izakaya,emmy s german restaurant,akira ramen izakaya,,,N 13th St,Rockville Pike,200,1800,Fort Smith,Rockville,AR,MD,72901,20852,35.3846282,39.0597773417242,-94.4171142,-77.1215537580822,['German restaurant'],['nan'],+14792423669,+12402423669,,
,df1_vs_df3,0.5087248224832428,low,geo,81.1,0.35294117647058826,0.0,kaggle380k-079858,yelp-13472,,,kaggle_380k,yelp,Barlata,Chi'Lantro,barlata,chi lantro,,,S Lamar Blvd,S Lamar Blvd,1500,1509,Austin,Austin,TX,TX,78704,78704,30.2523844,30.251914758471187,-97.7644134,-97.76376700997848,['Tapas bar' 'Spanish restaurant'],['bbq'],,,,
,df1_vs_df3,0.47417211325284797,low,addr_zip_or_citystate,100.3,0.2857142857142857,0.0,kaggle380k-204887,yelp-90931,,,kaggle_380k,yelp,Pokeworks,Happy Chicks,pokeworks,happy chicks,,,,,,,Georgetown,Georgetown,TX,TX,78626,78626,30.6491756,30.650077,-97.677483,-97.677517,['Sushi restaurant' 'Hawaiian restaurant' 'Poke bar' 'Salad shop'],['nan'],,,,
,df1_vs_df3,0.4830490856857755,low,geo,50.4,0.25806451612903225,0.0,kaggle380k-145257,yelp-87620,,,kaggle_380k,yelp,Chipotle Mexican Grill,Five Guys,chipotle mexican grill,five guys,,,Queensgate Dr,Queensgate Dr,2673,2671,Richland,Richland,WA,WA,99352,99352,46.2585511,46.2586084333154,-119.3098217,-119.3104725425614,['Mexican restaurant' 'Caterer' 'Fast food restaurant'],['burgers'],,,,
,df1_vs_df3,0.4356766717201738,low,addr_zip_or_citystate,101.3,0.19047619047619047,0.0,kaggle380k-228111,yelp-11080,,,kaggle_380k,yelp,Spicy Charm,Hibiki BBQ,spicy charm,hibiki bbq,,,,,,,San Gabriel,San Gabriel,CA,CA,91776,91776,34.0803922,34.08040265555214,-118.0930573,-118.09195762005024,['Restaurant'],['bbq' 'japanese'],,,,
,df1_vs_df3,0.10434782608695653,low,phone,1237508.1,0.2608695652173913,0.0,kaggle380k-082507,yelp-33433,,,kaggle_380k,yelp,Green Lettuce USA,Judges,green lettuce usa,judges,,,Congaree Rd,3rd St,626,208,Greenville,Des Moines,SC,IA,29607,50309,34.8449964,41.5856698,-82.3240355,-93.6208171,['Mediterranean restaurant' 'Persian restaurant'],['nan'],+18642141355,+15152141355,,
,df1_vs_df3,0.2057142857142857,low,phone,1315537.9,0.5142857142857142,0.0,kaggle380k-044007,yelp-21733,,,kaggle_380k,yelp,Chinese Panda,Rice Bowl Chinese Cafe,chinese panda,rice bowl chinese cafe,,,Keul Rd,Highway 2,208,7592,Dixon,Commerce City,IL,CO,61021,80022,41.8286755,39.83319,-89.4736329,-104.90823,['Chinese restaurant'],['chinese'],+18152882288,+13032882288,,
,df1_vs_df3,0.49308787452944974,low,addr_zip_or_citystate,83.1,0.3157894736842105,0.0,kaggle380k-337582,yelp-16661,,,kaggle_380k,yelp,Delphine,There There,delphine,there there,,,,,,,Los Angeles,Los Angeles,CA,CA,90028,90028,34.1014509,34.10084,-118.3259293,-118.32541,"['Californian restaurant' 'American restaurant' 'Bar' 'Restaurant'
 'Brasserie']",['nan'],,,,
,df1_vs_df3,0.48079689821969573,low,phone,298.0,0.5,0.0,kaggle380k-359246,yelp-55488,,,kaggle_380k,yelp,Su Plus Two Restaurant & Bar,Su Plus Two Fusion Cuisine,su plus two restaurant bar,su plus two fusion cuisine,,,W Greenfield Ave,W Greenfield Ave,7028,7335,West Allis,West Allis,WI,WI,53214,53214,43.0168693,43.01646927642751,-88.0007779,-88.00440233199762,['Restaurant'],['breakfast' 'mexican' 'thai'],+14142661500,+14142661500,,
