id,source,name,name_norm,address_line1,address_line2,street,house_number,city,state,postal_code,country,latitude,longitude,categories,rating,rating_count
uber_eats-03601,uber_eats,Hardee's (1510 Belknap Ave),hardee s 1510 belknap ave,1510 Belknap Street,,Belknap Street,1510,Superior,WI,54880,US,46.72026,-92.10035,"['Sandwich', 'Burgers', 'American', 'Fast Food', 'Chicken', 'Breakfast and Brunch']",,
uber_eats-03602,uber_eats,Mexico Lindo,mexico lindo,600 E Superior St,# 201,E Superior St,600,Duluth,MN,55802,US,46.79224,-92.09073,"['Mexican', 'Latin American', 'New Mexican']",4.7,37.0
uber_eats-03603,uber_eats,Clyde Iron Works,clyde iron works,2920 West Michigan Street,,West Michigan Street,2920,Duluth,MN,55806,US,46.75857,-92.13364,"['Burgers', 'American', 'Sandwiches']",4.5,19.0
uber_eats-03604,uber_eats,Burger King (724 Belknap Street),burger king 724 belknap street,724 Belknap Street,,Belknap Street,724,Superior,WI,54880,US,46.7203517,-92.0883704,"['American', 'burger', 'Fast Food', 'Family Meals']",4.4,11.0
uber_eats-03605,uber_eats,Outback Steakhouse (4255 Haines Rd),outback steakhouse 4255 haines rd,4255 Haines Rd,,Haines Rd,4255,Hermantown,MN,55811,US,46.817927,-92.17528,"['Steak', 'Seafood', 'Burgers', 'American', 'Sandwiches']",4.4,61.0
uber_eats-03606,uber_eats,Dunkin' (3110 Tower Ave),dunkin 3110 tower ave,3110 Tower Ave,,Tower Ave,3110,Superior,WI,54880,US,46.701896,-92.103522,"['Breakfast and Brunch', 'Donuts']",4.0,15.0
uber_eats-03607,uber_eats,Perkins Restaurant &amp; Bakery (103 E 2nd Street),perkins restaurant amp bakery 103 e 2nd street,103 E 2nd Street,,E 2nd Street,103,Superior,WI,54880,US,46.72426,-92.07074,"['Breakfast and Brunch', 'American', 'Dinner', 'Bakery']",4.0,16.0
uber_eats-03608,uber_eats,Five Guys MN-1006 1600 Miller Trunk Hwy,five guys mn 1006 1600 miller trunk hwy,1600 Miller Trunk Highway,,Miller Trunk Highway,1600,Duluth,MN,55811,US,46.8045371,-92.1603875,"['American', 'Burgers', 'Sandwich']",4.7,41.0
uber_eats-03609,uber_eats,Jersey Mikes (905 W Central Entrance),jersey mikes 905 w central entrance,905 W Central Entrance,,W Central Entrance,905,Duluth,MN,55811,US,46.8034738,-92.1501559,"['Sandwich', 'American']",4.7,57.0
uber_eats-03610,uber_eats,Dairy Queen Grill &amp; Chill (3100 Tower Ave),dairy queen grill amp chill 3100 tower ave,3100 Tower Ave,,Tower Ave,3100,Superior,WI,54880,US,46.70247,-92.10387,"['American', 'Fast Food', 'Ice Cream &amp', 'Frozen Yogurt']",4.1,35.0
uber_eats-03611,uber_eats,Panera (2108 Maple Grove Road),panera 2108 maple grove road,2108 Maple Grove Road,,Maple Grove Road,2108,Duluth,MN,55811,US,46.80682,-92.16433,"['Breakfast and Brunch', 'salad', 'Sandwich', 'Healthy', 'American', 'Chicken']",4.8,61.0
uber_eats-03612,uber_eats,Erbert &amp; Gerbert's (1350 W Arrowhead Rd),erbert amp gerbert s 1350 w arrowhead rd,1350 W Arrowhead Rd,,W Arrowhead Rd,1350,Duluth,MN,55811,US,46.82122,-92.09914,"['Healthy', 'Sandwich', 'American', 'Sandwiches']",,
uber_eats-03613,uber_eats,"Noodles &amp; Company (1600 Miller Trunk Hwy, Ste F13B)",noodles amp company 1600 miller trunk hwy ste f13b,1600 Miller Trunk Hwy,Ste F13B,Miller Trunk Hwy,1600,Duluth,MN,55811,US,46.8048416,-92.159532,"['Healthy', 'Pasta', 'Comfort Food', 'American', 'Italian', 'Noodles', 'Family Meals']",4.5,100.0
uber_eats-03614,uber_eats,McDonald's® (2026 TOWER AVE),mcdonald s 2026 tower ave,2026 Tower Ave,,Tower Ave,2026,Superior,WI,54880,US,46.7137424,-92.1033082,"['American', 'Burgers', 'Fast Food']",4.5,30.0
uber_eats-03615,uber_eats,Twisted Tenders (327 S Lake Ave),twisted tenders 327 s lake ave,327 S LAKE AVE,,S LAKE AVE,327,DULUTH,MN,55802,US,46.78341,-92.09611,"['Chicken', 'Wings', 'Sandwiches', 'Comfort Food', 'Family Meals']",3.4,10.0
uber_eats-03616,uber_eats,Wendy's (1720 Miller Trunk Hwy),wendy s 1720 miller trunk hwy,1720 Miller Trunk Hwy,,Miller Trunk Hwy,1720,Duluth,MN,55811,US,46.80699,-92.16307,"['American', 'Burgers', 'Fast Food']",4.3,46.0
uber_eats-03617,uber_eats,Cosmic Wings - Superior,cosmic wings superior,3605 Tower Ave.,,Tower Ave.,3605,Superior,WI,54880,US,46.6965,-92.1043,"['American', 'Bar Food', 'Wings', 'Fast Food', 'Chicken', 'Family Meals', 'Exclusive to Eats', 'Comfort Food']",,
uber_eats-03618,uber_eats,Toppers Pizza (1214 Tower Ave.),toppers pizza 1214 tower ave,1214 Tower Ave,,Tower Ave,1214,Superior,WI,54880,US,46.72372,-92.10377,"['American', 'Italian', 'Pizza']",4.8,40.0
uber_eats-03619,uber_eats,Ride or Die Pizzeria,ride or die pizzeria,1623 Broadway Street,,Broadway Street,1623,Superior,WI,54880,US,46.72675,-92.10132,"['Pizza', 'American', 'Italian']",4.2,11.0
uber_eats-03620,uber_eats,Red Lobster (301 S Lake Avenue),red lobster 301 s lake avenue,301 S Lake Avenue,,S Lake Avenue,301,Duluth,MN,55802,US,46.784051,-92.096702,"['Seafood', 'American', 'Family Meals']",4.2,48.0
uber_eats-03621,uber_eats,Leo's Italian Kitchen (327 Lake Ave. So.),leo s italian kitchen 327 lake ave so,327 Lake Ave.,,Lake Ave.,327,"So., Duluth",MN,55802,US,46.78327,-92.09617,"['Burgers', 'American', 'Sandwiches']",4.7,19.0
uber_eats-03622,uber_eats,Applebee's (Superior),applebee s superior,3605 Tower Ave.,,Tower Ave.,3605,Superior,WI,54880,US,46.6961371,-92.1055844,"['American', 'Bar Food', 'BBQ', 'burger', 'Chicken Strips', 'Comfort Food', 'Dinner', 'pasta', 'salad', 'Sandwich', 'Soup', 'Steak', 'Traditional American', 'wings', 'Family Meals']",4.6,58.0
uber_eats-03623,uber_eats,Buffalo Wild Wings (1307 Miller Trunk Hwy),buffalo wild wings 1307 miller trunk hwy,1307 Miller Trunk Hwy,,Miller Trunk Hwy,1307,Duluth,MN,55811-5605,US,46.8060696,-92.1553044,"['wings', 'Kids Friendly', 'Burgers', 'Family Friendly']",4.4,78.0
uber_eats-03624,uber_eats,Arby's (3821 Tower Avenue),arby s 3821 tower avenue,3821 Tower Avenue,,Tower Avenue,3821,Superior,WI,54880,US,46.69371,-92.1048032,"['American', 'Sandwich', 'Fast Food', 'Kids Friendly']",4.6,21.0
uber_eats-03625,uber_eats,Starbucks (Central Entrance &amp; Anderson Rd),starbucks central entrance amp anderson rd,325 W Central Entrance,,W Central Entrance,325,Duluth,MN,55811,US,46.80087,-92.14245,"['Bakery', 'Breakfast and Brunch', 'Cafe', 'Coffee &amp', 'Tea']",4.8,100.0
uber_eats-03626,uber_eats,Sbarro (1600 Miller Trunk Highway),sbarro 1600 miller trunk highway,1600 Miller Trunk Highway,,Miller Trunk Highway,1600,Duluth,MN,55811,US,46.8028389,-92.1593536,"['Italian', 'pasta', 'pizza']",,
uber_eats-03627,uber_eats,Cold Stone Creamery (1017 W Central Entrance),cold stone creamery 1017 w central entrance,1017 W Central Entrance,,W Central Entrance,1017,Duluth,MN,55811,US,46.8037612,-92.1510041,"['Ice Cream + Frozen Yogurt', 'Desserts', 'Cupcakes']",4.9,19.0
uber_eats-03628,uber_eats,Pure Gold by Qdoba (1020 WOODLAND AVENUE),pure gold by qdoba 1020 woodland avenue,1020 WOODLAND AVENUE,,WOODLAND AVENUE,1020,DULUTH,MN,55803,US,46.81657,-92.078,"['Mexican', 'Latin American', 'New Mexican']",,
uber_eats-03629,uber_eats,Papa Murphy's (2433 Tower Avenue),papa murphy s 2433 tower avenue,2433 Tower Avenue,,Tower Avenue,2433,Superior,WI,54880,US,46.7082938,-92.1045126,"['Pizza', 'Comfort Food', 'Salads', 'Healthy']",,
uber_eats-03630,uber_eats,CVS (2631 TOWER AVENUE),cvs 2631 tower avenue,2631 TOWER AVENUE,,TOWER AVENUE,2631,SUPERIOR,WI,53216,US,46.70659,-92.10421,"['Everyday Essentials', 'Convenience', 'Pharmacy', 'Snacks']",,
uber_eats-03631,uber_eats,Taco Bell (201 North 44th Ave. W),taco bell 201 north 44th ave w,201 North 44th Ave. W,,North 44th Ave. W,201,Duluth,MN,55807,US,46.74711,-92.1559161,"['Burritos', 'Fast Food', 'Mexican']",4.3,64.0
uber_eats-03632,uber_eats,Walgreens (2015 TOWER AVE),walgreens 2015 tower ave,2015 Tower Ave,,Tower Ave,2015,Superior,WI,54880,US,46.71412,-92.10414,"['Pharmacy', 'Convenience', 'Everyday Essentials', 'Baby']",,
uber_eats-03633,uber_eats,Old Chicago 41 (327 S. Lake Ave.),old chicago 41 327 s lake ave,327 S. Lake Ave.,,S. Lake Ave.,327,Duluth,MN,55802,US,46.783078,-92.095961,"['American', 'Wings', 'Pizza']",4.3,75.0
uber_eats-03634,uber_eats,Cold Stone Creamery (349 Canal Park Drive),cold stone creamery 349 canal park drive,349 Canal Park Drive,,Canal Park Drive,349,Duluth,MN,55802,US,46.783011,-92.094595,"['Ice Cream + Frozen Yogurt', 'Desserts', 'Cupcakes']",,
uber_eats-03635,uber_eats,Caribou Coffee (2100 London Road),caribou coffee 2100 london road,2100 London Road,,London Road,2100,Duluth,MN,55812,US,46.804741,-92.067972,"['Cafe', 'Sandwich']",4.8,62.0
uber_eats-03636,uber_eats,Taco Bell (1031 West Central Entrance),taco bell 1031 west central entrance,1031 West Central Entrance,,West Central Entrance,1031,Duluth,MN,55811,US,46.8038784,-92.1516466,"['Burritos', 'Fast Food', 'Mexican']",4.2,81.0
uber_eats-03637,uber_eats,Burger King (210 South 27 Avenue),burger king 210 south 27 avenue,210 South 27 Avenue,,South 27 Avenue,210,Duluth,MN,55806,US,46.7604151,-92.1292557,"['American', 'burger', 'Fast Food', 'Family Meals']",4.1,17.0
uber_eats-03638,uber_eats,Nice Flavor Stir Fry,nice flavor stir fry,2161 Zeier Rd,,Zeier Rd,2161,Madison,WI,53704,US,43.1282206,-89.3011414,"['Asian', 'Chicken', 'Seafood']",,
uber_eats-03639,uber_eats,Sweet Hut,sweet hut,2161 Zeier Rd,,Zeier Rd,2161,Madison,WI,53704,US,43.127943,-89.300854,"['American', 'Bubble Tea', 'Bakery']",4.9,17.0
uber_eats-03640,uber_eats,Starbucks (Prairie Lakes &amp; Grand),starbucks prairie lakes amp grand,2804 Prairie Lakes Drive,,Prairie Lakes Drive,2804,Sun Prairie,WI,53590,US,43.1664529,-89.2698684,"['Bakery', 'Breakfast and Brunch', 'Cafe', 'Coffee &amp', 'Tea']",4.7,59.0
uber_eats-03641,uber_eats,Chicken N' Biscuits by Cracker Barrel (2147 East Springs Drive),chicken n biscuits by cracker barrel 2147 east springs drive,2147 East Springs Drive,,East Springs Drive,2147,Madison,WI,53704,US,43.12957,-89.29344,"['American', 'Comfort Food', 'Fried Chicken', 'Family Meals', 'Sandwich', 'Family Friendly']",,
uber_eats-03642,uber_eats,FREAKING GOOD PIZZA (1219 W Main St),freaking good pizza 1219 w main st,1219 W Main St,,W Main St,1219,Sun Prairie,WI,53590,US,43.17938,-89.23387,"['American', 'Desserts', 'Pizza']",,
uber_eats-03643,uber_eats,Meze Mediterranean Cuisine,meze mediterranean cuisine,503 W Main St,,W Main St,503,Sun Prairie,WI,53590,US,43.1828502,-89.2202382,"['Mediterranean', 'Chicken', 'Seafood']",,
uber_eats-03644,uber_eats,China Star,china star,111 River Pl,,River Pl,111,Monona,WI,53716,US,43.04699,-89.32653,['Chinese'],,
uber_eats-03645,uber_eats,Walgreens (275 Davison Dr),walgreens 275 davison dr,275 Davison Dr,,Davison Dr,275,Sun Prairie,WI,53590,US,43.18691,-89.22891,"['Pharmacy', 'Convenience', 'Everyday Essentials', 'Baby']",,
uber_eats-03646,uber_eats,Noodles &amp; Company (232 State St),noodles amp company 232 state st,232 State St,,State St,232,Madison,WI,53703,US,43.0749221,-89.3894674,"['Healthy', 'Pasta', 'Comfort Food', 'American', 'Italian', 'Noodles', 'Family Meals']",4.8,100.0
uber_eats-03647,uber_eats,Annas Pizzeria,annas pizzeria,1609 West Main Street,,West Main Street,1609,Sun Prairie,WI,53590,US,43.17785,-89.24023,"['Pizza', 'Comfort Food']",,
uber_eats-03648,uber_eats,Pizza Ranch (682 South Grand Ave),pizza ranch 682 south grand ave,682 South Grand Ave,,South Grand Ave,682,Sun Prairie,WI,53590,US,43.170694,-89.2661371,"['Fried Chicken', 'pizza']",,
uber_eats-03649,uber_eats,Marco’s Pizza (800 Windsor Street),marco s pizza 800 windsor street,800 Windsor St,,Windsor St,800,Sun Prairie,WI,53590,US,43.188194,-89.226644,"['pizza', 'Sandwich', 'Salads', 'Healthy']",,
uber_eats-03650,uber_eats,Mel's Melts,mel s melts,2828 Prairie Lakes Drive,,Prairie Lakes Drive,2828,Sun Prairie,WI,53590,US,43.16612,-89.27093,"['Deli', 'Sandwich']",,
uber_eats-03651,uber_eats,Chipotle Mexican Grill (4628 E Washington Ave),chipotle mexican grill 4628 e washington ave,4628 E Washington Ave,,E Washington Ave,4628,Madison,WI,53704,US,43.1305134,-89.3057372,"['Healthy', 'Mexican']",4.3,55.0
uber_eats-03652,uber_eats,Firehouse Subs (390 S. Grand Ave.),firehouse subs 390 s grand ave,390 S Grand Ave,,S Grand Ave,390,Sun Prairie,WI,53590,US,43.172226,-89.265976,"['Sandwich', 'Deli']",4.6,15.0
uber_eats-03653,uber_eats,Toppers Pizza (Madison East),toppers pizza madison east,4128 E Washington Ave,,E Washington Ave,4128,Madison,WI,53704,US,43.125572,-89.31248,['Pizza'],4.5,100.0
uber_eats-03654,uber_eats,Milio's Sandwiches,milio s sandwiches,407 West Main Street,,West Main Street,407,Sun Prairie,WI,53590,US,43.18298,-89.21925,"['Sandwiches', 'American', 'Healthy']",,
uber_eats-03655,uber_eats,Buck &amp; Honey's Sun Prairie,buck amp honey s sun prairie,804 Liberty Boulevard,,Liberty Boulevard,804,Sun Prairie,WI,53590,US,43.19954,-89.22615,"['Burgers', 'American', 'Sandwiches']",4.1,11.0
uber_eats-03656,uber_eats,Chick-fil-A (4212 E Washington Ave),chick fil a 4212 e washington ave,4212 E Washington Ave,,E Washington Ave,4212,Madison,WI,53704,US,43.126161,-89.311951,"['American', 'Fried Chicken', 'Family Meals', 'Southern', 'Sandwich', 'Fast Food']",4.7,100.0
uber_eats-03657,uber_eats,Burrachos Fresh Mexican Grill (Sun Prairie),burrachos fresh mexican grill sun prairie,2691 Windsor Street,,Windsor Street,2691,Sun Prairie,WI,53590,US,43.18673,-89.26693,"['Mexican', 'Latin American', 'New Mexican']",,
uber_eats-03658,uber_eats,Wiscow Pizza and Wings,wiscow pizza and wings,2832 Prairie Lakes Drive,,Prairie Lakes Drive,2832,Sun Prairie,WI,53590,US,43.16661,-89.27099,"['Pizza', 'American', 'Italian']",,
uber_eats-03659,uber_eats,Juicy's Cheesesteaks (1219 W Main St),juicy s cheesesteaks 1219 w main st,1219 W Main St,,W Main St,1219,Sun Prairie,WI,53590,US,43.17938,-89.23387,"['American', 'Sandwiches', 'Comfort Food']",,
uber_eats-03660,uber_eats,Jersey Mike’s Subs (485 S Legacy Way),jersey mike s subs 485 s legacy way,485 S Legacy Way,,S Legacy Way,485,Sun Prairie,WI,53590,US,43.1706124,-89.2703727,"['Sandwich', 'American']",,
uber_eats-03661,uber_eats,Falbo Bros Pizzeria (Sun Prairie),falbo bros pizzeria sun prairie,1219 W Main St,,W Main St,1219,Sun Prairie,WI,53590,US,43.17938,-89.23387,"['Pizza', 'American', 'Italian', 'Wings', 'Sandwich']",,
uber_eats-03662,uber_eats,Firehouse Subs (Emil St),firehouse subs emil st,1403 Emil St,,Emil St,1403,Madison,WI,53713,US,43.0363487,-89.4067414,"['American', 'Sandwich']",4.7,48.0
uber_eats-03663,uber_eats,Five Guys WI-0691 2253 Zeier Rd,five guys wi 0691 2253 zeier rd,2253 Zeier Rd,,Zeier Rd,2253,Madison,WI,53704,US,43.12906,-89.30404,"['American', 'Burgers']",4.4,78.0
uber_eats-03664,uber_eats,MOOYAH Burgers (Sun Prairie),mooyah burgers sun prairie,695 South Grand Avenue,,South Grand Avenue,695,Sun Prairie,WI,53590,US,43.16902,-89.2656008,"['American', 'Burgers']",4.6,60.0
uber_eats-03665,uber_eats,Sonic (2564 Ironwood Drive),sonic 2564 ironwood drive,2564 Ironwood Drive,,Ironwood Drive,2564,Sun Prairie,WI,53590,US,43.1850721,-89.2640215,"['American', 'Fast Food', 'Burgers']",4.0,13.0
uber_eats-03666,uber_eats,"Noodles &amp; Company (2812 Prairie Lake Dr, Ste 107, Bldg F)",noodles amp company 2812 prairie lake dr ste 107 bldg f,2812 Prairie Lake Dr,Ste 107,Prairie Lake Dr,2812,Sun Prairie,WI,53590,US,43.168341,-89.2694203,"['Healthy', 'Pasta', 'Comfort Food', 'American', 'Italian', 'Noodles', 'Family Meals']",4.7,61.0
uber_eats-03667,uber_eats,Cosmic Wings - Towne Blvd,cosmic wings towne blvd,4710 East Towne Boulevard,,East Towne Boulevard,4710,Madison,WI,53704,US,43.13003,-89.30403,"['American', 'Bar Food', 'Wings', 'Fast Food', 'Chicken', 'Family Meals', 'Exclusive to Eats', 'Comfort Food']",,
uber_eats-03668,uber_eats,Cluck,cluck,315 East Linnerud Drive,,East Linnerud Drive,315,Sun Prairie,WI,53590,US,43.18077,-89.21065,"['American', 'Chicken', 'Wings']",,
uber_eats-03669,uber_eats,Wendy's (743 W. Main St.),wendy s 743 w main st,743 W. Main St.,,W. Main St.,743,Sun Prairie,WI,53590,US,43.181681,-89.225785,"['American', 'Burgers', 'Fast Food']",4.2,22.0
uber_eats-03670,uber_eats,McDonald's® (2750 PRAIRIE LAKES DRIVE),mcdonald s 2750 prairie lakes drive,2750 Prairie Lakes Dr,,Prairie Lakes Dr,2750,Sun Prairie,WI,53590,US,43.1665866,-89.2671112,"['American', 'Burgers', 'Fast Food']",4.7,60.0
uber_eats-03671,uber_eats,The Burger Den (1798 Thierer Road),the burger den 1798 thierer road,1798 Thierer Road,,Thierer Road,1798,Madison,WI,53704,US,43.12307,-89.31435,"['American', 'Burgers', 'Comfort Food', 'Vegetarian Friendly', 'Fast Food']",4.5,13.0
uber_eats-03672,uber_eats,KFC (604 Cottage Grove Road),kfc 604 cottage grove road,604 Cottage Grove Road,,Cottage Grove Road,604,Madison,WI,53716,US,43.0841461,-89.3160026,"['American', 'Fast Food', 'wings', 'Family Meals', 'Family Friendly']",4.6,21.0
uber_eats-03673,uber_eats,Nitty Gritty - Sun Prairie,nitty gritty sun prairie,315 E. Linnerud Dr.,,E. Linnerud Dr.,315,Sun Prairie,WI,53590,US,43.1809137,-89.210429,"['Burgers', 'American', 'Sandwiches']",4.6,17.0
uber_eats-03674,uber_eats,"Conviction Chicken and Wings (1487 - East Madison, WI)",conviction chicken and wings 1487 east madison wi,2502 E Springs Dr,,E Springs Dr,2502,Madison,WI,53704,US,43.13107,-89.29861,"['Wings', 'Chicken', 'Fried Chicken']",4.6,25.0
uber_eats-03675,uber_eats,Wendy's (2421 S. Stoughton),wendy s 2421 s stoughton,2421 S. Stoughton,,S. Stoughton,2421,Madison,WI,53718,US,43.062904,-89.308186,"['American', 'Burgers', 'Fast Food']",4.1,34.0
uber_eats-03676,uber_eats,Taco Bell (2005 McCoy Rd),taco bell 2005 mccoy rd,2005 McCoy Rd,,McCoy Rd,2005,Sun Prairie,WI,53590,US,43.17544,-89.247147,"['Burritos', 'Fast Food', 'Mexican']",4.2,23.0
uber_eats-03677,uber_eats,Steak Escape (89 E. Towne Mall),steak escape 89 e towne mall,213 E Towne Mall,,E Towne Mall,213,Madison,WI,53704,US,43.1249372,-89.3048815,['American'],,
uber_eats-03678,uber_eats,Walgreens (546 N Grand Ave),walgreens 546 n grand ave,546 N Grand Ave,,N Grand Ave,546,Sun Prairie,WI,53590,US,43.18559,-89.26529,"['Pharmacy', 'Convenience', 'Everyday Essentials', 'Baby']",,
uber_eats-03679,uber_eats,McDonald's® (Washington &amp; Union),mcdonald s washington amp union,2733 E Washington Ave,,E Washington Ave,2733,Madison,WI,53704,US,43.1020742,-89.3460107,"['American', 'Burgers', 'Fast Food']",4.6,100.0
uber_eats-03680,uber_eats,MOD Pizza (Sun Prairie),mod pizza sun prairie,485 South Legacy Way,,South Legacy Way,485,Sun Prairie,WI,53590,US,43.169824,-89.269785,"['Pizza', 'Desserts', 'Salads', 'American', 'Healthy', 'Vegetarian Friendly', 'Kids Friendly']",4.9,14.0
uber_eats-03681,uber_eats,Burger King (822 Windsor Street),burger king 822 windsor street,822 Windsor Street,,Windsor Street,822,Sun Prairie,WI,53590,US,43.1878937,-89.2271723,"['American', 'burger', 'Fast Food', 'Family Meals']",,
uber_eats-03682,uber_eats,Philly Fresh Cheesesteaks,philly fresh cheesesteaks,2828 Prairie Lakes Drive,,Prairie Lakes Drive,2828,Sun Prairie,WI,53590,US,43.16612,-89.27093,"['Deli', 'Sandwich', 'Salads']",,
uber_eats-03683,uber_eats,Subway (4416 Pflaum Rd),subway 4416 pflaum rd,4416 Pflaum Rd,,Pflaum Rd,4416,Madison,WI,53718,US,43.062587,-89.307691,"['Fast Food', 'Sandwich', 'American']",,
uber_eats-03684,uber_eats,Black Frog Grille,black frog grille,151 Main Street,,Main Street,151,Sullivan,WI,53178,US,43.01277,-88.58803,"['American', 'Burgers', 'Sandwiches']",,
uber_eats-03685,uber_eats,Pourman's Pub &amp; Grill,pourman s pub amp grill,150 Main St,,Main St,150,Sullivan,WI,53178,US,43.01322,-88.5882,"['American', 'Burgers', 'Sandwiches']",,
uber_eats-03686,uber_eats,Subway (2440 W Mason St),subway 2440 w mason st,2440 W Mason St,,W Mason St,2440,Green Bay,WI,54303,US,44.5263164,-88.0914887,"['Fast Food', 'Sandwich', 'American']",,
uber_eats-03687,uber_eats,Subway (1606 Shawano Ave),subway 1606 shawano ave,1606 Shawano Ave.,,Shawano Ave.,1606,Green Bay,WI,54303,US,44.5306551,-88.0612076,"['Fast Food', 'Sandwich', 'American']",4.8,38.0
uber_eats-03688,uber_eats,Poke the bear,poke the bear,304 North Adams Street,,North Adams Street,304,Green Bay,WI,54301,US,44.5158257,-88.0127906,"['Comfort Food', 'American', 'Burgers', 'Allergy Friendly']",,
uber_eats-03689,uber_eats,El Dorado Mexican Restaurant,el dorado mexican restaurant,923 West Mason Street,,West Mason Street,923,Green Bay,WI,54303,US,44.51389,-88.03631,"['Mexican', 'Soup', 'Burritos']",,
uber_eats-03690,uber_eats,Subway (2331 Velp Ave),subway 2331 velp ave,2331 Velp Ave,,Velp Ave,2331,Green Bay,WI,54303,US,44.5614013,-88.0736997,"['Fast Food', 'Sandwich', 'American']",,
uber_eats-03691,uber_eats,The Creamery Downtown,the creamery downtown,114 Pine St,,Pine St,114,Green Bay,WI,54301,US,44.51634,-88.01557,"['Cafe', 'Breakfast and Brunch']",,
uber_eats-03692,uber_eats,Narin's Thai Kitchen,narin s thai kitchen,1981 E Mason St,,E Mason St,1981,Green Bay,WI,54302,US,44.490019,-87.976083,"['Asian', 'Northeastern Thai', 'Comfort Food']",4.8,35.0
uber_eats-03693,uber_eats,LaJava Roasting House,lajava roasting house,430 Cardinal Ln,,Cardinal Ln,430,Howard,WI,54313,US,44.55304,-88.08435,"['Coffee and Tea', 'Breakfast and Brunch', 'Sandwich', 'Exclusive to Eats']",,
uber_eats-03694,uber_eats,Toppers Pizza (2042 East Main Street),toppers pizza 2042 east main street,2042 East Main Street,,East Main Street,2042,Green Bay,WI,54302,US,44.4895232,-87.9742706,['Pizza'],4.4,73.0
uber_eats-03695,uber_eats,Papa Murphy's (2300 Lineville Road Suite 105),papa murphy s 2300 lineville road suite 105,2300 Lineville Road,,Lineville Road,2300,Howard,WI,54313,US,44.5915,-88.07006,"['Pizza', 'American', 'Sandwiches', 'Comfort Food', 'Fast Food', 'Kids Friendly', 'Italian', 'Salads', 'Wings', 'Desserts']",,
uber_eats-03696,uber_eats,Veg-e-licious Burger (803 Klaus Street),veg e licious burger 803 klaus street,803 Klaus Street,,Klaus Street,803,Green Bay,WI,54302,US,44.52432,-87.99842,"['Vegan', 'Vegetarian', 'Burgers']",,
uber_eats-03697,uber_eats,Centro Botanero La Carreta,centro botanero la carreta,1657 Main St,,Main St,1657,Green Bay,WI,54302,US,44.5017041,-87.9822701,"['Mexican', 'New Mexican']",4.9,51.0
uber_eats-03698,uber_eats,Wild Burger (2101 S Oneida St.),wild burger 2101 s oneida st,2101 S Oneida St,,S Oneida St,2101,Ashwaubenon,WI,54304-4616,US,44.49492,-88.06042,['Burgers'],4.1,11.0
uber_eats-03699,uber_eats,Taco John's (2672 Eaton Rd),taco john s 2672 eaton rd,2672 Eaton Rd,,Eaton Rd,2672,Bellevue,WI,54311,US,44.46464,-87.94936,"['Fast Food', 'Mexican', 'Tacos']",,
uber_eats-03700,uber_eats,Marco's Pizza (2598 GLENDALE AVE),marco s pizza 2598 glendale ave,2598 Glendale Ave,,Glendale Ave,2598,Howard,WI,54313,US,44.5658305,-88.0839061,"['pizza', 'Sandwich', 'Comfort Food']",,
uber_eats-03701,uber_eats,Papa Johns (1111 Packerland Road),papa johns 1111 packerland road,1111 Packerland Road,,Packerland Road,1111,Green Bay,WI,54304,US,44.5229986,-88.0988681,"['PIzza', 'Wings', 'Sandwiches']",4.6,39.0
uber_eats-03702,uber_eats,Panera Bread (2370 East Mason St),panera bread 2370 east mason st,2370 East Mason St,,East Mason St,2370,Green Bay,WI,54302,US,44.48704,-87.96395,"['Sandwiches', 'American', 'Healthy', 'Chicken']",4.8,57.0
uber_eats-03703,uber_eats,Thong's Autheintic Thai Restaurant,thong s autheintic thai restaurant,1742 East Mason Street,,East Mason Street,1742,Green Bay,WI,54302,US,44.492264,-87.982704,"['Thai', 'Asian', 'Noodles']",4.7,84.0
uber_eats-03704,uber_eats,Cultivate Taste Tea Salon,cultivate taste tea salon,520 Broadway North 120,,Broadway North 120,520,Green Bay,WI,54303,US,44.52204,-88.01762,"['Vegetarian', 'Women-owned', 'Tea &amp', 'Coffee']",,
uber_eats-03705,uber_eats,Panda House,panda house,2465 Lineville Rd,,Lineville Rd,2465,GREEN BAY,WI,54313,US,44.58957,-88.07994,['Chinese'],,
uber_eats-03706,uber_eats,Sushi Lover,sushi lover,313 North Broadway,,North Broadway,313,Green Bay,WI,54303,US,44.51982,-88.01992,"['Japanese', 'Sushi']",,
uber_eats-03707,uber_eats,Green Tea Memorial Dr,green tea memorial dr,711 North Memorial Drive,,North Memorial Drive,711,Green Bay,WI,54303,US,44.55705,-88.0577,"['Chinese', 'Asian', 'Asian Fusion']",4.7,100.0
uber_eats-03708,uber_eats,Kentro Gyros,kentro gyros,229 N Washington St,,N Washington St,229,Green Bay,WI,54301,US,44.51617,-88.01496,"['Sandwiches', 'Mediterranean', 'Salads', 'Desserts', 'Healthy', 'Family Meals']",,
uber_eats-03709,uber_eats,Josephine's Pizza &amp; Pastaria,josephine s pizza amp pastaria,2560 Glendale Ave,,Glendale Ave,2560,Green Bay,WI,54313,US,44.5654304,-88.0833504,"['Italian', 'Pasta', 'Comfort Food']",4.2,14.0
uber_eats-03710,uber_eats,Jimmy Seas,jimmy seas,1330 Marine St,,Marine St,1330,Allouez,WI,54301,US,44.495765,-88.0222353,['American'],,
