id,title,author,rating,numratings,language,genres,bookformat,edition,page_count,publisher,publish_year,price,isbn_clean
goodreads_32780,Magic City,Jewell Parker Rhodes (Goodreads Author),4.05,176,English,"Historical Fiction, Fiction, Race",Paperback,nan,288,Harper Perennial,1998,3.9100000858306885,0060929073
goodreads_13816,Mischling,Affinity Konar (Goodreads Author),3.84,12667,English,"Historical Fiction, Fiction, Holocaust, World War II, Historical, War, Audiobook, Adult, Adult Fiction, Literary Fiction",Hardcover,nan,344,Lee Boudreaux Books,2016,3.1500000953674316,0316308102
goodreads_44544,Bras & Broomsticks,Sarah Mlynowski (Goodreads Author),3.73,9394,English,"Young Adult, Fantasy, Witches, Magic, Chick Lit, Fiction, Teen, Paranormal, Romance, Supernatural",Paperback,nan,310,Delacorte Press,2006,1.4500000476837158,0385731841
goodreads_24323,"Quadrivium: The Four Classical Liberal Arts of Number, Geometry, Music, & Cosmology","John Martineau, Miranda Lundy, Daud Sutton, Anthony Ashton, Jason Martineau (Goodreads Author)",4.27,819,English,"Science, Nonfiction, Education, Philosophy, Mathematics, Music, Art, Reference, Astrology, Unfinished",Hardcover,nan,415,Walker Books,2010,14.229999542236328,0802778135
goodreads_41859,One Pink Rose,Julie Garwood (Goodreads Author),3.84,5463,English,"Romance, Historical Romance, Historical, Westerns, Historical Fiction, Fiction, Adult, Western Romance, Novella, Short Stories",Mass Market Paperback,nan,150,Pocket Books,1997,3.259999990463257,0671010085
goodreads_51278,The Junction Boys: How 10 Days in Hell with Bear Bryant Forged a Champion Team,"Jim Dent, Gene Stallings (Foreword by)",4.21,1820,English,"Sports, Nonfiction, Football, History, Biography",Paperback,nan,290,St. Martin's Griffin,2000,3.119999885559082,031226755X
goodreads_6346,Blackberry Wine,Joanne Harris (Goodreads Author),3.8,13441,English,"Fiction, Magical Realism, France, Contemporary, Romance, Fantasy, Novels, Chick Lit, Food, Literary Fiction",Paperback,nan,368,William Morrow Paperbacks,2003,4.510000228881836,0380815923
goodreads_11973,The Master,Colm Tóibín,3.83,8840,English,"Fiction, Historical Fiction, Irish Literature, Ireland, Literary Fiction, Historical, Novels, Literature, Contemporary, LGBT",Paperback,nan,339,Scribner,2005,2.5199999809265137,0743250419
goodreads_50713,The White Guard,"Mikhail Bulgakov, Michael Glenny (Translator)",4.04,11422,English,"Fiction, Russia, Classics, Russian Literature, Historical Fiction, War, Literature, Ukraine, 20th Century, Novels",Paperback,nan,304,Vintage Books,2006,3.190000057220459,0099490668
goodreads_19221,Auvreria,Viktoriya Molchanova (Goodreads Author),3.78,18,English,"Fantasy, Young Adult",Paperback,nan,145,Lulu.com,2014,10.300000190734863,1304427951
goodreads_41776,Deceit,Brandilyn Collins (Goodreads Author),3.92,1431,English,"Christian Fiction, Mystery, Christian, Fiction, Suspense, Mystery Thriller, Thriller, Inspirational, Religion, Murder Mystery",Paperback,nan,315,Zondervan,2010,2.9600000381469727,0310276446
goodreads_38451,The Quiche of Death,M.C. Beaton,3.74,22236,English,"Mystery, Fiction, Cozy Mystery, Crime, Audiobook, British Literature, Mystery Thriller, Humor, Adult, Detective",Paperback,nan,246,St. Martin's Paperbacks,2006,5.28000020980835,0312939167
goodreads_29369,Transformation,Carol Berg (Goodreads Author),3.99,6870,English,"Fantasy, Fiction, High Fantasy, Magic, Epic Fantasy, Science Fiction Fantasy, Demons, Epic, Adult, Science Fiction",Mass Market Paperback,nan,439,Roc,2000,1.6399999856948853,0451457951
goodreads_50028,"Star Trek 101: A Practical Guide to Who, What, Where, and Why",Terry J. Erdmann,4.09,53,English,"Star Trek, Science Fiction",Paperback,nan,320,Pocket Books/Star Trek,2008,6.670000076293945,0743497236
goodreads_8768,Snakes and Earrings,"Hitomi Kanehara, David James Karashima (Translator)",3.18,4032,English,"Japan, Fiction, Japanese Literature, Contemporary, Asia, Asian Literature, Novels, Romance, Young Adult, Literature",Paperback,nan,128,Plume,2006,7.639999866485596,0452287316
goodreads_44491,This is Who I Am,Cherise Sinclair (Goodreads Author),4.38,9378,English,"BDSM, Erotica, Romance, Contemporary, Adult, Contemporary Romance, M F Romance, Fiction, Abuse, Suspense",ebook,nan,369,"Loose Id, LLC",2013,,162300148X
goodreads_51187,The Timeliner Trilogy,Richard C. Meredith,4.26,35,English,Science Fiction,Paperback,nan,716,Arrow,1987,2.9000000953674316,009951690X
goodreads_40004,Shattered Sword: The Untold Story of the Battle of Midway,"Jonathan Parshall, Anthony Tully",4.43,2449,English,"History, Military History, World War II, Nonfiction, Military Fiction, War, Naval History, Japan, American History, Historical",Hardcover,nan,612,Potomac Books,2005,27.709999084472656,1574889230
goodreads_17944,Stirring Up Strife,Jennifer Stanley,3.64,830,English,"Mystery, Cozy Mystery, Fiction, Contemporary, Audiobook, Christian Fiction, Suspense, Religion",Paperback,nan,338,Minotaur Books,2009,5.420000076293945,0312376855
goodreads_30744,Under This Unbroken Sky,Shandi Mitchell,4.05,1423,nan,"Historical Fiction, Fiction, Canada, Adult Fiction, Ukraine, Novels, Historical, Canadian Literature, Family, Literary Fiction",Paperback,nan,376,Penguin Canada,2010,5.800000190734863,0143168495
goodreads_8271,Immortal City,Scott Speer,4.01,12944,English,"Angels, Young Adult, Fantasy, Paranormal, Romance, Paranormal Romance, Urban Fantasy, Supernatural, Demons, Mystery",Hardcover,nan,368,Razorbill,2012,3.119999885559082,1595145060
goodreads_49560,Aftermath,Peter Robinson,4.13,7198,English,"Mystery, Crime, Fiction, Mystery Thriller, Thriller, British Literature, Detective, Suspense, Canada, Audiobook",Paperback,nan,501,Pan Books (UK),2002,2.7699999809265137,0330489348
goodreads_5306,As the Crow Flies,Jeffrey Archer,4.11,20410,English,"Fiction, Historical Fiction, Thriller, Mystery, Drama, Historical, Novels, British Literature, Audiobook, Mystery Thriller",Paperback,nan,800,St. Martin's Paperbacks,2004,2.9000000953674316,0312997116
goodreads_29234,Shooting the Moon,Frances O'Roark Dowell (Goodreads Author),3.75,3608,English,"Realistic Fiction, Middle Grade, War, Juvenile, Historical Fiction, Childrens, Military Fiction, Young Adult, Teen, Family",Hardcover,nan,176,Atheneum Books for Young Readers,2008,3.6700000762939453,1416926909
goodreads_18935,Absolutely Unforgivable,Tracy Tegan (Goodreads Author),3.36,307,English,"Contemporary Romance, Romance, New Adult, Amazon, Contemporary, College",Kindle Edition,nan,338,Tracy Tegan,2013,19.440000534057617,1482045443
goodreads_21606,Widnokrąg,Wiesław Myśliwski,4.35,621,Polish,"Polish Literature, Fiction, Poland, Literature",Hardcover,nan,595,MUZA SA,1997,17.90999984741211,8370799345
goodreads_38497,Mrs. Jeffries Pleads Her Case,Emily Brightwell,3.99,622,English,"Mystery, Cozy Mystery, Historical Fiction, Fiction, Historical, British Literature, Historical Mystery, Crime, Victorian, 19th Century",Mass Market Paperback,nan,197,Berkley Prime Crime,2003,4.760000228881836,0425189473
goodreads_8640,The Girls,Lori Lansens (Goodreads Author),3.79,20420,English,"Fiction, Contemporary, Canada, Adult Fiction, Book Club, Adult, Chick Lit, Family, Drama, Coming Of Age",Paperback,nan,368,Back Bay Books,2007,3.6500000953674316,0316066346
goodreads_47912,Second Chance,Katie Kacvinsky (Goodreads Author),4.1,1450,English,"New Adult, Romance, Young Adult, Contemporary, College, Contemporary Romance, Chick Lit, Sports, Fiction, Young Adult Romance",Paperback,nan,238,CreateSpace,2012,11.729999542236328,1480144967
goodreads_29597,Not Even My Name: A True Story,Thea Halo,4.25,1051,English,"Nonfiction, History, Memoir, Biography, Greece, War, Historical, Biography Memoir, Autobiography, The United States Of America",Paperback,nan,352,Picador,2001,7.0,0312277016
goodreads_28087,Ghosts I Have Been,Richard Peck,4.03,2006,English,"Young Adult, Fantasy, Historical Fiction, Fiction, Childrens, Ghosts, Supernatural, Paranormal, Middle Grade, Historical",Paperback,nan,214,Puffin Books,2001,4.920000076293945,0141310960
goodreads_26052,J'ai nom sans bruit,Isabelle Jarry,3.85,40,French,France,Paperback,Collection Folio n° 4427,203,Gallimard Education,2006,4.929999828338623,2070307646
goodreads_2487,The Complete Wreck,"Lemony Snicket (Goodreads Author), Brett Helquist (Illustrations)",4.32,14546,English,"Fiction, Young Adult, Fantasy, Childrens, Mystery, Middle Grade, Adventure, Humor, Novels, Classics",Hardcover,Box Set,3417,HarperCollins,2006,65.83999633789062,0061119067
goodreads_35546,Peaks and Valleys: Making Good And Bad Times Work For You--At Work And In Life,Spencer Johnson,4.01,3244,English,"Self Help, Business, Nonfiction, Personal Development, Psychology, Leadership, Inspirational, Buisness, Philosophy, Management",Hardcover,nan,112,Atria Books,2009,6.139999866485596,1439103259
goodreads_2478,Shanghai Girls,Lisa See (Goodreads Author),3.9,139844,English,"Historical Fiction, Fiction, China, Historical, Asia, Asian Literature, Adult Fiction, Adult, Audiobook, Book Club",Hardcover,nan,309,Random House,2009,3.5799999237060547,1400067111
goodreads_16348,Natural Born Charmer,Susan Elizabeth Phillips (Goodreads Author),4.15,32279,English,"Romance, Contemporary Romance, Contemporary, Chick Lit, Sports, Sports Romance, Fiction, Humor, Adult, Audiobook",Hardcover,nan,400,William Morrow,2007,2.2899999618530273,0060734574
goodreads_16776,Bearers of the Black Staff,Terry Brooks (Goodreads Author),4.04,9548,English,"Fantasy, Fiction, Epic Fantasy, Science Fiction Fantasy, Epic, High Fantasy, Adventure, Magic, Science Fiction, Post Apocalyptic",Hardcover,nan,353,Del Rey,2010,4.179999828338623,0345484177
goodreads_46137,Terayama Shūji gekijō bijutsukan =: The Terayama Shuji theatre-museum,Terayama Henrik,4.33,3,nan,,nan,nan,215,Paruko Entateinmento Jigyōkyoku,2008,45.650001525878906,4891947780
goodreads_30173,Erasure,Percival Everett,4.19,3417,English,"Fiction, African American, Race, Novels, Literature, Humor, Literary Fiction, Contemporary, American, 21st Century",Paperback,Reprint,280,Hyperion,2002,2.1600000858306885,0786888156
goodreads_21796,İyi Düşün Doğru Karar Ver,Doğan Cüceloğlu,3.88,135,Turkish,Psychology,Paperback,edition 10,344,Sistem Yayıncılık,1995,,9757397105
goodreads_49470,The Far Side Gallery,Gary Larson,4.45,23555,English,"Comics, Humor, Graphic Novels, Fiction, Comedy, Comic Strips, Graphic Novels Comics, Cartoon, Comic Book, Childrens",Paperback,nan,192,Andrews McMeel Publishing,1984,4.139999866485596,0836220625
goodreads_1918,The Complete Short Stories of Ernest Hemingway,"Ernest Hemingway, John Hemingway (Foreword), Patrick Hemingway (Foreword), Gregory H. Hemingway (Foreword), Charles Scribner Jr. (Preface)",4.29,33212,English,"Short Stories, Fiction, Classics, Literature, American, 20th Century, Literary Fiction, Classic Literature, Anthologies, Novels",Paperback,The Finca Vigia Edition,650,Scribner,1998,6.139999866485596,0684843323
goodreads_18260,Furchtbar lieb,"Helen Fitzgerald (Goodreads Author), Steffen Jacobs (Übersetzer)",3.5,638,German,"Thriller, Fiction, Crime, Mystery, Mystery Thriller, Roman, Contemporary, Modern, Suspense",Paperback,nan,238,Galiani,2010,2.859999895095825,3869710101
goodreads_47587,The Connected Child: Bring Hope and Healing to Your Adoptive Family,Karyn B. Purvis,4.44,3717,English,"Adoption, Parenting, Nonfiction, Fostering, Family, Social Work, Counselling, Self Help, Psychology, Education",Paperback,nan,264,McGraw-Hill Education,2007,10.649999618530273,0071475001
goodreads_51620,Red Phoenix,"Larry Bond, Patrick Larkin (Goodreads Author)",4.02,13120,English,"Fiction, Thriller, Military Fiction, War, Action, Historical Fiction, Suspense, Adventure, Mystery Thriller, Audiobook",Paperback,nan,736,Grand Central Publishing,1990,3.119999885559082,0446359688
goodreads_33651,"Invincible: Ultimate Collection, Vol. 1","Robert Kirkman, Cory Walker (Illustrator), Ryan Ottley (Illustrator), Terry Stevens (Illustrator), Matt Roberts (Illustrator), Mark Englert (Illustrator), Dave Johnson (Illustrator), Cliff Rathburn (Illustrator), more…",4.27,7800,English,"Comics, Graphic Novels, Superheroes, Comic Book, Graphic Novels Comics, Fiction, Fantasy, Science Fiction, Young Adult, Sequential Art",Hardcover,Invincible Ultimate Collection,400,Image Comics,2008,22.549999237060547,158240500X
goodreads_13605,A Divided Spy,Charles Cumming,3.99,2437,English,"Fiction, Espionage, Thriller, Mystery, Mystery Thriller, Russia, Spy Thriller, Audiobook, Suspense, Novels",Hardcover,nan,432,HarperFiction,2016,1.0099999904632568,0007467516
goodreads_1907,Oblomov,"Ivan Goncharov, Stephen Pearl (Translator), Galya Diment (Introduction)",4.08,29478,English,"Classics, Fiction, Russia, Russian Literature, Literature, 19th Century, Novels, Historical Fiction, Literary Fiction, Roman",Paperback,nan,586,Bunim & Bannigan Ltd,2006,8.279999732971191,1933480092
goodreads_155,How the Grinch Stole Christmas!,Dr. Seuss,4.36,330214,English,"Childrens, Picture Books, Christmas, Classics, Fiction, Poetry, Holiday, Fantasy, Humor, Kids",Hardcover,nan,64,Harper Collins Children's Books,2004,,0007173040
goodreads_29094,Pygmalion and Three Other Plays,"George Bernard Shaw, John A. Bertolini (Introduction)",4.03,17975,English,"Classics, Plays, Drama, Fiction, Literature, Theatre, Irish Literature, British Literature, Criticism, Classic Literature",Paperback,nan,704,Barnes Noble Classics,2004,3.4000000953674316,1593080786
goodreads_17611,The Tale of Mr. Jeremy Fisher,Beatrix Potter,4.16,11152,English,"Childrens, Picture Books, Classics, Fiction, Animals, Fantasy, Juvenile, British Literature, Short Stories, Childrens Classics",Hardcover,nan,57,Penguin Group,2002,1.4600000381469727,0723247765
goodreads_39626,Sherlock Holmes and the Adventure of the Six Napoleons,"Murray Shaw (Illustrations), Sophie Rohrbach (Illustrator), Arthur Conan Doyle",4.04,181,English,"Mystery, Fiction, Classics, Short Stories, Graphic Novels, Crime, Middle Grade, Comics",Paperback,nan,48,Graphic Universe (Tm),2011,7.300000190734863,076137096X
goodreads_1184,Ink Exchange,Melissa Marr (Goodreads Author),3.68,57638,English,"Fantasy, Young Adult, Paranormal, Romance, Urban Fantasy, Fairies, Fae, Fiction, Paranormal Romance, Supernatural",Hardcover,nan,325,HarperTeen,2008,4.489999771118164,006121468X
goodreads_21396,The Conjurer's Bird,Martin Davies (Goodreads Author),3.68,1662,English,"Fiction, Historical Fiction, Mystery, Historical, Romance, Adventure, Contemporary, British Literature, 18th Century, Modern",Paperback,nan,390,Broadway Books,2006,9.960000038146973,1400097347
goodreads_39028,Not a Fan: Teen Edition,Kyle Idleman,4.35,651,English,"Christian, Nonfiction, Faith, Christianity, Christian Non Fiction, Religion, Christian Living, Church, Theology, Childrens",Paperback,nan,214,Zondervan,2012,3.119999885559082,0310734002
goodreads_43649,Keeping Hope,Kate Egan,4.05,399,English,"Fantasy, Comics, Childrens, Graphic Novels, Romance, Fiction, Adventure, Manga, Juvenile, Magic",Paperback,nan,144,Volo,2005,5.610000133514404,0786852798
goodreads_3507,The Girl of Fire and Thorns,Rae Carson,3.79,75359,English,"Fantasy, Young Adult, Romance, Young Adult Fantasy, Magic, Fiction, High Fantasy, Adventure, Teen, Paranormal",Hardcover,nan,423,Greenwillow,2011,6.53000020980835,0062026488
goodreads_45036,"The Dark Side of Midnight: Featuring The Other Side of Midnight, Rage of Angels, Bloodline",Sidney Sheldon,4.11,1636,English,"Fiction, Mystery Thriller, Mystery, Thriller",Hardcover,nan,1168,William Morrow,2007,5.269999980926514,0061441775
goodreads_23886,Moj tata spava s anđelima (Mali ratni dnevnik),Stjepan Tomaš,3.9,342,Croatian,"Childrens, School, Classics",nan,nan,165,Mozaik knjiga,2009,,9531680051
goodreads_5208,In the Forests of the Night,Amelia Atwater-Rhodes (Goodreads Author),3.87,14057,English,"Young Adult, Fantasy, Vampires, Paranormal, Urban Fantasy, Fiction, Supernatural, Horror, Teen, Romance",Paperback,nan,147,Laurel Leaf Library,2000,0.8500000238418579,0440228166
goodreads_49488,Peter Greenaway: Museums and Moving Images,David Pascoe,4.31,16,English,"Film, Art",Paperback,nan,248,Reaktion Books,1997,8.899999618530273,1861890052
goodreads_29872,Best Thing in Life is a Friend,"Susan Polis Schutz (Editor), Blue Mountain Arts (Manufactured by)",3.92,12,English,,Paperback,nan,61,Blue Mountain Arts,2001,3.7100000381469727,0883962497
goodreads_6033,Rapture,Jacquelyn Frank (Goodreads Author),4.23,6213,English,"Paranormal Romance, Paranormal, Romance, Fantasy, Urban Fantasy, Supernatural, Vampires, Fiction, Demons, Erotica",Mass Market Paperback,nan,394,Zebra,2009,0.8500000238418579,1420104233
goodreads_49475,The Big Red Book,"Rumi, Coleman Barks (Translator)",4.46,692,nan,"Poetry, Spirituality, Philosophy, Religion, Nonfiction, Islam, Theology, Personal Development, Reference, Literature",Hardcover,nan,512,HarperCollins Publishers,2010,22.0,0061905828
goodreads_14281,Promise Me,Harlan Coben (Goodreads Author),3.99,26954,English,"Mystery, Fiction, Thriller, Crime, Suspense, Mystery Thriller, Adult, Audiobook, Sports, Detective",Mass Market Paperback,nan,504,Dutton,2007,5.920000076293945,0451219244
goodreads_34862,Bewitching,Alex Flinn (Goodreads Author),3.94,10067,English,"Fantasy, Young Adult, Fairy Tales, Romance, Retellings, Magic, Witches, Paranormal, Fiction, Teen",Hardcover,nan,336,HarperTeen,2012,3.4700000286102295,0062024159
goodreads_27894,Hades' Daughter,Sara Douglass,3.89,3510,English,"Fantasy, Science Fiction Fantasy, Epic Fantasy, Mythology, Historical Fiction, High Fantasy, Science Fiction, Fiction, Adult, Greek Mythology",Paperback,nan,637,Tor Books,2003,6.420000076293945,0765344424
goodreads_50149,Seekers at the Wulfrock,William Horwood,3.77,242,English,"Fantasy, Fiction, Wolves, Animals, Animal Fiction, Science Fiction Fantasy",Paperback,nan,489,Harper Collins,1998,1.2400000095367432,000649935X
goodreads_45527,Sunrise in the West,Edith Pargeter,3.9,340,English,"Historical Fiction, Historical, Fiction, Medieval, Fantasy, Plantagenet, Mystery, 13th Century",Audio,nan,,Chivers Audio Books,1997,52.369998931884766,0754000192
goodreads_26673,Bad Things,Varian Krylov (Goodreads Author),3.95,1117,English,"M M Romance, BDSM, Dark, Abuse, Erotica, Romance, Contemporary, Menage, LGBT, Gay",ebook,nan,410,Smashwords,2014,,131175864X
goodreads_3971,Coinman: An Untold Conspiracy,Pawan Mishra (Goodreads Author),3.89,257,English,"Humor, Indian Literature, Literary Fiction, Fiction, Comedy, India, Thriller, Adult Fiction, Contemporary",Paperback,First Edition,230,Lune Spark LLC,2015,9.010000228881836,0692475672
goodreads_1215,The Great Hunt,Robert Jordan,4.22,227837,English,"Fantasy, Fiction, Epic Fantasy, High Fantasy, Science Fiction Fantasy, Epic, Adventure, Magic, Audiobook, Adult",Mass Market Paperback,nan,705,Tor Books,1991,7.599999904632568,0812517725
goodreads_38372,Last Child in the Woods: Saving Our Children from Nature-Deficit Disorder,Richard Louv,3.95,11209,English,"Parenting, Nonfiction, Nature, Education, Environment, Science, Psychology, Teaching, Childrens, Outdoors",Paperback,nan,310,Algonquin Books,2006,4.71999979019165,1565125223
goodreads_32509,Garçons de cristal,"Bai Xianyong, André Lévy (Translator)",4.19,367,French,"Fiction, LGBT, Asia, China, Gay, Queer, Chinese Literature, Literature, Contemporary, Unfinished",Mass Market Paperback,nan,477,Philippe Picquier,2013,7.949999809265137,2809703981
goodreads_41131,Premeditated,Josin L. McQuein (Goodreads Author),3.57,2187,English,"Young Adult, Contemporary, Mystery, Thriller, Realistic Fiction, Mystery Thriller, Fiction, Suspense, Romance, Young Adult Contemporary",Hardcover,nan,336,Delacorte Books for Young Readers,2013,5.199999809265137,0385743297
goodreads_25636,Kick Me: Adventures in Adolescence,Paul Feig,3.8,4119,English,"Nonfiction, Humor, Memoir, Comedy, Biography, Essays, Biography Memoir, Autobiography, Coming Of Age, Adult",Paperback,nan,288,Three Rivers Press,2002,1.5299999713897705,0609809431
goodreads_5295,The Soldiers of Halla,D.J. MacHale (Goodreads Author),4.27,22833,English,"Fantasy, Young Adult, Fiction, Science Fiction, Adventure, Childrens, Teen, Young Adult Fantasy, Middle Grade, Dystopia",Hardcover,First Edition,594,Aladdin,2009,3.509999990463257,141691420X
goodreads_7362,Arabella,Georgette Heyer,4.07,16139,English,"Romance, Historical Fiction, Historical Romance, Regency, Historical, Fiction, Classics, Regency Romance, British Literature, Audiobook",Paperback,New edition,320,Arrow Books Ltd.,2004,3.4200000762939453,0099465620
goodreads_46981,Doctor Who and the Daemons,Barry Letts,3.84,375,English,"Doctor Who, Science Fiction, Fiction, Audiobook, Tv, Fantasy, Childrens, Adventure",Paperback,nan,176,Target Books; W.H. Allen & Co. Ltd.,1974,3.9700000286102295,0426113322
goodreads_36718,The Secret Crown,Chris Kuzneski (Goodreads Author),3.98,3221,English,"Thriller, Fiction, Mystery, Adventure, Historical Fiction, Action, Crime, Historical, Suspense, Mystery Thriller",Paperback,nan,465,Penguin,2010,2.7699999809265137,0241952123
goodreads_7523,Pădurea spânzuraţilor,Liviu Rebreanu,4.01,7432,Romanian,"Romanian Literature, Classics, Fiction, War, Romania, Historical Fiction, 20th Century, School, Read For School, Literature",Paperback,nan,316,nan,,,9739132308
goodreads_42368,Lost in the Sun,Lisa Graff,4.05,6686,English,"Realistic Fiction, Middle Grade, Young Adult, Fiction, Family, Death, Sports, Contemporary, Childrens, Audiobook",Hardcover,nan,304,Philomel Books,2015,3.2799999713897705,0399164065
goodreads_31317,Morrie: In His Own Words,"Morrie Schwartz, Paul Solman (Introduction)",4.28,4905,nan,"Nonfiction, Biography, Memoir, Inspirational, Spirituality, Autobiography, Self Help, Biography Memoir, Philosophy, Death",Paperback,nan,127,Delta,1997,2.619999885559082,0385318790
goodreads_12971,Armageddon in Retrospect: And Other New and Unpublished Writings on War and Peace,Kurt Vonnegut Jr.,3.94,11158,English,"Fiction, Short Stories, Essays, War, Humor, Literature, Classics, Science Fiction, American, Politics",Hardcover,nan,234,G. P. Putnam's Sons,2008,1.559999942779541,0399155082
goodreads_20641,To Love a Sunburnt Country,Jackie French,4.5,535,English,"Historical Fiction, Young Adult, Historical, Fiction, Australia, War, Romance, World War II",Paperback,nan,464,HarperCollins Publishers,2014,,1743099843
goodreads_48626,Czarni myśliwi. Brygada Dirlewangera,"Christian Ingrao, Wojciech Gilewski (Translator)",3.2,113,Polish,"History, Holocaust, Nonfiction, War, World War II, Military History, Nazi Party, Military Fiction, European History",Paperback,nan,304,Czarne,2011,,8375362786
goodreads_47102,"Do No Harm: Stories of Life, Death and Brain Surgery",Henry Marsh,4.26,25338,English,"Nonfiction, Medicine, Science, Medical, Memoir, Biography, Health, Neuroscience, Audiobook, Autobiography",Hardcover,nan,278,Weidenfeld & Nicolson,2014,5.449999809265137,0297869876
goodreads_14437,The River King,Alice Hoffman (Goodreads Author),3.71,9862,English,"Fiction, Magical Realism, Mystery, Fantasy, Contemporary, Chick Lit, Literary Fiction, Novels, Adult Fiction, Drama",Paperback,nan,344,Berkley,2001,2.2699999809265137,0425179672
goodreads_20070,Man-Eaters of Kumaon,Jim Corbett,4.29,4186,English,"Nonfiction, Adventure, India, Nature, Travel, History, Wildlife, Animals, Biography, Classics",Paperback,19,228,"Oxford University Press, India",2012,3.819999933242798,0195622553
goodreads_7210,Black Sun Rising,C.S. Friedman,3.93,17571,English,"Fantasy, Science Fiction, Fiction, Epic Fantasy, Dark Fantasy, Science Fiction Fantasy, High Fantasy, Horror, Magic, Vampires",Paperback,nan,496,Daw Books,2005,16.190000534057617,0756403146
goodreads_19014,The Trinket Box,Katheryn Ragle (Goodreads Author),3.5,4,English,,Paperback,nan,164,Maple Hill Publishing Co.,2012,,1489519823
goodreads_16765,Tales from Watership Down,Richard Adams,3.8,7386,English,"Fantasy, Fiction, Classics, Animals, Short Stories, Young Adult, Adventure, Childrens, Literature, Animal Fiction",Mass Market Paperback,nan,335,Avon Books,1998,3.819999933242798,0380729342
goodreads_9320,An Unnecessary Woman,Rabih Alameddine,3.82,10647,English,"Fiction, Books About Books, Literary Fiction, Lebanon, Contemporary, Historical Fiction, Novels, Literature, Womens, Book Club",Hardcover,nan,291,Grove Press,2014,5.360000133514404,0802122140
goodreads_43972,Ain't I a Woman: Black Women and Feminism,Bell Hooks,4.43,8200,English,"Feminism, Nonfiction, Race, History, Social Justice, Anti Racist, Womens, Politics, Gender, African American",Paperback,nan,205,South End Press,1999,33.2400016784668,089608129X
goodreads_6801,Love Does: Discover a Secretly Incredible Life in an Ordinary World,Bob Goff,4.29,55731,English,"Christian, Nonfiction, Faith, Christianity, Christian Living, Religion, Spirituality, Self Help, Memoir, Inspirational",Paperback,nan,224,Thomas Nelson,2012,2.4100000858306885,1400203759
goodreads_6673,The Lake of Dead Languages,Carol Goodman (Goodreads Author),3.79,10870,English,"Mystery, Fiction, Thriller, Gothic, Mystery Thriller, Suspense, Contemporary, Boarding School, Literary Fiction, Crime",Paperback,nan,390,Ballantine,2005,3.2799999713897705,034548715X
goodreads_708,Princess Academy,Shannon Hale (Goodreads Author),4.01,104932,English,"Fantasy, Young Adult, Fiction, Middle Grade, Childrens, Romance, Fairy Tales, Adventure, Young Adult Fantasy, Juvenile",Paperback,nan,314,Bloomsbury Children's Books,2007,1.7899999618530273,1599900734
goodreads_31626,Code of Honor,Alan Gratz,4.32,4606,English,"Young Adult, Realistic Fiction, Historical Fiction, Mystery, Adventure, Fiction, Middle Grade, Action, War, Military Fiction",Hardcover,nan,288,Scholastic Press,2015,5.159999847412109,0545695198
goodreads_26888,Parallel Stories: A Novel,"Péter Nádas, Imre Goldstein (Translation)",3.71,414,English,"Fiction, Hungary, Historical Fiction, Hungarian Literature, Literary Fiction, Novels, Literature, Contemporary, Historical, 21st Century",Paperback,nan,1133,Picador,2012,5.760000228881836,1250013909
goodreads_5980,Refuge: An Unnatural History of Family and Place,Terry Tempest Williams,4.16,8632,English,"Memoir, Nonfiction, Nature, Environment, Biography Memoir, Biography, History, Natural History, Science, Essays",Paperback,10th Anniversary Edition,314,Vintage,2001,2.3399999141693115,0679740244
goodreads_42244,The Exiles,Hilary McKay,3.91,924,English,"Childrens, Fiction, Middle Grade, Young Adult, Contemporary, Humor, Realistic Fiction, Family, British Literature, Comedy",Paperback,nan,191,Hodder Children's Books,2001,2.25,0340726911
goodreads_10275,All Together in One Place,Jane Kirkpatrick (Goodreads Author),3.98,1886,English,"Historical Fiction, Christian Fiction, Fiction, Christian, Historical, Inspirational, 19th Century, Adult Fiction, Womens, Novels",Paperback,nan,416,Waterbrook Press,2000,1.600000023841858,1578562325
goodreads_3997,Deeper Than Midnight,Lara Adrian (Goodreads Author),4.29,20252,English,"Paranormal Romance, Paranormal, Vampires, Romance, Fantasy, Urban Fantasy, Adult, Fiction, Contemporary, Supernatural",Paperback,nan,387,Dell,2011,4.480000019073486,0440246113
goodreads_43936,Falling Light,Thea Harrison (Goodreads Author),3.68,662,English,"Paranormal Romance, Romance, Urban Fantasy, Paranormal, Fantasy, Contemporary, Fiction, Magic, Adult, Audiobook",Mass Market Paperback,nan,289,Berkley,2014,4.170000076293945,0425255107
goodreads_18901,Mr / Master Positive Powers 'Wizardry Word Influencer' Welcome to Ondlon City,"Creative Success Coach, Nkosi N. Guduza (illustrator, Editor)",5.0,1,English,,Paperback,First,156,Nkosi Guduza,2012,10.420000076293945,147107739X
goodreads_8134,"Catherine, Called Birdy",Karen Cushman (Goodreads Author),3.71,37590,English,"Historical Fiction, Young Adult, Fiction, Historical, Childrens, Middle Grade, Medieval, Humor, Juvenile, British Literature",Paperback,nan,224,HarperTrophy,2004,4.409999847412109,0060739428
goodreads_8501,Chances,Jackie Collins,4.15,12288,English,"Romance, Fiction, Chick Lit, Contemporary, Drama, Crime, Mystery, Adult, Thriller, Contemporary Romance",Mass Market Paperback,nan,599,Grand Central Publishing,1982,2.759999990463257,0330266632
