id,title,author,rating,numratings,language,genres,publisher,page_count,price,publish_year,isbn_clean
metabooks_430563,Newes from the Dead,Mary Hooper,4.5,69,English,"Teen, Young Adult, Literature, Fiction",Roaring Brook Press,272.0,25.0,2008.0,1596433558
metabooks_513973,Mercy,Echo Heron,4.4,72,English,"Biographies, Memoirs, True Crime",Simon & Schuster,448.0,6.88,1992.0,0671684388
metabooks_252406,Nuk Tessli: The Life of a Wilderness Dweller,Chris Czajkowski,4.5,4,English,"Science, Math, Biological Sciences",Orca Book Pub,179.0,5.15,1999.0,1551431335
metabooks_57911,Ru,Kim Thúy,4.4,438,French,"Foreign Language Books, French",Libre Expression,,6.2,,2764804636
metabooks_509056,Mammoth: The Resurrection Of An Ice Age Giant,Richard Stone,3.2,12,English,"Science, Math, Biological Sciences",Basic Books,256.0,1.35,2001.0,0738202819
metabooks_269927,Passing On,Penelope Lively,4.2,1131,English,"Literature, Fiction, Genre Fiction",Grove Press,224.0,,,0802136265
metabooks_172744,GAMBLER'S LUCK (A Double d Western),H. B. Broome,4.6,2,English,"Literature, Fiction, Genre Fiction",Doubleday,181.0,11.01,,0385422172
metabooks_194947,The Car,Gary Paulsen,4.6,469,English,"Teen, Young Adult, Historical Fiction",Harcourt Childrens Books,180.0,14.11,,0152928782
metabooks_136976,Still Pickled After All These Years: A Pickles Book,Brian Crane,4.8,348,English,"Comics, Graphic Novels, Comic Strips",Andrews Mcmeel Publishing,128.0,10.99,2004.0,0740743406
metabooks_74944,"Night Reigns (Immortal Guardians, Book 2)",Dianne Duvall,4.6,2669,English,"Literature, Fiction, United States",Zebra,320.0,56.52,,1420118625
metabooks_15107,Friedrich Nietzsche (Obras selectas series) (Spanish Edition),Friedrich Nietzsche,4.4,594,Spanish,"Politics, Social Sciences, Philosophy",Edimat Libros,640.0,80.95,,8484036308
metabooks_125302,"Jacob (The Nightwalkers, Book 1)",Jacquelyn Frank,4.3,595,English,"Science Fiction, Fantasy",Zebra,320.0,9.0,2006.0,0821780654
metabooks_496746,The Hatbox Baby,Carrie Brown,3.9,24,English,"Literature, Fiction, Genre Fiction",Algonquin Books,368.0,7.31,,1565122992
metabooks_319287,My Brother Joseph : The Spirit of a Cardinal and the Story of a Friendship,Eugene C. Kennedy,3.0,3,English,"Biographies, Memoirs, Leaders, Notable People",St. Martin'S Griffin,192.0,5.99,,031219515X
metabooks_286580,Prancing Tiger,Philip Singerman,4.0,5,English,"Mystery, Thriller, Suspense, Thrillers",Ivy Books,384.0,2.79,1995.0,0804114285
metabooks_350244,Gilding the Lily,Justine John,4.7,29,English,"Mystery, Thriller, Suspense, Thrillers",I_Am Self-Publishing,244.0,9.99,2016.0,1911079751
metabooks_395902,The Captain's Verses (Los versos del Capitan) (New Directions Paperbook),Roy Fisher,4.8,192,English,,New Directions Publishing Corporation,151.0,4.88,,081120457X
metabooks_111200,Faith Tango: A Liberating Approach to Spiritual Growth in Marriage,Carolyn Williford,5.0,4,English,"Self-Help, Relationships",Waterbrook Press,192.0,5.98,,1578565626
metabooks_448758,The Church Visible: The Ceremonial Life and Protocol of the Roman Catholic Church,James-Charles Noonan,4.6,108,English,"Christian Books, Bibles, Catholicism",Sterling Ethos,512.0,30.96,,1402787308
metabooks_356506,Linnets and Valerians,Elizabeth Goudge,4.7,286,English,"Children's Books, Growing Up, Facts of Life",Puffin,256.0,18.36,2001.0,0142300268
metabooks_306401,Satisfaction Guaranteed: 236 Ideas to Make Your Customers Feel Like a Million Dollars,Byrd Baggett,2.4,4,English,"Business, Money, Processes, Infrastructure",Rutledge Hill Pr,240.0,9.55,,1558532862
metabooks_92913,"The 2,548 Best Things Anybody Ever Said",Robert Byrne,4.5,114,English,"Humor, Entertainment",Touchstone,671.0,26.94,,0743235797
metabooks_127087,The Foreshadowing,Marcus Sedgwick,4.4,127,English,"Teen, Young Adult, Literature, Fiction",Wendy Lamb Books,304.0,8.23,,0385746466
metabooks_335054,A Mythic Life: Learning to Live Our Greater Story,Jean Houston,4.2,58,English,"Self-Help, Spiritual",Harpercollins,352.0,14.19,,0062502816
metabooks_329718,Below the Salt,Thomas B. Costain,4.4,175,English,,Doubleday,,5.16,1981.0,038504884X
metabooks_377492,Andrew Wyeth: The Helga Pictures,Andrew Wyeth,4.7,204,English,"Arts, Photography, History, Criticism",Harry N Abrams Inc,208.0,27.38,,0810917882
metabooks_486244,KENNEDY & NIXON: The Rivalry that Shaped Postwar America,Christopher Matthews,4.5,134,English,"Biographies, Memoirs, Leaders, Notable People",Simon & Schuster,379.0,13.87,1996.0,0684810301
metabooks_361676,The Language of Empire: Abu Ghraib and the American Media,Lila Rajiva,4.3,7,English,"Politics, Social Sciences, Government",Monthly Review Press,176.0,14.95,2005.0,1583671196
metabooks_228142,Living Enlightenment: A Call for Evolution Beyond Ego,Andrew Cohen,3.5,24,English,"Religion, Spirituality",Enlightennext Inc.,124.0,10.0,2002.0,188392930X
metabooks_427401,Access All Areas: Behind Coronation,David Hanson,4.5,8,English,"Humor, Entertainment",Andre Deutsch Ltd,,13.14,,0233997229
metabooks_226589,Dead Lagoon: An Aurelio Zen Mystery,Michael Dibdin,3.9,690,English,"Mystery, Thriller, Suspense, Thrillers",Vintage Crime/Black Lizard,297.0,15.95,,0679753117
metabooks_514866,"Gossip Girl: Don't You Forget About Me: A Gossip Girl Novel (Gossip Girl, 11)",Cecily von Ziegesar,4.2,116,English,"Teen, Young Adult, Literature, Fiction",Little Brown And Company,272.0,16.13,,0316011843
metabooks_209102,My Friend Matt and Hena the Whore,Adam Zameenzad,5.0,4,English,"Literature, Fiction, Literary",Penguin Books,224.0,7.44,1993.0,0140131639
metabooks_507665,Scout's Progress,Sharon Lee,4.7,300,English,"Science Fiction, Fantasy",Ace,320.0,20.0,,0441009271
metabooks_156501,Hugger Mugger: A Spenser Novel (Spenser Mysteries),Herman Melville,4.3,1931,English,"Mystery, Thriller, Suspense, Mystery",Putnam Adult,307.0,11.28,,0399145877
metabooks_40323,Amy & Roger's Epic Detour,Morgan Matson,4.4,1194,English,"Teen, Young Adult, Literature, Fiction",Simon & Schuster Books For Young Readers,352.0,19.99,,1416990658
metabooks_498290,The Savoy Operas (Wordsworth Collection),W. S. Gilbert,3.8,4,English,"Arts, Photography, Music",Wordsworth Editions Ltd,,6.77,1998.0,1853263133
metabooks_484243,Judas Child,Carol O'Connell,4.4,261,English,"Mystery, Thriller, Suspense, Thrillers",Jove,432.0,23.94,,0515125490
metabooks_328045,The Dragon In The Sword,Michael Moorcock,4.5,204,English,"Science Fiction, Fantasy",Ace,,4.0,1987.0,0441166105
metabooks_486615,Palm Sunday: An Autobiographical Collage,Kurt Vonnegut,4.3,274,English,"Biographies, Memoirs, Arts, Literature",Dial Press Trade Paperback,320.0,17.0,1999.0,0385334265
metabooks_87587,The Last White Man in Panama,William Gough,5.0,1,English,"Literature, Fiction",Penguin Books,320.0,20.4,1989.0,0140100237
metabooks_215972,Bad Love (Alex Delaware),Jonathan Kellerman,4.4,2407,English,"Mystery, Thriller, Suspense, Thrillers",Ballantine Books,512.0,,2003.0,0345460723
metabooks_349502,Lucy Talk,Fiona Walker,4.0,100,English,"Literature, Fiction, Women's Fiction",Flame,432.0,14.12,,0340768096
metabooks_435030,"Black Wings (Black Wings, Book 1)",Christina Henry,4.1,616,English,"Science Fiction, Fantasy",Ace,304.0,6.63,,0441019633
metabooks_188540,Knight Life,Peter David,4.2,60,English,"Science Fiction, Fantasy",Ace,343.0,13.7,2002.0,0441009360
metabooks_207309,Anti-Freud: Karl Kraus's Criticism of Psycho-analysis and Psychiatry,Thomas Stephen Szasz,4.3,11,English,"Medical Books, Medicine",Syracuse University Press,208.0,19.95,,0815602472
metabooks_316082,"The Devil Be Damned (Cain Casey Series, 4)",Ali Vali,4.7,291,English,"LGBTQ+ Books, Literature, Fiction",Bold Strokes Books,264.0,12.59,2010.0,1602821593
metabooks_120416,The Book of Eleanor,Pamela Kaufman,4.5,61,English,"Literature, Fiction, Genre Fiction",Crown,528.0,16.29,,0609609068
metabooks_126279,End of An Era,Robert J. Sawyer,4.2,314,English,"Science Fiction, Fantasy",Tor Books,252.0,27.99,,0312876939
metabooks_8313,Finding God: Ten Jewish Responses,Rifat Sonsino,4.6,24,English,"New, Used, Rental Textbooks",Union Of American Hebrew Congregations,140.0,12.99,,0807403121
metabooks_433693,The Testament,John Grisham,4.5,18801,English,"Mystery, Thriller, Suspense, Thrillers",Dell,,1.7,1999.0,0440295734
metabooks_350120,Jade,Patricia Simpson,4.6,6,English,"Romance, Contemporary",Harpercollins,368.0,5.98,1997.0,0061084956
metabooks_447979,Wundersmith: The Calling of Morrigan Crow,Jessica Townsend,4.8,3887,English,,,,23.08,,0734418221
metabooks_122054,John Dolan: The Perfect Imperfect: The Wedding Photographs,Martha Stewart,4.6,39,English,"Arts, Photography, Video",Damiani,261.0,89.29,2021.0,8862087454
metabooks_173888,"The Work-At-Home Sourcebook (Work-at-Home Sourcebook, 7th ed)",Lynie Arden,3.7,26,English,,Live Oak Pubns,304.0,6.29,,0911781161
metabooks_137082,The Great River: A Novel (Center for American Places - Center Books on American Places),Charles Dee Sharp,4.7,7,English,"Literature, Fiction, United States",Columbia College Chicago Press,304.0,9.73,,1930066627
metabooks_33515,The Living Gita: The Complete Bhagavad Gita - A Commentary for Modern Readers,Sri S. Satchidananda,4.7,477,English,"Religion, Spirituality, Hinduism",Integral Yoga Publications,326.0,15.37,,0932040276
metabooks_3368,Out of Isak Dinesen in Africa: Karen Blixen's Untold Story,Linda Donelson,4.4,308,English,"Literature, Fiction, History, Criticism",Coulsong List,440.0,68.69,1998.0,0964389398
metabooks_283510,Lonely Planet Rome (City Travel Guide),Duncan Garwood,3.9,21,English,"Travel, Europe",Lonely Planet,324.0,4.95,,1741793238
metabooks_80145,Ghosts of Nova Scotia,Darryll Walsh,4.7,3,English,"Travel, Canada",Pottersfield Pr,160.0,19.95,,189590031X
metabooks_112080,Kat Kong,Dav Pilkey,4.8,780,English,"Children's Books, Animals",Clarion Books,32.0,8.99,,0152420371
metabooks_426616,The Last Dragonlord,Joanne Bertin,4.5,202,English,"Science Fiction, Fantasy",Tor Fantasy,512.0,6.1,,0812545419
metabooks_482212,Lead Us Into Temptation,James B. Twitchell,3.5,12,English,"Business, Money, Economics",Columbia University Press,310.0,,2000.0,0231115199
metabooks_323187,Married By Christmas (Top Author),Carole Mortimer,4.0,73,English,"Romance, Contemporary",Harlequin,186.0,10.66,1998.0,037311995X
metabooks_136185,Midnight Sun,Trish Cook,4.5,1052,English,"Teen, Young Adult, Literature, Fiction",Poppy,272.0,8.32,,031647357X
metabooks_485106,Barrel Fever: Stories and Essays,David Sedaris,4.2,951,English,"Humor, Entertainment","Little, Brown And Company",208.0,30.3,,0316779407
metabooks_95149,Therapy,David Lodge,4.3,396,English,"Humor, Entertainment",Penguin Books,336.0,16.0,,0140249001
metabooks_447308,Geist (A Book of the Order),Philippa Ballantine,4.3,278,English,"Mystery, Thriller, Suspense, Thrillers",Ace,304.0,1.18,,0441019617
metabooks_41565,Natural Dog Care: A Complete Guide to Holistic Health Care for Dogs,Celeste Yarnall,4.3,5,English,"Medical Books, Veterinary Medicine",Journey Editions,412.0,5.98,,1885203470
metabooks_259929,"Gratefulness, The Heart of Prayer: An Approach to Life in Fullness",David Steindl-Rast,4.6,276,English,"Christian Books, Bibles, Christian Living",Paulist Press,240.0,17.95,,0809126281
metabooks_428087,A Gift of Magic,Lois Duncan,4.7,133,English,Children's Books,Archway,,7.47,,0671726498
metabooks_453569,Pinocchio: Complete and Unabridged,Carlo Collodi,4.5,107,English,"Children's Books, Classics",Puffin,240.0,5.97,1985.0,0140350373
metabooks_75691,Comet in Moominland (Moomins),Tove Jansson,4.8,1021,English,"Children's Books, Science Fiction, Fantasy","Farrar, Straus And Giroux (Byr)",192.0,,1991.0,0374413312
metabooks_66946,"Angel Visions: True Stories of People Who Have Seen Angels, and How You Can See Angels, Too!",Doreen Virtue,4.6,44,English,"Religion, Spirituality, Occult, Paranormal",Hay House Inc,207.0,11.91,,1561707120
metabooks_104733,THE DESERVING MISTRESS,Carole Mortimer,3.9,48,English,"Literature, Fiction, Women's Fiction",Harlequin Presents,192.0,18.99,,0373123949
metabooks_119075,Fabulous Nobodies,Lee Tulloch,4.3,18,English,"Literature, Fiction, United States",William Morrow & Co,271.0,5.15,,0688075525
metabooks_513726,Fly Away Home : The Novelization and Story Behind the Film,Patricia Hermes,4.5,61,English,,Newmarket Pr,156.0,4.95,1996.0,1557043035
metabooks_102120,Code Name Cassandra (1-800-where-r-you),Meg Cabot,4.6,100,English,"Literature, Fiction, Genre Fiction",Simon Pulse,272.0,8.04,,0743411404
metabooks_102400,Hotel Du Lac,Anita Brookner,4.0,2726,English,"Literature, Fiction, British, Irish",Pantheon,184.0,12.9,,0394542150
metabooks_185455,Love in Verse: Classic Poems of the Heart,Kathleen Blease,4.5,10,English,"Literature, Fiction, History, Criticism",Ballantine Books,129.0,,,0449001288
metabooks_396183,The Silence of God: Meditations on Prayer,James P. Carse,4.6,11,English,"Religion, Spirituality, Worship, Devotion",Harper San Francisco,128.0,114.86,1995.0,0060614102
metabooks_267071,The Winter Soldier (Soldiers Of Fortune) (Harlequin Desire),Diana Palmer,4.6,620,English,"Romance, Contemporary",Harlequin Books,192.0,1.5,,0373763514
metabooks_451002,Provence: the Beautiful Cookbook,Richard Olney,4.7,119,English,"Cookbooks, Food, Wine, Regional, International",Harpercollins,256.0,,,0067575986
metabooks_125330,Neanderthal Man: In Search of Lost Genomes,Svante Pääbo,4.5,910,English,"Biographies, Memoirs, Professionals, Academics",Basic Books,288.0,,,0465020836
metabooks_423326,Overcoming Low Self-Esteem,Melanie J. V. Fennell,4.5,1016,English,"Science, Math, Behavioral Sciences",Nyu Press,230.0,14.95,2002.0,081472714X
metabooks_81242,"The End of the Hunt (Irish Trilogy, Book 3)",Thomas Flanagan,4.5,83,English,"Literature, Fiction",Grand Central Pub,704.0,11.16,1995.0,0446360465
metabooks_317980,Hannibal Rising,Thomas Harris,4.4,2935,English,"Mystery, Thriller, Suspense, Thrillers",Delacorte Press,432.0,11.91,2006.0,0385339410
metabooks_261049,Under the Boardwalk,Geralyn Dawson,4.6,13,English,"Romance, Anthologies",Sonnet Jul. 1999,,3.5,1999.0,0671027948
metabooks_160741,Vietnam Wars 1945-1990,Marilyn Blatt Young,4.4,140,English,"History, Americas",Harper Perennial,448.0,13.29,,0060921072
metabooks_133290,The Frugal Gourmet on Our Immigrant Ancestors: Recipes You Should Have Gotten from Your Grandmother,Jeffrey Smith,4.6,193,English,"Cookbooks, Food, Wine, Cooking Methods",William Morrow & Co,539.0,43.4,,0688075908
metabooks_118900,Fadeout (A Dave Brandstetter Mystery),Joseph Hansen,4.3,415,English,"LGBTQ+ Books, Literature, Fiction",Alyson Books,192.0,19.55,,155583552X
metabooks_16664,Lost,Gary Devon,4.2,82,English,"Literature, Fiction, Contemporary",Knopf,355.0,43.31,,0394538366
metabooks_479408,Edward Longshanks (The Seventh volume in the Plantagenet Saga),Jean Plaidy,4.1,13,English,"Literature, Fiction, Genre Fiction",Robert Hale Ltd.,320.0,15.85,,0709165595
metabooks_66803,"The Better Part of Darkness (Charlie Madigan, Book 1)",Kelly Gay,4.2,189,English,"Literature, Fiction, Action, Adventure",Pocket Books,394.0,40.94,,1439109656
metabooks_248854,Sensei,John J. Donohue,4.2,341,English,"Mystery, Thriller, Suspense, Mystery",Onyx,256.0,6.77,2004.0,0451411323
metabooks_266149,Jocks and Socks : Inside Stories from a Major-League Locker Room,Jim Ksicinski,4.6,10,English,"Sports, Outdoors, Baseball",Mcgraw-Hill,256.0,31.94,,0809224453
metabooks_504513,Norton Anthology of English Literature: Major Authors,M. H. Abrams,4.0,1,English,,W. W. Norton,,25.0,,039395563X
metabooks_138532,Dilly's Big Sister Diary,Cynthia Copeland Lewis,5.0,4,English,Children's Books,Millbrook Pr,32.0,1.5,1998.0,076130441X
metabooks_440180,LOVING GOD,Charles W. Colson,4.8,265,English,,Zondervan Publishing House,,4.91,,0913367494
metabooks_30682,The Time Element and Other Short Stories,John O'Hara,4.6,4,English,,Random House,244.0,39.25,,0394482115
metabooks_31356,Nip An' Tuck,Kathy Lette,3.8,67,English,"Literature, Fiction, Contemporary",Pan Macmillan,,,2002.0,033048740X
metabooks_221271,Love 'em or Lose 'em: Getting Good People to Stay,Beverly Kaye,4.6,16,English,"Business, Money, Human Resources",Berrett-Koehler Publishers,244.0,5.59,,1576751406
metabooks_168645,My World-And Welcome To It (Harvest Book),James Thurber,4.3,50,English,"Literature, Fiction, History, Criticism",Harvest Books,324.0,,,0156623447
metabooks_286415,Precious Blood,Pat Graversen,4.3,2,English,"Literature, Fiction, Genre Fiction",Zebra,251.0,29.95,,0821742930
metabooks_527563,"The Bitter Kingdom (Girl of Fire and Thorns, 3)",Rae Carson,4.6,3058,English,"Teen, Young Adult, Literature, Fiction",Greenwillow Books,448.0,17.5,,0062026542
metabooks_84114,Rancher's Law,Dusty Richards,4.1,67,English,"Literature, Fiction, Genre Fiction",St. Martin'S Paperbacks,272.0,6.79,,0312979703
metabooks_144484,Feeding Christine,Barbara Chepaitis,4.7,5,English,"Literature, Fiction, United States",Bantam,256.0,6.75,2000.0,0553801651
metabooks_141604,Turquoise Mask,Phyllis A. Whitney,4.2,237,English,Romance,Fawcett,320.0,6.49,1981.0,0449234703
metabooks_260374,The Number of the Beast,Robert Heinlein,4.4,894,English,"Science Fiction, Fantasy",Fawcett,512.0,8.28,1986.0,0449130703
metabooks_277933,"The Art of Hearthstone: Year of the Dragon (The Art of Hearthstone, 5)",Robert Brooks,4.8,35,English,"Arts, Photography, Other Media",Blizzard Entertainment,144.0,18.89,2021.0,1950366588
metabooks_242481,"Antrax (Voyage of the Jerle Shannara, Book 2)",Terry Brooks,4.8,193,English,"Literature, Fiction, Genre Fiction",Ballantine Books - Del Rey,375.0,11.0,,0345397665
metabooks_221345,The Ten Commandments: The Significance of God's Laws in Everyday Life,Laura Schlessinger,4.7,172,English,"Christian Books, Bibles, Bible Study, Reference",Harper Perennial,352.0,7.65,,0060929960
metabooks_110478,The Shadow of the Sun,A. S. Byatt,4.0,17,English,"Literature, Fiction, Genre Fiction",Mariner Books,324.0,15.38,,0156814161
metabooks_37799,Altered States: A Novel,Paddy Chayefsky,4.5,85,English,"Literature, Fiction, Genre Fiction",Harpercollins,,37.95,,0060107278
metabooks_158042,"Invaders of the Planet Earth (Choose Your Own Adventure, No 70)",Rick Brightfield,4.4,3,English,"Children's Books, Literature, Fiction",Skylark,128.0,11.49,1987.0,0553266691
metabooks_145022,The Melungeons: The Resurrection of a Proud People,N. Brent Kennedy,4.6,172,English,"History, Americas",Mercer University Press,180.0,17.95,,0865545162
metabooks_6851,The Writer's Block: 786 Ideas to Jump-Start Your Imagination,Jason Rekulak,4.5,331,English,"Reference, Writing, Research, Publishing Guides",Running Press Adult,672.0,12.95,2001.0,0762409487
metabooks_504222,First Among Equals: How to Manage a Group of Professionals,David H. Maister,4.2,65,English,"Business, Money, Industries",Free Press,320.0,18.74,,0743225511
metabooks_197740,An Inconvenient Woman (Price-less),Dominick Dunne,4.4,883,English,"Literature, Fiction, Literary",Random House Audio,,8.98,1993.0,0679423435
metabooks_110266,A Year with Emerson,Ralph Waldo Emerson,5.0,2,English,"Literature, Fiction, History, Criticism","David R. Godine, Publisher",256.0,39.0,,1567922341
metabooks_125052,"The Proud Highway: Saga of a Desperate Southern Gentleman, 1955-1967 (The Fear and Loathing Letters, Vol. 1)",Douglas G. Brinkley,4.7,350,English,"Reference, Writing, Research, Publishing Guides",Ballantine Books,720.0,17.99,1998.0,0345377966
metabooks_325038,The Final Theory: Rethinking Our Scientific Legacy,Mark McCutcheon,3.3,148,English,"Science, Math, Physics",Universal Publishers,428.0,4.95,,1581126018
metabooks_130947,Application Architecture for .NET: Designing Applications and Services (Patterns & Practices),Microsoft Corporation,3.2,6,English,"Computers, Technology, Programming",Microsoft Press,168.0,13.14,,0735618372
metabooks_26924,Second Marriage (Husbands And Wives),Helen Brooks,4.2,180,English,"Romance, Contemporary",Harlequin,188.0,1.35,,0373119399
metabooks_408787,The Ambassador's Wife,Gloria Whelan,5.0,2,English,"Literature, Fiction",Servant Pubns,232.0,7.99,,1569550050
metabooks_325687,The Autobiography of Malcolm X (As Told to Alex Haley),Alex Haley,4.8,18583,English,"Politics, Social Sciences",Ballantine Books,527.0,10.19,,0345376714
metabooks_120662,"Slaughterhouse: The Shocking Story of Greed, Neglect, and Inhumane Treatment Inside the U.S. Meat Industry",Gail A. Eisnitz,4.7,406,English,"Business, Money, Industries",Prometheus Books,310.0,33.9,1997.0,1573921661
metabooks_238259,The New Kayak Shop: More Elegant Wooden Kayaks Anyone Can Build,Chris Kulczycki,4.4,86,English,"Engineering, Transportation",International Marine/Ragged Mountain Press,194.0,12.9,,0071357866
metabooks_315824,Claire,Elizabeth Lyle,3.0,1,English,"Romance, Historical",,,3.99,,0312907176
metabooks_7673,"Inu Yasha : A Feudal Fairy Tale, Vol. 5",Rumiko Takahashi,4.0,12,English,"Teen, Young Adult, Literature, Fiction",Viz Media Llc,192.0,6.44,,1569314330
metabooks_524488,Fifth Daughter,Elaine Coffman,3.9,15,English,"Romance, Historical",Mira,448.0,9.43,2001.0,1551668424
metabooks_187017,The Informant,James Grippando,4.3,366,English,"Mystery, Thriller, Suspense, Thrillers",Avon,464.0,14.99,,0061012203
metabooks_486088,Only Son,Kevin O'Brien,4.4,551,English,"Literature, Fiction, United States",Kensington,352.0,,1998.0,1575662116
metabooks_162208,"Kawanakajima 1553-1564: Samurai Power Struggle (Campaign, 130)",Stephen Turnbull,4.6,31,English,"History, Asia",Osprey Publishing,96.0,,,1841765627
metabooks_173956,House of Hell,Steve Jackson,4.4,39,English,,Icon Books,192.0,10.0,,1840464178
metabooks_203222,Mucho Mojo,Joe R. Lansdale,4.4,882,English,"Mystery, Thriller, Suspense, Thrillers",Mysterious Pr,324.0,25.41,,0892964901
metabooks_166886,Fireworks 3 Bible,Joseph Lowery,4.6,7,English,"Computers, Technology, Web Development, Design",Wiley,930.0,17.61,2000.0,0764534750
metabooks_198271,Politician (Bio of a Space Tyrant),Piers Anthony,4.5,123,English,"Science Fiction, Fantasy",Avon Books,345.0,10.87,,0380896850
metabooks_199019,"Rebel King: Hammer of the Scots, Book One",charles Randolph Bruce,4.3,8,English,"Literature, Fiction, Genre Fiction",Bruce & Bruce Inc,448.0,8.53,,0972167404
metabooks_222360,Sidney Sheldon's Mistress of the Game,Tilly Bagshawe,4.3,2727,English,"Mystery, Thriller, Suspense, Thrillers",Harper Large Print,,25.99,,0061883166
metabooks_396865,The Establishment,Owen Jones,4.4,3547,English,"Politics, Social Sciences, Government",Penguin Press,384.0,12.43,2016.0,0141974990
metabooks_429496,Paved With Good Intentions: The Failure of Race Relations in Contemporary America,Jared Taylor,4.7,175,English,"Politics, Social Sciences",Carroll & Graf Pub,416.0,,,0881848662
metabooks_406852,To Catch a King: A Novel,Jack Higgins,3.5,5,English,"Literature, Fiction, Action, Adventure",Stein & Day Pub,237.0,29.99,1979.0,0812826760
metabooks_499790,A Veil of Blood Hangs Over Africa: The Birthplace of Slavery,Lucia Mann,5.0,6,English,"Literature, Fiction, Genre Fiction","Grassroots Publishing Group, Incorporated",320.0,16.95,,0979480574
metabooks_358970,The Paperbag Princess (Picture Hippo),Robert Munsch,4.5,5988,English,"Children's Books, Geography, Cultures",Scholastic,,6.08,1982.0,0590711261
metabooks_407873,A Totally Cher Affair Clueless (Clueless),H. B. Gilmour,1.0,1,English,Children's Books,Simon Spotlight Entertainment,160.0,9.99,,0671019058
metabooks_284051,The Prophecy of the Stones: A Novel,Flavia Bujor,4.5,100,English,"Teen, Young Adult, Literature, Fiction","Little, Brown Books For Young Readers",400.0,22.98,2004.0,0786818352
metabooks_313586,"The Cold War Swap (McCorkle and Padillo Mysteries, 1)",Ross Thomas,4.4,286,English,"Mystery, Thriller, Suspense, Thrillers",Minotaur Books,127.0,23.99,,0312315813
metabooks_176633,Plain and Normal: A Novel,James Wilcox,3.0,7,English,"LGBTQ+ Books, Literature, Fiction",Back Bay Books,288.0,13.39,1999.0,0316941352
metabooks_416824,Hard Christmas,Barbara D'Amato,3.9,11,English,"Mystery, Thriller, Suspense, Mystery",Berkley,282.0,9.97,,0425154653
metabooks_388490,Travels with Charley in Search of America,John Steinbeck,4.5,7974,English,"Biographies, Memoirs, Arts, Literature",Penguin Books,277.0,10.99,,0140053204
metabooks_1586,The Monk Downstairs: A Novel,Tim Farrington,4.0,362,English,"Literature, Fiction, Literary",Harperone,288.0,,,0062517856
metabooks_113209,Celtic Magic (Llewellyn's World Magic Series),D. J. Conway,4.7,417,English,"Religion, Spirituality, New Age",Llewellyn Publications,208.0,9.99,,0875421369
metabooks_312999,China Men,Maxine Hong Kingston,4.2,109,English,"Biographies, Memoirs, Community, Culture",Knopf,308.0,29.2,,0394424638
metabooks_268962,Hellstrom's Hive,Frank Herbert,4.3,288,English,"Science Fiction, Fantasy",Nelson Doubleday,278.0,22.83,,0553259806
metabooks_342681,Butter chicken in Ludhiana: Travels in small town India,Pankaj Mishra,4.1,95,English,"Travel, Asia",Penguin Books,276.0,11.92,,0140250670
metabooks_97145,Networking for Dummies (Networking for Dummies),Doug Lowe,3.8,18,English,"Computers, Technology, Certification",Hungry Minds Idg,,5.99,,0764503464
metabooks_140063,String Too Short to Be Saved,Donald Hall,4.6,27,,"Biographies, Memoirs, Arts, Literature",David R Godine,,,,087923282X
metabooks_189142,Joe Rochefort's War: The Odyssey of the Codebreaker Who Outwitted Yamamoto at Midway,Elliot Carlson,4.7,482,English,"Biographies, Memoirs, Leaders, Notable People",Naval Institute Press,616.0,29.09,,1612510604
metabooks_15864,The Food Taster,Peter Elbling,4.4,32,English,"Literature, Fiction, Humor, Satire",Plume,272.0,5.15,2003.0,0452284341
metabooks_163892,Orphans of the Sky,Robert Heinlein,4.3,724,English,"Literature, Fiction, Contemporary",Stealth Pr,153.0,45.32,,1588810070
metabooks_105044,Silver Linings,Jayne Ann Krentz,4.2,2694,English,"Romance, Contemporary",Pocket Books,352.0,24.95,,0671019627
metabooks_445888,Rachel and Her Children: Homeless Families In America,Jonathan Kozol,4.5,146,English,"Politics, Social Sciences, Sociology",Fawcett Books,,4.95,1989.0,0499903390
metabooks_425913,The Light We Lost,Jill Santopolo,4.3,22884,English,"Literature, Fiction, Women's Fiction",G.P. Putnam'S Sons,336.0,31.99,,0735212759
metabooks_118660,To See Your Face Again,Eugenia Price,4.6,370,English,"Romance, Historical",St. Martin'S Paperbacks,512.0,6.05,1997.0,0312962339
metabooks_102389,Heirs of the Motherland (The Russians),Judith Pella,4.6,180,English,"Literature, Fiction, United States",Bethany House Pub,384.0,22.0,1993.0,155661358X
metabooks_77132,"Best Places Northern California: Restaurants, Lodgings, Touring",Linda Watanabe McFerrin,4.5,2,English,"Travel, Food, Lodging, Transportation",Sasquatch Books,548.0,13.69,,1570612706
metabooks_319440,White Ashes,John D. Moulton,4.7,45,English,"Mystery, Thriller, Suspense, Thrillers",Iuniverse,738.0,34.95,2015.0,1491771518
metabooks_39462,The October Horse: A Novel of Caesar and Cleopatra,Colleen McCullough,4.7,979,English,"Literature, Fiction, Genre Fiction",Pocket Books,1110.0,12.0,2003.0,0671024205
metabooks_381767,The Werewolf Chronicles,Traci Briery,3.3,7,English,"Literature, Fiction, Genre Fiction",Zebra,320.0,5.27,1995.0,0821748424
metabooks_309275,Discourse on Thinking (Torchbooks TB 1459) (Harper Perennial Modern Thought),Martin Heidegger,4.1,43,English,"Health, Fitness, Dieting, Psychology, Counseling",Harper Torchbooks,96.0,11.49,1969.0,0061314595
