id,title,author,publish_year,publisher,isbn_clean
amazon_145618,A Mind of My Own: My Life With Robert Maxwell,Elisabeth Maxwell,1994,Harpercollins,0060171049
amazon_186442,Stories in an Almost Classical Mode,Harold Brodkey,1989,Vintage Books USA,0679724311
amazon_26421,Nightmare Abbey &amp; Crotchet Castle (Penguin English Library El 45),Thomas Love Peacock,1982,Penguin Books,0140430458
amazon_223013,Christopher Columbus (Young Reader's Christian Library),Sam Wellman,1998,Barbour Pub Inc,1557487049
amazon_93890,Little People,Macdonald Harris,1986,Horizon Book Promotions,068806132X
amazon_182972,"Dostoevsky: The Stir of Liberation, 1860-1865",Joseph Frank,1988,Princeton University Press,0691014523
amazon_100673,Life and Works: Degas (Life and Works),Virginia Spate,2000,Sourcebooks Trade,1570716900
amazon_77730,SPY VS SPY: SHOCKING TRUE STORY FBI'S SECRET WAR : SPY VS SPY: SHOCKING TRUE STORY FBI'S SECRET WAR,Ronald Kessler,1989,Pocket,0671679678
amazon_48672,The Miraculous Hind: A Hungarian Legend,Elizabeth Cleaver,1976,Holt Rinehart &amp; Winston,0039282783
amazon_3616,How To Run A Traditional Jewish Household,Blu Greenberg,1985,Fireside,0671602705
amazon_91994,Annie on My Mind,Nancy Garden,1992,"Farrar, Straus and Giroux (BYR)",0374404143
amazon_193961,Greetings from the Golden State : A Novel,Leslie Brenner,2002,Picador,0312420579
amazon_32180,Scoundrel,Debra Dier,2001,Leisure Books,0843948469
amazon_168477,Ideal Marriage?,Debbie Macomber,2001,Harlequin,0373834802
amazon_142284,The Kidnapping of Suzie Q,Martin Waddell,1997,Candlewick Press (MA),0763603813
amazon_11131,You Just Don't Understand,Deborah Tannen,1991,Ballantine Books,0345372050
amazon_19237,Truelove and Homegrown Tomatoes,Julie Cannon,2001,Independent Publishers Group,1892514877
amazon_124246,Woolly Little Lamb (Picture Frame Books),Anne Laffolay,1991,Random House Childrens Books,0679816143
amazon_88489,How to Be Alone: Essays,Jonathan Franzen,2003,Picador,0312422164
amazon_221728,James's Joy (Heartsong Presents),Cara  Mccormack,1995,"Barbour Books, Inc.",155748869X
amazon_109097,Talk: Npr's Susan Stamberg Considers All Things,Susan Stamberg,1994,Perigee Books,0399518738
amazon_239669,The Templar's Penance (The Medieval West Country Mysteries),Michael Jecks,2003,Headline,0755301714
amazon_145374,GREEK SYMBOL  ND P,Carolyn Keene,1981,Aladdin,0671422987
amazon_268731,Die Untersuchung.,Stanislaw Lem,1978,Suhrkamp,3518369350
amazon_194804,Secrets from a Stargazer's Notebook: Making Astrology Work for You,Debbi Kempton Smith,2001,Bantam Books,0553246879
amazon_58251,Shoeless Joe,W. P. Kinsella,1999,Mariner Books,0395957737
amazon_49129,The Eternity Code (Artemis Fowl (Paperback)),Eoin Colfer,2003,Hyperion Books,0786818158
amazon_162616,"Once Forbidden... (The Delaney Heirs) (Silhouette Intimate Moments, No. 1115)",Carla Cassidy,2001,Silhouette,0373271859
amazon_216307,A Promise of Thunder,Connie Mason,2000,Leisure Books,0843941944
amazon_16586,CHEKV ENTERPRISE,Walter Koenig,1980,Pocket,0671832867
amazon_60285,Rocket Boys,Homer Hickam,2000,Delta,0385333218
amazon_27085,Star Trek:The Next Generation: The Genesis Wave : Book 2,John Vornholt,2001,Audioworks,0743518292
amazon_232420,Against Nature: (A Rebours) (Oxford World's Classics),J.-K Huysmans,1998,Oxford University Press,0192823671
amazon_99330,Witchcraft: Theory and Practice,Ly De Angeles,2000,Llewellyn Publications,156718782X
amazon_214646,Goddess: Inside Madonna,Barbara Victor,2001,HarperCollins Publishers,006019930X
amazon_169755,The Pill Book (8th ed),Harold M. Silverman,1998,Bantam Books,0553579711
amazon_162117,A Concise History of Mathematics,Dirk Jan Struik,1987,Dover Publications,0486602559
amazon_236616,Guns Up,Johnnie M. Clark,2002,Ballantine Books,0345450264
amazon_224897,Farbe fÃ?Â¼r Websites.,Molly E. Holzschlag,2002,Rowohlt Tb.,3499612100
amazon_94317,A Dirty Distant War,E.M. Nathanson,1987,Penguin USA,0670803340
amazon_177841,Call It Delmarvalous,Virginia Tanzer,1983,Howell Pr,0914440640
amazon_105614,Antony and Cleopatra (Folger Shakespeare Library),William Shakespeare,1999,Washington Square Press,0671039164
amazon_189073,Survive in Five Languages (Essential Guides Series),C. Farnes,1989,E D C Pub,0746010346
amazon_56189,The Writer's Digest Character Naming Sourcebook,Sherrilyn Kenyon,1994,F &amp; W Pubns,0898796326
amazon_125909,"Farewell, My Queen : A Novel",Chantal Thomas,2004,Touchstone,0743260783
amazon_268509,Serenade (Arabesque),Sandra Kitt,1994,Pinnacle Books,0786000244
amazon_32831,Amnesia Moon,Jonathan Lethem,1996,Tor Books,0312862202
amazon_124758,The Importance of Being Ernestine: An Ellie Haskell Mystery (Ellie Haskell Mysteries (Paperback)),Dorothy Cannell,2003,Penguin Books,0142002844
amazon_206683,Speak you English.,Gunther Bischoff,1974,Rowohlt Tb.,349916857X
amazon_39607,Women: God's Secret Weapon,Ed Silvoso,2001,Regal Books,0830728872
amazon_205447,Please Don't Kill the Freshman : A Memoir,Zoe Trope,2003,HarperTempest,0060529369
amazon_58485,Uppity Women of Ancient Times,Vicki Leon,1995,Conari Press,1573240109
amazon_174461,Fatal Defect : A Genetic Thriller,Jefferson Scott,1998,Multnomah,1576734528
amazon_83107,Rainbow in the Mist,Phyllis A. Whitney,1989,Bantam Dell Pub Group,0385249543
amazon_17667,Lyon's Gift (An Avon Romantic Treasure),Tanya A. Crosby,1997,Avon,0380785714
amazon_208508,Niebla (Letras Hispanicas),De Unamuno Miguel,1992,COMERCIAL GRUPO ANAYA,8437603471
amazon_211749,City of the Bells,Elizabeth Goudge,1992,Buccaneer Books Inc,0899661025
amazon_39045,Sudden Exposure: A Jill Smith Mystery (Jill Smith Mystery),Susan Dunlap,1997,Dell,0440215633
amazon_158261,The Search for Extraterrestrial Intelligence: A Philosophical Inquiry,David Lamb,2001,Routledge,0415243424
amazon_132077,The Great Shark Hunt: Strange Tales from a Strange Time,Hunter S. Thompson,1979,Summit Books,0671400460
amazon_204258,Fearfully and Wonderfully Weird: A Screwball Look at the Church and Other Things from the Pages of the Wittenburg Door,Doug Peterson,1990,Zondervan,0310287316
amazon_196839,Anguished English: An Anthology of Accidental Assaults upon Our Language,Richard R Lederer,1987,Wyrick and Company,0941711048
amazon_125594,The Adventures Of Charley Tooth,L. B. Richards,2004,Dorchester Publishing Company,0843951362
amazon_168788,Real Love: The Truth About Finding Unconditional Love and Fulfilling Relationships,Greg Baer,2003,Gotham Books,1592400000
amazon_19925,Her,Laura Zigman,2002,Knopf,037541388X
amazon_55873,Red Blue Yellow Shoe,Tana Hoban,1986,Greenwillow Books,0688065635
amazon_39,Seabiscuit: An American Legend,Laura Hillenbrand,2002,Ballantine Books,0449005615
amazon_174156,"Albemarle, Jefferson's county, 1727-1976",John Hammond Moore,1976,Published for the Albemarle County Historical Society by the University Press of Virginia,0813906458
amazon_79130,El Misterio De LA Laguna Negra,Thomas Cook,2000,Ediciones Urano,8495618036
amazon_237209,The Crowner John: The Awful Secret (A Crowner John Mystery),Bernard Knight,2000,Simon &amp; Schuster (Trade Division),0684860686
amazon_215236,CAT AND THE CURMUDGEON,Cleveland Amory,1990,Simon &amp; Schuster Audio,067172620X
amazon_4604,Nerd in Shining Armor,Vicki Lewis Thompson,2003,Dell Publishing Company,0440241162
amazon_264504,Echo in the Valley,Yvonne Whittal,1987,Thorndike Pr (Largeprint),0263112136
amazon_180232,"Thimble of Soil: A Womans Quest for Land (Hubalek, Linda K. Trail of Thread Series.)",Linda K. Hubalek,1996,Butterfield Books,1886652074
amazon_98016,A Medicine for Melancholy and Other Stories,Ray Bradbury,1998,Perennial,0380730863
amazon_5063,Taxi Driver Wisdom,Risa Mickenberg,1996,Chronicle Books,0811811654
amazon_119053,Butterfly Stories,William T. Vollmann,1994,Grove Press,0802134009
amazon_237215,The Best American Essays 1998 (Serial),Cynthia Ozick,1998,Houghton Mifflin,0395860520
amazon_197040,Beef Cattle Science (7th Edition),M. E. Ensminger,2002,Pearson Education POD,0813430062
amazon_254862,"Hydroponic Gardening: The \Magic\"" of Modern Hydroponics for the Home Gardener""",Raymond Bridwell,1990,Woodbridge Press Publishing Company,0880071761
amazon_234013,Feed Your Kids Bright,Francine Prince,1987,Simon &amp; Schuster,0671605224
amazon_158040,Come Death and High Water (George and Molly Palmer-Jones Mysteries),Ann Cleeves,1989,Fawcett Books,0449133486
amazon_93916,Complete Films of Cary Grant,Donald Deschner,1995,Citadel Press,0806503769
amazon_191085,The golden soak,Hammond Innes,1973,Knopf,0394484665
amazon_245908,The Glass Slipper (Faerie Tale Romance),Linda O. Johnston,1996,Love Spell,0505521113
amazon_67563,Fire in the Valley: The Making of The Personal Computer,Paul Freiberger,1999,McGraw-Hill Trade,0071358927
amazon_26506,La colmena,Camilo Jose Cela,2000,"Plaza &amp; Janes Editores, S.A.",8401427746
amazon_15403,El Almuerzo Desnudo,William S. Burroughs,1995,Anagrama,8433920081
amazon_7987,Beyond the Gathering Storm (Canadian West (Unnumberd)),Janette Oke,2000,Bethany House Publishers,076422400X
amazon_33607,There's a New World Coming: An In-Depth Analysis of the Book of Revelation,Hal Lindsey,1984,Harvest House Publishers,0890814406
amazon_108645,"Since Yesterday : The 1930's in America, September 3, 1929 to September 3, 1939",Frederick L. Allen,1986,Perennial,0060913223
amazon_121357,Amethyst,Lauren Royal,2000,New American Library,0451199510
amazon_262218,The Old World Kitchen (Common Reader Editions),Elisabeth Luard,2000,Trafalgar Square,1888173505
amazon_149670,Quiver,Stephanie Spinner,2002,Alfred A. Knopf,0375814892
amazon_226349,DRAGONSONG (Dragonsong Nrf),Anne Mccaffrey,1976,Atheneum,0689305079
amazon_8789,Der HÃ?Â¼ter des Kelchs. Ein Albert- Campion- Roman.,Margery Allingham,2002,Goldmann,344203079X
amazon_269547,Designs On Love (Reluctant Grooms) (Here Come the Grooms),Gina Wilkins,1996,Harlequin,0373301030
amazon_127654,Dead on My Feet,Wm. Mark Simmons,2003,Baen Books,0743436105
amazon_28398,New Adventures of Mary-Kate &amp; Ashley #16: The Case of the Rock Star's Secret : The Case of the Rock Star's Secret (New Adventures of Mary-Kate &amp; Ashley),Mary-Kate &Amp; Ashley Olsen,2000,HarperEntertainment,0061065897
amazon_199098,The Coachman Rat,David Henry Wilson,1989,Pub Group West,0881845086
amazon_52716,Murder in Brentwood,Mark Fuhrman,1997,Zebra Books (Mass Market),0821758551
amazon_58808,First Cases: New and Classic Tales of Detection (First Cases (Paperback)),Robert J. Randisi,1999,Signet Book,0451198921
amazon_268212,Trouble Don't Last Always,Francis Ray,2004,St. Martin's Griffin,0312321635
amazon_72509,The Passionate Teacher: A Practical Guide (2nd Edition),Robert L. Fried,2001,Beacon Press,0807031437
amazon_245796,Vineyard Summer,Alison Shaw,1999,Little Brown &amp; Co,0316780154
amazon_74516,In the Circle of the Dance: Notes of an Outsider in Nepal,Katharine Bjork Guneratne,1999,Cornell University Press,0801485924
amazon_164422,Summer's Lease,John Clifford Mortimer,1991,Penguin Books,0140158278
amazon_179984,Halloween Frights (Night Glow Board Books),Judith Moffatt,1999,Little Simon,0689822707
amazon_115753,"Nobrow : The Culture of Marketing, the Marketing of Culture",John Seabrook,2001,Vintage Books USA,0375704515
amazon_79056,Roads : Driving America's Great Highways,Larry Mcmurtry,2000,Simon &amp; Schuster,0684868849
amazon_255035,Daughter of Jerusalem (Daughters of Faith),Thom Lemmons,1999,Multnomah,1576734773
amazon_62308,"Dawn of the Golden Promise (An Emerald Ballad, Book 5)",B. J. Hoff,1994,Bethany House Publishers,1556611145
amazon_126637,Hand in Glove,Ngaio Marsh,1983,Jove Books,0515075027
amazon_190522,"Solved ; And, Unsolved: Classic True Murder Cases",Richard Glyn Jones,1990,Bonanza Books,0517037556
amazon_236819,Child of an Ancient City,Tad Williams,1999,Tor Books,0812572114
amazon_22984,The Ghost Walker (Arapaho Indian Mysteries),Margaret Coel,1997,Berkley Publishing Group,0425159612
amazon_128239,A Shortcut in Time,Charles Dickinson,2003,Forge Books,0765305798
amazon_39464,Maggie Needs an Alibi,Kasey Michaels,2003,Kensington Publishing Corporation,1575668807
amazon_341,Desert Notes/River Notes,Barry Lopez,1990,Quill (HarperCollins),0380711109
amazon_163010,Life on the Road: The Incredible Rock and Roll Adventures of Dinky Dawson,Dinky Dawson,1998,Watson-Guptill Publications,0823083446
amazon_236492,A Glimpse into Glory,Kathryn Kuhlman,1998,Bridge-Logos Publishers,0882703935
amazon_146609,Brotherly Love,Pete Dexter,1992,Penguin Books,0140167730
amazon_151392,Lewis Percy (Vintage Contemporaries),Anita Brookner,1991,Vintage Books USA,0679729445
amazon_159961,Atlas of Descriptive Histology,Edward J. Reith,1977,Addison-Wesley Pub Co (Sd),0060453680
amazon_18432,Obsidian Butterfly,Laurell K. Hamilton,2000,Ace Books,0441007813
amazon_8587,Christmas Cookie Murder: A Lucy Stone Mystery (Lucy Stone Mysteries (Paperback)),Leslie Meier,2000,Kensington Publishing Corporation,157566691X
amazon_39993,Writers On Comics Scriptwriting,Mark Salisbury,2002,Titan Books Ltd,184023069X
amazon_41689,Mistaken Identity,Lisa Scottoline,1999,Harpercollins,0060187476
amazon_167039,Carmen and Other Stories (Oxford World's Classics),Prosper Merimee,1999,Oxford University Press,0192837222
amazon_181318,"10 Real SATs, Third Edition",The College Board,2003,College Board,0874477050
amazon_169749,Travels to the Nanoworld: Miniature Machinery in Nature and Technology,Michael Gross,1999,Plenum Publishing Corporation,0306460084
amazon_48899,"Friday Night Lights: A Town, a Team, and a Dream",H. G. Bissinger,2000,Da Capo Press,0306809907
amazon_45099,A Puree of Poison,Claudia Bishop,2003,Berkley Publishing Group,0425193314
amazon_92384,Little house in the big woods (Little house),Laura Ingalls Wilder,1959,Scholastic,0590488171
amazon_62146,The Piano Teacher: The True Story of a Psychotic Killer,Robert K. Tanenbaum,1994,Signet Book,0451154681
amazon_17642,The Gift of the Pirate Queen,Patricia Reilly Giff,1983,Yearling,0440430461
amazon_177120,The taxi,Violette Leduc,1972,"Farrar, Straus &amp; Giroux",0374272530
amazon_169831,"Very Special People: The Struggles, Loves and Triumphs of Human Oddities",Frederick Drimmer,1991,Citadel Press,0806512539
amazon_67035,"To Green Angel Tower, Part 2 (Memory, Sorrow, and Thorn, Book 3)",Tad Williams,1994,Daw Books,0886776066
amazon_178107,"Dry, Up, with a Twist",John Galloway,2003,Gardenia Press,0967889588
amazon_23789,"Last Shot : City Streets, Basketball Dreams",Darcy Frey,1996,Touchstone,0684815095
amazon_34244,Heart of a Woman,Maya Angelou,1982,Bantam Books,0553228390
amazon_21032,The King of Torts,John Grisham,2003,Random House Audio,0739302213
amazon_68144,"Ageless Body, Timeless Mind: The Quantum Alternative to Growing Old",Deepak Chopra,1998,Harmony,0517882124
amazon_56919,"Love from Your Friend, Hannah",Mindy Warshaw Skolsky,1999,HarperTrophy,0064407462
amazon_193104,The Court of Love,Denee Cody,1996,Zebra Books,0821753762
amazon_105296,Cthulhu by Gaslight: Horror Roleplaying in the 1890's (Call of Cthulhu Roleplaying Game Series),William A. Barton,1988,"Chaosium, Inc.",0933635559
amazon_255536,The vanished,Bill Pronzini,1973,Random House,0394481704
amazon_247511,Puppies need someone to love (A Golden look-look book),P. Mignon Hinds,1981,Western Pub. Co,0307118649
amazon_79866,Ghosts and Haunted Houses of Maryland,Trish Gallagher,1988,Tidewater Publishers,0870333828
amazon_134839,The Zealots of Masada: Story of a Dig,Moshe Pearlman,2004,Palphot,9652800740
amazon_59802,The Silence in Heaven,Peter Lord-Wolff,2000,Forge,0312866755
amazon_180263,Niebla,Miguel De Unamuno,1986,Alianza,8420633259
amazon_42631,The Razor's Edge,W. Somerset Maugham,2003,Vintage,1400034205
amazon_259567,"Romeo and Juliet (Twayne's New Critical Introductions to Shakespeare, No 12)",Cedric Watts,1991,Gale Group,0805787259
amazon_93957,The Only Living Witness: A True Account of Homicidal Insanity,Stephen Michaud,0,Penguin Putnam~mass,0451127528
amazon_55221,The Heart of Mid-Lothian (Penguin Classics),"Walter, Sir Scott",1994,Penguin Books,0140431292
amazon_164102,Heaven Is a Playground,Rick Telander,1995,University of Nebraska Press,0803294271
amazon_155351,The L.L. Bean Book of New New England Cookery,Judith Jones,1987,Random House Inc,0394544560
amazon_78757,The Dancing Girl of Izu and Other Stories,Yasunari Kawabata,2002,Counterpoint Press,1887178945
amazon_118396,Meg Ryan Story: The Life and Career of the Princess of Romantic Film,Gary J. Fuller,2002,Ridgewood Pr,0963614673
amazon_52245,A Flight of Storks and Angels,Robert Devereaux,2003,Five Star (ME),1594140588
amazon_240937,North and South (Penguin Classics),Elizabeth Cleghorn Gaskell,1970,Penguin USA,0140430555
amazon_151544,Iconography: A Writer's Meditation,Susan Neville,2003,Indiana University Press,0253216141
amazon_89687,Around the World in Eighty Days (Dover Thrift Editions),Jules Verne,2000,Dover Publications,0486411117
amazon_104117,Land of Echoes : A Cree Black Novel (Cree Black Thriller (Hardcover)),Daniel Hecht,2004,Bloomsbury USA,1582343934
amazon_19709,Breach of Duty: A J.P. Beaumont Mystery,J.A. Jance,1999,Avon,038071843X
amazon_151797,How to Make Meetings Work,Michael Doyle,1993,Jove Books,0515090484
amazon_260546,Gun Man,Loren D. Estleman,1986,Fawcett Books,0449128628
amazon_117814,Science and Wonders : Conversations About Science and Belief,Russell Stannard,1998,Farrar Straus &amp; Giroux,0571176941
amazon_215053,Take Me Out to the Ballpark: An Illustrated Guide to Baseball Parks Past &amp; Present,Josh Leventhal,2000,Black Dog &amp; Leventhal Pub,1579121128
amazon_183146,The Monk and the Riddle : The Education of a Silicon Valley Entrepreneur,Randy Komisar,2000,Harvard Business School Press,1578511402
amazon_52897,"Invitation to Seduction, An",Lorraine Heath,2004,Avon,0060529466
amazon_208027,Amazing Poisonous Animals (Eyewitness Junior),Alexandra Parsons,1990,Alfred A. Knopf,0679806997
amazon_105335,VideoHound's Complete Guide to Cult Flicks and Trash Pics,Visible Ink Pr,1995,Visible Ink Press,0787606162
amazon_208972,"Hollywood and Levine (Perennial Library, P 674)",Andrew Bergman,1983,Harpercollins,0060806745
amazon_43456,After Silence : Rape &amp; My Journey Back,Nancy Venable Raine,1999,Three Rivers Press,0609804197
amazon_151627,MENFREYA IN MORNING,Victoria Holt,1976,Fawcett Books,0449230767
amazon_99237,"Could I Have My Body Back Now, Please: Body Fictions",Beth Goobie,1996,Lpg Distribution,0920897096
amazon_73934,"Trouble With Joe (Sihloutte Special Edition, No 873)",Emilie Richards,1994,Silhouette,0373098731
amazon_26316,"Out Of The Cold (Silhouette Romance, No 440)",Robin Elliott,1988,Silhouette,0373054408
amazon_195122,Amma: The Life and Words of Amy Carmichael,Elizabeth R. Skoglund,1999,Baker Books,080106127X
amazon_91312,The Protocol,April Christofferson,1999,St Martins Pr,0312866380
amazon_29159,Dave Barry's Complete Guide to Guys,Dave Barry,2000,Ballantine Books,0345440633
amazon_154716,The First Counsel,Brad Meltzer,2001,Time Warner Audio Major,1570429898
amazon_104500,Rip-Off: A Writer's Guide to Crimes of Deception (Howdunit),Fay Faron,1998,Writer's Digest Books,0898798272
amazon_161536,Secret (Magic Attic Club),Sheri Cooper Sinykin,1998,Magic Attic,1575130017
amazon_84669,Why We Can't Wait,Martin Luther King,1991,Signet Book,0451627547
amazon_6705,Normal Girl: A Novel,Molly Jong-Fast,2000,Villard Books,0375502815
amazon_221477,The Lance Armstrong Performance Program: Seven Weeks to the Perfect Ride,Lance Armstrong,2000,Rodale Books,1579542700
amazon_93310,An Introduction to the Bible,James Beasley,1991,Abingdon Press,0687194938
amazon_93350,Bone of Contention: A Magdalene la Batarde Mystery,Roberta Gellis,2002,Forge Books,0765300192
amazon_188235,"Puppies, Dogs, and Blue Northers: Reflections on Being Raised by a Pack of Sled Dogs",Gary Paulsen,2002,Yearling Books,0440418755
amazon_255363,Hold Onto the Night,Shauna Michaels,2000,Imajinn Books,1893896110
amazon_225430,The Oxford History of the Biblical World,Michael David Coogan,1998,Oxford University Press,0195087070
amazon_76610,Teach Yourself OOP with VB 5 in 21 Days,"John D, Iii Conley",1998,Macmillan Computer Pub,0672312999
amazon_34278,Lizzie Mcguire Picture This,Jasmine Jones,2003,Disney Press,0786845422
amazon_262579,The Reckless Barrister (Signet Regency Romance),April Kihlstrom,1999,Signet Book,0451197941
amazon_216320,The Magician,W. Somerset Maugham,1978,Penguin Books,014018595X
amazon_62503,My Place in Space,Robin Hirst,1992,Orchard Books (NY),0531070301
amazon_120083,"Lost and Found (Remnants, Book 10)",K. A. Applegate,2002,Scholastic Paperbacks,0590884948
amazon_65179,Midnight Sun,Ramsey Campbell,1992,Tor Books (Mm),0812518039
amazon_141378,"I AIN'T AN ATHLETE, LADY...",John Kruk,1994,Simon &amp; Schuster,0671897942
amazon_52483,Easy Riders Raging Bulls : How the Sex-Drugs-And Rock 'N Roll Generation Saved Hollywood,Peter Biskind,1998,Simon &amp; Schuster,0684809966
amazon_109435,Newt Gingrich's Bedtime Stories for Orphans,C. E. Crimmins,1995,Audio Literature,0787105783
amazon_242164,Getting Rid of Mister Kitchen,Charles Higson,1996,Little Brown and Company,0316881066
amazon_40944,Men and the Girls,Joanna Trollope,1995,Perennial,0380724081
amazon_140893,Lunas Night (Bear In The Big Blue House),Kiki Thorpe,1999,Simon Spotlight,0689828411
amazon_103237,Brides of Prairie Gold,Maggie Osborne,1996,Warner Books,0446603244
amazon_99007,My Love Is Free...: But the Rest of Me Don't Come Cheap,P. S. Wall,1999,Ballantine Books,0345428870
amazon_268889,Cassell's Colloquial French: A Handbook of Idiomatic Usage,Michel Levieux,1981,John Wiley &amp; Sons Inc,0020794207
amazon_42604,Murder in the Cathedral,T. S. Eliot,1938,Faber and Faber Ltd,0571069770
amazon_124120,Playboy Book of Science Fiction,Alice K. Turner,1999,Eos,0061073423
amazon_190225,Blaze,Norah Hess,1997,Leisure Books,0843942223
amazon_41705,Final Fantasy Anthology: Official Strategy Guide (Brady Games),David Cassady,1999,BradyGames,1566869250
amazon_37835,This Book Needs No Title: A Budget of Living Paradoxes,Raymond M. Smullyan,1980,Simon &amp; Schuster,013919035X
amazon_18779,The Silver Palate Cookbook,Julee Rosso,1982,Workman Publishing,0894802046
amazon_175467,The Weekend Crafter: Mosaics: Inspirational Ideas and Practical Projects for the Weekend,Martin Cheek,1998,Sterling Publishing,1579900038
amazon_172094,Waiting to Disappear,April Young Fritz,2002,Hyperion Books for Children,0786807903
amazon_41654,"Uncle Tom's Cabin: Or, Life Among the Lowly (The Penguin American Library)",Harriet Beecher Stowe,1986,Penguin Books,0140390030
amazon_124798,Conflict of Honors,Sharon Lee,2002,Ace Books,0441009646
amazon_32763,Big Fish : A Novel of Mythic Proportions,Daniel Wallace,1998,Algonquin Books of Chapel Hill,1565122178
amazon_169156,The Natural Cat: A Holistic Guide for Finicky Owners,Anitra Frazier,1983,Kampmann &amp; Company inc,0942294122
amazon_36273,Starrise at Corrivale (Star Drive: Harbinger Trilogy),Diane Duane,1998,TSR,0786911794
amazon_76847,The Alphabet Versus the Goddess: The Conflict Between Word and Image,Leonard Shlain,1999,Penguin Books,0140196013
amazon_66952,"Preacher'S In-Name-Only Wife (Bachelors Of Shotgun Ridge) (Harlequin American Romance, No. 906)",Mindy Neff,2002,Harlequin,037316906X
amazon_45737,Daughter of Deceit,Victoria Holt,1992,Ivy Books,0449220583
amazon_251584,Timeswept Summer,Amy J. Fetzer,1998,Zebra Books,0821759493
amazon_237427,Where's Mommy Now?,Rochelle Krich,1990,Pinnacle Books,1558173668
amazon_177602,Up the country: A saga of pioneering days,Miles Franklin,1984,Angus &amp; Robertson Publishers,0207147884
amazon_3694,Cloud Mountain,Aimee Liu,1998,Warner Books,0446674346
amazon_185861,W or the Memory of Childhood,Georges Perec,1988,David R. Godine Publisher,0879237562
amazon_155555,League of Terror,Bill Granger,1991,Warner Books,0446361267
amazon_160887,Awakening Brilliance: How to Inspire Children to Become Successful Learners (Awakening the Love of Learning Series),Pamela Sims,1996,Bayhampton Publications,0965112608
amazon_180544,The Bull from the Sea,Mary Renault,1975,Random House Inc,0394715047
amazon_209516,Midnight Sun (Northern Lights Series),Lisa Tawn Bergren,2000,WaterBrook Press,1578561132
amazon_205539,"Find Your Purpose, Change Your Life : Getting to the Heart of Your Life's Mission",Carol Adrienne,2001,Perennial Currents,0688178022
amazon_205598,Hoot,Carl Hiaasen,2002,Knopf Books for Young Readers,0375921818
amazon_15189,The Juniper Tree : And Other Tales from Grimm,Lore Segal,2003,"Farrar, Straus and Giroux (BYR)",0374339716
amazon_1474,Tales of Terror and the Supernatural,Wilkie Collins,1972,Dover Publications,0486203077
amazon_232978,Generar beneficios,Joseph O'Connor,2001,Urano,8479530960
amazon_134830,Benji Takes a Dive at Marineland,Rita G. Gelman,1982,Scholastic,0590315471
amazon_101561,Cgi Developer's Guide,Eugene Eric Kim,1996,Macmillan Computer Pub,1575210878
amazon_203065,The Lake Effect (Milan Jacovich Mysteries (Paperback)),Les Roberts,2000,St. Martin's Press,0312978235
amazon_127807,The Book of Kids Songs: A Holler-Along Handbook,Nancy Cassidy,1986,Klutz Press,0932592139
amazon_131174,Jill's Riding Club (Jill),Ruby Ferguson,1977,Hodder &amp; Stoughton General Division,0340042486
amazon_142835,Blair's Nightmare,Zilpha Keatley Snyder,1985,Yearling Books,0440409152
amazon_75171,Bea's Niece (Playwrights Canada Press),David Gow,2000,Playwrights Union of Canada,0887545890
amazon_37472,Nebraska: Stories,Ron Hansen,1988,Pub Group West,0871132524
amazon_60193,Don't Make Me Count To Three: A Mom's Look At Heart-oriented Discipline,Ginger Plowman,2004,Shepherd Press,0972304649
amazon_31822,Don't Talk to Strangers,Bethany Campbell,1996,Bantam Books,0553569732
amazon_19291,Murder With Puffins : A Meg Langslow Mystery (A Meg Lanslow Mystery),Donna Andrews,2001,St. Martin's Paperbacks,0312978863
amazon_189125,Jen-X: Jenny McCarthy's Open Book,Jenny Mccarthy,1997,Harpercollins,0060392339
amazon_31070,"Hot Dog (Step-Into-Reading, Step 1)",Molly Coxe,1998,Random House Books for Young Readers,0307261018
amazon_10520,Stargirl,Jerry Spinelli,2002,Knopf Books for Young Readers,037582233X
amazon_36189,Southern Living 1999 Annual Recipes (Southern Living 1999 Annual Recipes),Leisure Arts,1999,Oxmoor House,0848719042
amazon_32406,Real Moments,"Barbara, Ph.D. De Angelis",1994,Bantam Dell Pub Group,0385310684
amazon_195530,Why Black People Tend to Shout: Cold Facts and Wry Views from a Black Man's World,Ralph Wiley,1992,Penguin Books,0140168532
amazon_86700,The Lost Art of Listening: How Learning to Listen Can Improve Relationships,Michael P. Nichols,1995,Guilford Publications,0898622670
amazon_39068,MOTHER OF GOD : A Novel,David Ambrose,1996,Simon &amp; Schuster,0684824183
amazon_72463,"The Maelstrom's Eye (Spelljammer Book, Cloakmaster Cycle, No. 3)",Roger E. Moore,1992,Wizards of the Coast,1560763442
amazon_34522,The Naked Detective,Laurence Shames,2001,Fawcett Books,0345432193
amazon_253282,Woman and the History of Philosophy (Paragon Issues in Philosophy),Nancy Tuana,1992,Paragon House Publishers,155778194X
amazon_76910,Mr. Kipling's Army,Byron Farwell,1987,W. W. Norton &amp; Company,0393304442
amazon_108226,Applied Mathematics,J. David  Logan,1996,Wiley-Interscience,0471165131
amazon_98598,Nothing But Blue Skies,Tom Holt,2002,Orbit Book Co.,184149058X
amazon_255821,Matching the Hatch: A Practical Guide to Imitation of Insects Found on Eastern and Western Trout Waters (Stoeger sportsman's library),Ernest George Schwiebert,1955,Stoeger Pub Co,0883170760
amazon_115747,Until Death Do Us Part: My Struggle to Reclaim Colombia,Ingrid Betancourt,2001,Ecco,0060008903
