label,pair,score,bucket,rule,geo_m,sim_name,sim_cat,id_a,id_b,kaggle380k_id_a,uber_eats_id_b,source_a,source_b,name_a,name_b,name_norm_a,name_norm_b,address_line1_a,address_line1_b,street_a,street_b,house_number_a,house_number_b,city_a,city_b,state_a,state_b,postal_code_a,postal_code_b,latitude_a,latitude_b,longitude_a,longitude_b,categories_a,categories_b,phone_e164_a,phone_e164_b,phone_raw_a,phone_raw_b
,df1_vs_df2,0.47479271278810126,low,geo,71.1,0.25806451612903225,0.0,kaggle380k-066619,uber_eats-26891,,,kaggle_380k,uber_eats,Kumbia Restaurant,Tony's Kitchen,kumbia restaurant,tony s kitchen,,,Gibbs St,N Washington St,100,11,Rockville,Rockville,MD,MD,20850,20850,39.0853384,39.08473,-77.1522072,-77.15246,['Latin American restaurant'],['Mediterranean' 'Greek' 'Vegetarian'],,,,
,df1_vs_df2,0.47651328188706,low,geo,75.4,0.26666666666666666,0.0,kaggle380k-210026,uber_eats-07845,,,kaggle_380k,uber_eats,Echigo Teriyaki & Roll,Super Thai,echigo teriyaki roll,super thai,,,128th St SW,128th St SW,520,626,Everett,Everett,WA,WA,98204,98204,47.880928,47.8814,-122.2415344,-122.24226,"['Japanese restaurant' 'Asian restaurant' 'Korean restaurant'
 'Sushi restaurant']",['Thai' 'Asian' 'Noodles'],,,,
,df1_vs_df2,0.5615665024280717,low,geo,76.1,0.48,0.0,kaggle380k-339774,uber_eats-00541,,,kaggle_380k,uber_eats,Namaste Indian Cuisine Dothan,Crumbl Cookies (Dothan),namaste indian cuisine dothan,crumbl cookies dothan,,,W Main St,W Main Street,4650,4650,Dothan,Dothan,AL,AL,36303,36305,31.2394905,31.23914,-85.4632873,-85.4626,['Indian restaurant'],['Bakery' 'Desserts'],,,,
,df1_vs_df2,0.4526052359100485,low,geo,75.4,0.20689655172413793,0.0,kaggle380k-140785,uber_eats-08810,,,kaggle_380k,uber_eats,Echigo Teriyaki & Roll,Rice City,echigo teriyaki roll,rice city,,,128th St SW,128th St SW,520,626,Everett,Everett,WA,WA,98204,98204,47.880928,47.8814,-122.2415344,-122.24226,"['Japanese restaurant' 'Asian restaurant' 'Korean restaurant'
 'Sushi restaurant']",['Chinese' 'Asian' 'Rice Dishes'],,,,
,df1_vs_df2,0.5011400842479193,low,geo,69.7,0.3225806451612903,0.0,kaggle380k-087450,uber_eats-15906,,,kaggle_380k,uber_eats,Teriyaki Bowl,MOD Pizza (Bellevue),teriyaki bowl,mod pizza bellevue,,,Bellevue Way NE,,231,317,Bellevue,Bellevue,WA,WA,98004,98004,47.6127416,47.6133409,-122.2022344,-122.2019605,['Asian restaurant' 'Japanese restaurant'],"['Pizza' 'Desserts' 'Salads' 'American' 'Healthy' 'Vegetarian Friendly'
 'Kids Friendly']",,,,
,df1_vs_df2,0.47774866329122084,low,addr_zip_or_citystate,234.2,0.42857142857142855,0.0,kaggle380k-260681,uber_eats-47349,,,kaggle_380k,uber_eats,Musiro,Kurobuta,musiro,kurobuta,,,,,,,Carrollton,Carrolton,TX,TX,75007,75007,32.9856968,32.98474,-96.9126169,-96.91038,['Korean restaurant' 'Restaurant'],['Japanese' 'Ramen' 'Sushi'],,,,
,df1_vs_df2,0.4979279255539708,low,geo,80.8,0.32558139534883723,0.0,kaggle380k-293274,uber_eats-26784,,,kaggle_380k,uber_eats,Guardado's Restaurant,Heckman's Delicatessen,guardado s restaurant,heckman s delicatessen,,,Del Ray Ave,Cordell Ave,4918,4922,Bethesda,Bethesda,MD,MD,20814,20814,38.9891667,38.98865,-77.0991667,-77.09851,['Spanish restaurant' 'Bar & grill' 'Latin American restaurant'],['Deli' 'Breakfast and Brunch' 'Sandwich' 'Salads' 'Healthy'],,,,
,df1_vs_df2,0.3793846931027103,low,addr_zip_or_citystate,194.4,0.14285714285714285,0.0,kaggle380k-158494,uber_eats-47349,,,kaggle_380k,uber_eats,Minari,Kurobuta,minari,kurobuta,,,,,,,Carrollton,Carrolton,TX,TX,75007,75007,32.985032,32.98474,-96.9124349,-96.91038,['Korean restaurant'],['Japanese' 'Ramen' 'Sushi'],,,,
,df1_vs_df2,0.43690515513324363,low,geo,64.6,0.1568627450980392,0.0,kaggle380k-203902,uber_eats-26911,,,kaggle_380k,uber_eats,Sushi Damo,Buffalo Wild Wings (33 Maryland Ave Unit C),sushi damo,buffalo wild wings 33 maryland ave unit c,,,Maryland Ave,Maryland Ave,36G,33,Rockville,Rockville,MD,MD,20850,20850,39.0856044,39.0857666,-77.1507116,-77.1514303,['Japanese restaurant' 'Restaurant' 'Sushi restaurant'],['wings' 'Kids Friendly' 'Chicken'],,,,
,df1_vs_df2,0.46831964130580217,low,addr_zip_or_citystate,169.6,0.3404255319148936,0.0,kaggle380k-144030,uber_eats-31556,,,kaggle_380k,uber_eats,Costa Vida,Charleys Cheesesteaks - University Mall,costa vida,charleys cheesesteaks university mall,,,,,,,Orem,Orem,UT,UT,84097,84097,40.2738508,40.2750016,-111.6823543,-111.6810418,['Mexican restaurant' 'Fast food restaurant'],['Sandwich' 'Comfort Food' 'Kids Friendly'],,,,
,df1_vs_df2,0.46911673252640246,low,geo,62.5,0.23529411764705882,0.0,kaggle380k-096179,uber_eats-05198,,,kaggle_380k,uber_eats,Smokey Treats Fusion Bbq,Walgreens (141 CARMICHAEL RD),smokey treats fusion bbq,walgreens 141 carmichael rd,,,Carmichael Rd,Carmichael Rd,131,141,Hudson,Hudson,WI,WI,54016,54016,44.9669937,44.96743,-92.7223909,-92.72189,['Barbecue restaurant' 'Caterer' 'Mobile caterer'],['Pharmacy' 'Convenience' 'Everyday Essentials' 'Baby'],,,,
,df1_vs_df2,0.4683629011137874,low,addr_zip_or_citystate,79.1,0.25,0.0,kaggle380k-130499,uber_eats-45696,,,kaggle_380k,uber_eats,Boka Feliz Mexican Kitchen,Italia Express,boka feliz mexican kitchen,italia express,,,,,,,Denton,Denton,TX,TX,76205,76205,33.1903274,33.18996,-97.1080122,-97.10874,['Mexican restaurant' 'Shopping mall'],['Pizza' 'American' 'Italian'],,,,
,df1_vs_df2,0.48815489067711715,low,geo,52.3,0.2727272727272727,0.0,kaggle380k-367534,uber_eats-32011,,,kaggle_380k,uber_eats,El Toro Viejo Mexican Restaurant,Firehouse Subs (1077 North Main #110),el toro viejo mexican restaurant,firehouse subs 1077 north main 110,,,Main St,North Main Street,1111,1077,Logan,Logan,UT,UT,84341,84341,41.7521468,41.75168,-111.8348011,-111.83472,['Mexican restaurant' 'Restaurant'],['Sandwich' 'Deli'],,,,
,df1_vs_df2,0.4359081066170019,low,geo,85.7,0.17543859649122806,0.0,kaggle380k-134176,uber_eats-57240,,,kaggle_380k,uber_eats,Dirty Al's Bayou Grill,Los Originales Tacos de Birria Pepe,dirty al s bayou grill,los originales tacos de birria pepe,,,N 10th St,"n 10th, 100",5712,5800,McAllen,McAllen,TX,TX,78504,78504,26.2557044,26.256472,-98.2202736,-98.2202,['Seafood restaurant'],['Mexican' 'Latin American' 'New Mexican'],,,,
,df1_vs_df2,0.4428424646670659,low,geo,78.1,0.18518518518518517,0.0,kaggle380k-187399,uber_eats-14040,,,kaggle_380k,uber_eats,Pho Basil Authentic Vietnamese Cuisine,KFC (Smokey Point),pho basil authentic vietnamese cuisine,kfc smokey point,,,Smokey Point Blvd,169th Place NE,16820,3433,Arlington,Arlington,WA,WA,98223,98223,48.1497668,48.150445,-122.1837847,-122.183512,['Asian restaurant'],['American' 'Fast Food' 'wings' 'Family Meals' 'Family Friendly'],,,,
,df1_vs_df2,0.5718674540676536,low,geo,70.3,0.5,0.0,kaggle380k-110990,uber_eats-09662,,,kaggle_380k,uber_eats,Just PokÃ© Redmond,Cold Stone Creamery (Redmond),just pokã redmond,cold stone creamery redmond,,,164th Ave NE,164th Ave NE,7345,7349,Redmond,Redmond,WA,WA,98052,98052,47.6698045,47.6704345,-122.1217112,-122.1217947,"['Poke bar' 'Hawaiian restaurant' 'Lunch restaurant' 'Restaurant'
 'Seafood restaurant']",['Desserts' 'Ice Cream + Frozen Yogurt' 'Juice and Smoothies'],,,,
,df1_vs_df2,0.43321256033832184,low,geo,53.3,0.13636363636363635,0.0,kaggle380k-132351,uber_eats-55025,,,kaggle_380k,uber_eats,Houston This Is It Soul Food,Malibu Breakfast,houston this is it soul food,malibu breakfast,,,Blodgett St,Blodgett St,2712,2616,Houston,Houston,TX,TX,77004,77004,29.7230442,29.72294,-95.3696909,-95.37023,['Soul food restaurant' 'American restaurant' 'Southern restaurant (US)'],['American' 'Sandwiches' 'Breakfast and Brunch'],,,,
,df1_vs_df2,0.5458495575662452,low,addr_zip_or_citystate,161.7,0.5263157894736842,0.0,kaggle380k-142234,uber_eats-31992,,,kaggle_380k,uber_eats,Cupbop - Korean BBQ in a Cup,Cupbop (Logan),cupbop korean bbq in a cup,cupbop logan,,,,,,,Logan,Logan,UT,UT,84341,84341-2221,41.756277,41.75608,-111.8366513,-111.83472,"['Korean restaurant' 'Asian restaurant' 'Barbecue restaurant'
 'Fast food restaurant']",['Korean' 'Asian' 'BBQ'],,,,
,df1_vs_df2,0.48489757060883576,low,geo,78.7,0.2909090909090909,0.0,kaggle380k-146074,uber_eats-55825,,,kaggle_380k,uber_eats,Catrina's Cocina & Tequila Bar,Subway (2920 N Us Highway 75),catrina s cocina tequila bar,subway 2920 n us highway 75,,,Hwy E 82,Highway North 75,306,2920,Sherman,Sherman,TX,TX,75092,75090,33.6696673,33.66971,-96.6124685,-96.61162,['Mexican restaurant' 'Bar' 'Family restaurant' 'Tex-Mex restaurant'],['Fast Food' 'Sandwich' 'American'],,,,
,df1_vs_df2,0.47614779849625966,low,geo,59.6,0.25,0.0,kaggle380k-354542,uber_eats-31706,,,kaggle_380k,uber_eats,Jersey Mike's Subs,Carl's Jr. (151 E 5300 S),jersey mike s subs,carl s jr 151 e 5300 s,,,S State St,E 5300 S,5291,151,Murray,Murray,UT,UT,84107,84107,40.6564094,40.65633,-111.8873791,-111.88668,"['Sandwich shop' 'Caterer' 'Deli' 'Fast food restaurant'
 'Takeout restaurant']",['American' 'burger' 'Fast Food'],,,,
,df1_vs_df2,0.5268839143889048,low,geo,71.7,0.3888888888888889,0.0,kaggle380k-248051,uber_eats-13126,,,kaggle_380k,uber_eats,Tai Tung Restaurant,Ironsteak (Seattle),tai tung restaurant,ironsteak seattle,,,S King St,S Weller St,655,628,Seattle,Seattle,WA,WA,98104,98104,47.5982228,47.5976848,-122.3247683,-122.3252949,['Chinese restaurant' 'Restaurant'],['Healthy' 'Seafood' 'Japanese' 'Vegetarian Friendly' 'Allergy Friendly'],,,,
,df1_vs_df2,0.45772868923008414,low,geo,59.8,0.20408163265306123,0.0,kaggle380k-143939,uber_eats-12815,,,kaggle_380k,uber_eats,Herfyâ€™s Burgers,Rite Aid (305 COOPER POINT ROAD NW),herfyâ s burgers,rite aid 305 cooper point road nw,,,Cooper Point Rd NW,Cooper Point Road Northwest,315,305,Olympia,Olympia,WA,WA,98502,98502,47.04804,47.0476,-122.9423829,-122.94193,['Hamburger restaurant' 'Fast food restaurant'],['Everyday Essentials' 'Convenience' 'Home &amp' 'Personal Care' 'Snacks'],,,,
,df1_vs_df2,0.49043598121316884,low,geo,54.6,0.2807017543859649,0.0,kaggle380k-146298,uber_eats-14488,,,kaggle_380k,uber_eats,The Barrel Steak & Seafood House,Twisted Melt (6325 N Wall St),the barrel steak seafood house,twisted melt 6325 n wall st,,,N Wall St,N Wall St,6404,6325,Spokane,Spokane,WA,WA,99208,99208,47.7160757,47.71617,-117.4216536,-117.42237,['Seafood restaurant' 'Steak house'],['Breakfast and Brunch' 'Soup' 'American'],,,,
,df1_vs_df2,0.46868480614771724,low,geo,50.5,0.2222222222222222,0.0,kaggle380k-246848,uber_eats-14309,,,kaggle_380k,uber_eats,Ding How,Just Chillin' Eats and Sweets,ding how,just chillin eats and sweets,,,N Liberty Lake Rd,N,1332,1322,Liberty Lake,Liberty Lake,,WA,,99019,47.6702698,47.6698598,-117.1042266,-117.1039362,['nan'],['American' 'Desserts'],,,,
,df1_vs_df2,0.4192519868494275,low,geo,69.5,0.11764705882352941,0.0,kaggle380k-141559,uber_eats-25452,,,kaggle_380k,uber_eats,Sedona Taphouse,Taco Bell (425 Charles H Dimmock Pwky),sedona taphouse,taco bell 425 charles h dimmock pwky,,,Charles H Dimmock Pkwy,Charles H Dimmock Pwky,435,425,Colonial Heights,Colonial Heights,VA,VA,23834,23834,37.2522951,37.2517,-77.3831976,-77.3834383,"['New American restaurant' 'American restaurant' 'Bar' 'Beer hall'
 'Cocktail bar' 'Restaurant' 'Wine bar']",['Burritos' 'Fast Food' 'Mexican'],,,,
,df1_vs_df2,0.33333193859399096,low,addr_zip_or_citystate,166.7,0.0,0.0,kaggle380k-158468,uber_eats-47301,,,kaggle_380k,uber_eats,Shabro Hot Pot Shabu Shabu,Zzizim,shabro hot pot shabu shabu,zzizim,,,,,,,Carrollton,Carrollton,TX,TX,75007,75007,32.9869078,32.987267,-96.9119289,-96.910194,"['Hot pot restaurant' 'Buffet restaurant' 'Korean restaurant' 'Restaurant'
 'Shabu-shabu restaurant']",['American' 'Comfort Food' 'Asian' 'Asian Fusion'],,,,
,df1_vs_df2,0.5046319075242428,low,geo,56.6,0.3181818181818182,0.0,kaggle380k-326527,uber_eats-39515,,,kaggle_380k,uber_eats,TLC Austin,Lick Honest Ice Creams (Lamar Union),tlc austin,lick honest ice creams lamar union,,,S Lamar Blvd,South Lamar Boulevard,1100,1100,Austin,Austin,TX,TX,78704,78704,30.2557289,30.2556512,-97.7631113,-97.7625289,['American restaurant' 'Seafood restaurant'],['Ice Cream &amp' 'Frozen Yogurt' 'Desserts'],,,,
,df1_vs_df2,0.43078566916255157,low,geo,76.9,0.15384615384615385,0.0,kaggle380k-354468,uber_eats-21785,,,kaggle_380k,uber_eats,Olazzo,VIRRAAJ,olazzo,virraaj,,,Norfolk Ave,Cordell Avenue,7921,4914,Bethesda,Bethesda,MD,MD,20814,20814,38.9894161,38.98886,-77.0977014,-77.09823,['Italian restaurant' 'American restaurant' 'Restaurant'],['Indian' 'Vegetarian' 'Asian'],,,,
,df1_vs_df2,0.4879567767004977,low,geo,54.6,0.27450980392156865,0.0,kaggle380k-292792,uber_eats-25876,,,kaggle_380k,uber_eats,Miller's Downtown,Sombreros Mexican Cuisine &amp; Cafe,miller s downtown,sombreros mexican cuisine amp cafe,,,W Main St,West Main Street,109,112,Charlottesville,Charlottesville,VA,VA,22902,22902,38.030985,38.03054,-78.481796,-78.48206,"['Bar & grill' 'American restaurant' 'Bar' 'Hamburger restaurant'
 'Sports bar']",['Mexican' 'Latin American' 'New Mexican'],,,,
,df1_vs_df2,0.4947169076205724,low,addr_zip_or_citystate,138.2,0.375,0.0,kaggle380k-069680,uber_eats-16338,,,kaggle_380k,uber_eats,All Rice Thai Hut,Safeway Express (520 128th St SW),all rice thai hut,safeway express 520 128th st sw,,,,,,,Everett,Everett,WA,WA,98204,98204,47.8805917,47.88109,-122.2392422,-122.24094,['Thai restaurant'],"['Grocery' 'Everyday Essentials' 'Snacks' 'Home &amp' 'Personal Care'
 'Drinks' 'Convenience']",,,,
,df1_vs_df2,0.4610156535753191,low,geo,63.7,0.21621621621621623,0.0,kaggle380k-146266,uber_eats-30046,,,kaggle_380k,uber_eats,The Donut Run,Fiiz Drinks Spanish Fork,the donut run,fiiz drinks spanish fork,,,E Center St,E Center St,1306,1362,Spanish Fork,Spanish Fork,UT,UT,84660,84660,40.109039,40.1090322,-111.632274,-111.6315253,"['Donut shop' 'Bakery' 'Breakfast restaurant' 'Cafe' 'Coffee shop'
 'Corporate gift supplier' 'Fast food restaurant' 'Restaurant']",['Desserts' 'Coffee and Tea' 'Ice Cream + Frozen Yogurt' 'Kids Friendly'],,,,
,df1_vs_df2,0.4579676577206889,low,geo,99.0,0.24390243902439024,0.0,kaggle380k-367662,uber_eats-00925,,,kaggle_380k,uber_eats,Nori Japan,Pretzelmaker (2801 Memorial Pkwy),nori japan,pretzelmaker 2801 memorial pkwy,,,S Memorial Pkwy,Memorial Pkwy,2801,2801,Huntsville,Huntsville,AL,AL,35801,35801,34.7068164,34.70725,-86.5875443,-86.58849,['Japanese restaurant'],['Bakery' 'Snacks'],,,,
,df1_vs_df2,0.4519023332974003,low,geo,57.7,0.1875,0.0,kaggle380k-329722,uber_eats-34055,,,kaggle_380k,uber_eats,Ming's Kitchen,Fogata Restaurante,ming s kitchen,fogata restaurante,,,S First St,S 1st St,1929,1902,Garland,Garland,TX,TX,75040,75040,32.8947586,32.89497,-96.6312549,-96.63069,['Chinese restaurant' 'Meal delivery'],['Mexican' 'Exclusive to Eats'],,,,
,df1_vs_df2,0.41289739701955425,low,geo,60.8,0.09302325581395349,0.0,kaggle380k-146082,uber_eats-55881,,,kaggle_380k,uber_eats,Mt.Everest Grill & Bar,Arby's (2131 Texoma Pkwy),mt everest grill bar,arby s 2131 texoma pkwy,,,Texoma Pkwy,Texoma Pkwy,2119,2131,Sherman,Sherman,TX,TX,75090,75090,33.6607085,33.6612126,-96.599016,-96.5987621,"['Modern Indian restaurant' 'Indian restaurant' 'Nepalese restaurant'
 'Tibetan restaurant']",['Burgers' 'American' 'Sandwiches'],,,,
,df1_vs_df2,0.458790438608669,low,geo,53.0,0.2,0.0,kaggle380k-129942,uber_eats-36515,,,kaggle_380k,uber_eats,STIRR,Hawkers Asian Street Food,stirr,hawkers asian street food,,,Main St,Main Street,2803,2800,Dallas,Dallas,TX,TX,75226,75226,32.7842181,32.783742,-96.7832389,-96.783207,['American restaurant'],['Asian'],,,,
,df1_vs_df2,0.4220697037536757,low,addr_zip_or_citystate,182.9,0.23809523809523808,0.0,kaggle380k-342280,uber_eats-31552,,,kaggle_380k,uber_eats,Osaka Japan,Sbarro (575 E University Parkway),osaka japan,sbarro 575 e university parkway,,,,,,,Orem,Orem,UT,UT,84097,84097,40.2756039,40.27511,-111.6792333,-111.68129,['Japanese restaurant'],['Italian' 'pasta' 'pizza'],,,,
,df1_vs_df2,0.5080978119305211,low,geo,70.2,0.3404255319148936,0.0,kaggle380k-165041,uber_eats-21934,,,kaggle_380k,uber_eats,Cheng's Asian House,King Pollo (4080 Airline Pkwy),cheng s asian house,king pollo 4080 airline pkwy,,,Airline Pkwy,Airline Pkwy,4090,4080,Chantilly,Chantilly,,VA,,20151,38.9008663,38.9013937,-77.4512388,-77.4507933,['nan'],['Peruvian' 'Latin American' 'Seafood' 'Chicken' 'Family Meals'],,,,
,df1_vs_df2,0.45013903963490454,low,geo,85.2,0.21052631578947367,0.0,kaggle380k-338067,uber_eats-46354,,,kaggle_380k,uber_eats,Pei Wei Asian Kitchen,Mariah Carey's Cookies - The Woodlands,pei wei asian kitchen,mariah carey s cookies the woodlands,,,,I-45 South,,19075,,Shenandoah,,TX,,77385,30.1826551,30.1834,-95.4511833,-95.45139,['nan'],['Desserts' 'Bakery'],,,,
,df1_vs_df2,0.5091322048422555,low,geo,60.5,0.3333333333333333,0.0,kaggle380k-281062,uber_eats-07252,,,kaggle_380k,uber_eats,Paula's,Applebee's (Elkins),paula s,applebee s elkins,,,Beverly Pike,Beverly Pike,773,789,Elkins,Elkins,WV,WV,26241,26241-9729,38.8917911,38.8921,-79.8458545,-79.84643,['American restaurant'],"['American' 'Bar Food' 'BBQ' 'burger' 'Chicken Strips' 'Comfort Food'
 'Dinner' 'pasta' 'salad' 'Sandwich' 'Soup' 'Steak' 'Traditional American'
 'wings']",,,,
,df1_vs_df2,0.4351723866751197,low,addr_zip_or_citystate,104.4,0.19230769230769232,0.0,kaggle380k-140785,uber_eats-08095,,,kaggle_380k,uber_eats,Echigo Teriyaki & Roll,TASTY CURRY RESTAURANT AND PIZZA,echigo teriyaki roll,tasty curry restaurant and pizza,,,,,,,Everett,Everett,WA,WA,98204,98204,47.880928,47.88079,-122.2415344,-122.24015,"['Japanese restaurant' 'Asian restaurant' 'Korean restaurant'
 'Sushi restaurant']",['Indian' 'Asian' 'Chicken'],,,,
,df1_vs_df2,0.41048609020454224,low,addr_zip_or_citystate,135.9,0.16216216216216217,0.0,kaggle380k-206537,uber_eats-48454,,,kaggle_380k,uber_eats,Grand Wok,Sunny Street Cafe (Carrollton),grand wok,sunny street cafe carrollton,,,,,,,Carrollton,Carrollton,TX,TX,75006,75006,32.9744275,32.9749634,-96.8880495,-96.8893594,['Chinese restaurant'],['Breakfast' 'Brunch' 'Family Meals' 'Alcohol'],,,,
,df1_vs_df2,0.474990570430127,low,geo,51.3,0.23880597014925373,0.0,kaggle380k-132645,uber_eats-54324,,,kaggle_380k,uber_eats,Andalous Mediterranean Grill,Five Guys TX-1182 6440 N. MacArthur Blvd,andalous mediterranean grill,five guys tx 1182 6440 n macarthur blvd,,,N MacArthur Blvd,North MacArthur Blvd,6450,6440,Irving,Iriving,TX,TX,75039,75039,32.8971692,32.8967089,-96.9579964,-96.9579549,"['Mediterranean restaurant' 'Greek restaurant' 'Halal restaurant'
 'Lebanese restaurant' 'Middle Eastern restaurant']",['American' 'Burgers' 'Fast Food'],,,,
,df1_vs_df2,0.4497908034181377,low,geo,53.3,0.17777777777777778,0.0,kaggle380k-315969,uber_eats-30426,,,kaggle_380k,uber_eats,Zao Modern Asian Cafe,Louk's Greek Baby Donuts,zao modern asian cafe,louk s greek baby donuts,,,S 1300 E,South 1300 East,6969,6949,Cottonwood Heights,Cottonwood Heights,,UT,,84047,40.6247202,40.62508,-111.8537127,-111.85413,['nan'],['Desserts' 'Greek' 'Coffee and Tea' 'Bakery'],,,,
,df1_vs_df2,0.3436204441835002,low,addr_zip_or_citystate,307.6,0.16666666666666666,0.0,kaggle380k-369934,uber_eats-03579,,,kaggle_380k,uber_eats,Applebee's Grill + Bar,Stir Fry Express,applebee s grill bar,stir fry express,,,,,,,Duluth,"Food court, Duluth",MN,MN,55811,55811-5600,46.8045274,46.80633,-92.1583741,-92.16144,"['Restaurant' 'American restaurant' 'Bar & grill' 'Diner'
 'Family restaurant' 'Hamburger restaurant' 'Steak house'
 'Traditional American restaurant']",['Asian' 'Asian Fusion' 'Chinese'],,,,
,df1_vs_df2,0.5996518067288714,low,geo,84.2,0.5833333333333334,0.0,kaggle380k-232350,uber_eats-20026,,,kaggle_380k,uber_eats,IL Porto Italian Ristorante,Mia's Italian Kitchen,il porto italian ristorante,mia s italian kitchen,,,King St,King St,121,100,Alexandria,Alexandria,VA,VA,22314,22314,38.8044925,38.804113,-77.0413429,-77.040502,['Italian restaurant' 'Bar' 'Restaurant'],"['Italian' 'Pizza' 'Pasta' 'Sandwich' 'Salads' 'Family Meals' 'Healthy'
 'Exclusive to Eats']",,,,
,df1_vs_df2,0.4003746856281011,low,addr_zip_or_citystate,76.0,0.07692307692307693,0.0,kaggle380k-367905,uber_eats-36915,,,kaggle_380k,uber_eats,Dickey's Barbecue Pit,Otani,dickey s barbecue pit,otani,,,,,,,Weatherford,Weatherford,TX,TX,76086,76086,32.7324109,32.73214,-97.7857842,-97.78653,"['Barbecue restaurant' 'Box lunch supplier'
 'Catering food and drink supplier' 'Caterer' 'Chicken wings restaurant'
 'Delivery service' 'Family restaurant' 'Meal delivery' 'Restaurant']",['Japanese' 'Sushi' 'Noodles'],,,,
,df1_vs_df2,0.5795147992494326,low,geo,96.7,0.5454545454545454,0.0,kaggle380k-224596,uber_eats-00731,,,kaggle_380k,uber_eats,Carrabba's Italian Grill,Carrabba's (2801 S Memorial PKWY),carrabba s italian grill,carrabba s 2801 s memorial pkwy,,,Memorial Pkwy SW,S Memorial PKWY,2801,2801,Huntsville,Huntsville,AL,AL,35801,46545,34.7073895,34.7065292,-86.5874889,-86.5873367,"['Italian restaurant' 'American restaurant' 'Bar' 'Bar & grill' 'Caterer'
 'Gluten-free restaurant' 'Takeout restaurant' 'Restaurant' 'Wine bar']",['Italian' 'Family Meals'],,,,
,df1_vs_df2,0.4828416529169292,low,geo,53.8,0.2608695652173913,0.0,kaggle380k-219750,uber_eats-14292,,,kaggle_380k,uber_eats,The Barrel Steak & Seafood House,Lost Boys Garage,the barrel steak seafood house,lost boys garage,,,N Wall St,N Wall St,6404,6325,Spokane,Spokane,WA,WA,99208,99208,47.7160757,47.7161181,-117.4216536,-117.4223695,['Seafood restaurant' 'Steak house'],['American' 'Burgers' 'Healthy'],,,,
,df1_vs_df2,0.37114538558751153,low,addr_zip_or_citystate,335.3,0.2631578947368421,0.0,kaggle380k-142123,uber_eats-30972,,,kaggle_380k,uber_eats,Capriotti's Sandwich Shop,Swig (Traverse),capriotti s sandwich shop,swig traverse,,,,,,,Lehi,Lehi,UT,UT,84043,84043,40.4333574,40.43221,-111.8804735,-111.87681,['Sandwich shop' 'Caterer' 'Deli' 'Fast food restaurant'],['Juice and Smoothies' 'Breakfast and Brunch' 'Vegetarian'],,,,
,df1_vs_df2,0.5723869334704795,low,addr_zip_or_citystate,114.5,0.5454545454545454,0.0,kaggle380k-359491,uber_eats-12392,,,kaggle_380k,uber_eats,The Cheesecake Factory,Charleys Cheesesteaks - Tacoma Mall,the cheesecake factory,charleys cheesesteaks tacoma mall,,,,,,,Tacoma,Tacoma,WA,WA,98409,98409,47.2161809,47.2153415,-122.4685212,-122.4676434,"['Restaurant' 'American restaurant' 'Bakery' 'Dessert restaurant'
 'Dessert shop' 'Family restaurant' 'Takeout restaurant']",['Sandwich' 'American' 'Breakfast and Brunch'],,,,
,df1_vs_df2,0.40407475626322853,low,geo,69.8,0.08,0.0,kaggle380k-134029,uber_eats-03092,,,kaggle_380k,uber_eats,Bar Corallini,Monsoon Siam,bar corallini,monsoon siam,,,Atwood Ave,Atwood Ave,2004,2045,Madison,Madison,WI,WI,53704,53704,43.0922713,43.0921111,-89.354486,-89.3536547,['Italian restaurant' 'Bar' 'Cocktail bar' 'Wine bar'],['Thai' 'Family Friendly'],,,,
,df1_vs_df2,0.47276259308831386,low,addr_zip_or_citystate,123.2,0.3050847457627119,0.0,kaggle380k-140767,uber_eats-16338,,,kaggle_380k,uber_eats,Tasty Curry Restaurant & Pizza,Safeway Express (520 128th St SW),tasty curry restaurant pizza,safeway express 520 128th st sw,,,,,,,Everett,Everett,WA,WA,98204,98204,47.8806061,47.88109,-122.2394542,-122.24094,['Indian restaurant'],"['Grocery' 'Everyday Essentials' 'Snacks' 'Home &amp' 'Personal Care'
 'Drinks' 'Convenience']",,,,
,df1_vs_df2,0.41638677763716275,low,geo,52.1,0.09302325581395349,0.0,kaggle380k-263441,uber_eats-15452,,,kaggle_380k,uber_eats,Spinasse,Regent Bakery &amp; Cafe (Capitol Hill),spinasse,regent bakery amp cafe capitol hill,,,14th Ave,E Pine St,1531,1404,Seattle,Seattle,WA,WA,98122,98122,47.61508,47.6154617,-122.314478,-122.3140759,['Italian restaurant' 'Bar' 'Restaurant'],['Chinese' 'Cafe' 'Desserts'],,,,
,df1_vs_df2,0.4160087474915819,low,addr_zip_or_citystate,153.5,0.1935483870967742,0.0,kaggle380k-158485,uber_eats-47867,,,kaggle_380k,uber_eats,Musiro,Arirang Korean Restaurant,musiro,arirang korean restaurant,,,,,,,Carrollton,Carrollton,TX,TX,75007,75007,32.9856968,32.9855901,-96.9126169,-96.9109758,['Korean restaurant' 'Restaurant'],['Korean' 'Dumplings'],,,,
,df1_vs_df2,0.49668341839933633,low,geo,62.6,0.30434782608695654,0.0,kaggle380k-375149,uber_eats-29656,,,kaggle_380k,uber_eats,Ti Amo Wood Fired Pizza,Costa Vida (501 W 2600 S),ti amo wood fired pizza,costa vida 501 w 2600 s,,,W 2600 S,W 2600 S,515,501,Bountiful,Bountiful,UT,UT,84010,84010,40.8608267,40.86139,-111.8925826,-111.89259,['Italian restaurant' 'Ice cream shop' 'Pizza restaurant'],['Burritos' 'Mexican' 'Tacos'],,,,
